year,team,year_sold,month_sold,date,franchise,current_pic_url,name,team_id,colors,buyer,expansion,arena_included,details,price,price_2014_dollars,price_change,franchise_url,current_franchiseurl,price_previous,conference,division,location,arena,team_founding_year,year_joined_nba,color,decade
1978,Los Angeles Clippers,1978,4,1978.4,Buffalo Braves,http://www.logotypes101.com/logos/764/F32C6BFFB670A58DB9466654FABE9E52/Buffalo_Braves.png,Clippers,LAC,"Red, Blue, White","John Y. Brown, Jr. & Harry T. Mangurian, Jr.",No,No,Swapped their Shares With Celtics Owners,0,0,-3700000,wikipedia.org/wiki/Buffalo_Braves,wikipedia.org/wiki/Los_Angeles_Clippers,3700000,Western,Pacific,"Los Angeles, CA",Staples Center,1970,1970,#EE2944,1970s
1978,Denver Nuggets,1978,4,1978.4,Denver Nuggets,http://content.sportslogos.net/logos/6/229/full/5991.gif,Nuggets,DEN,"Light Blue, Gold, Navy",Red McCombs,No,No,Bought Team,2000000,7231632.653,1000000,wikipedia.org/wiki/Denver_Nuggets,wikipedia.org/wiki/Denver_Nuggets,1000000,Western,Northwest,"Denver, CO",Pepsi Center,1967,1976,#4b90cd,1970s
1979,Boston Celtics,1979,6,1979.6,Boston Celtics,http://content.sportslogos.net/logos/6/213/full/pphdqx7bfbbbumpehh7telq1h.gif,Celtics,BOS,"Green, White, Black","Harry T. Mangurian, Jr.",No,No,Bought Out Co-owners,0,0,-4000000,wikipedia.org/wiki/Boston_Celtics,wikipedia.org/wiki/Boston_Celtics,4000000,Eastern,Atlantic,"Boston, MA",TD Garden,1946,1946,#009E60,1970s
1979,Houston Rockets,1979,5,1979.5,Houston Rockets,http://content.sportslogos.net/logos/6/230/full/eigv3ra8cjkojrywrgcvy6z29.gif,Rockets,HOU,"Red, White, Silver",George Maloof,No,No,Purchased Team,0,0,-5600000,wikipedia.org/wiki/Houston_Rockets,wikipedia.org/wiki/Houston_Rockets,5600000,Western,Southwest,"Houston, TX",Toyota Center,1967,1967,#ce1138,1970s
1979,Los Angeles Lakers,1979,5,1979.5,Los Angeles Lakers,http://content.sportslogos.net/logos/6/237/full/uig7aiht8jnpl1szbi57zzlsh.gif,Lakers,LAL,"Purple, Gold, White",Jerry Buss,No,Yes,"Total Deal Was 67.5M but Incl. La Kings, the Forum, NV Real Estate",20000000,64988537.37,14825000,wikipedia.org/wiki/Los_Angeles_Lakers,wikipedia.org/wiki/Los_Angeles_Lakers,5175000,Western,Pacific,"Los Angeles, CA",Staples Center,1947,1948,#4A2583,1970s
1980,Dallas Mavericks,1980,8,1980.8,Dallas Mavericks,http://content.sportslogos.net/logos/6/228/full/9bjmx5zlk506mle5slggyeepe.gif,Mavericks,DAL,"Blue, Silver, White",Donald Carter & Norm Sonju,Yes,No,Expansion Fee,12000000,34347334.41,0,wikipedia.org/wiki/Dallas_Mavericks,wikipedia.org/wiki/Dallas_Mavericks,12000000,Western,Southwest,"Dallas, TX",American Airlines Center,1980,1980,#0b60ad,1980s
1980,Cleveland Cavaliers,1980,4,1980.4,Cleveland Cavaliers,http://content.sportslogos.net/logos/6/222/full/fh4wdzfefsmfcaxut0absohlk.gif,Cavaliers,CLE,"Red, Gold, Navy",Ted Stepien,No,No,Bought 37% and Soon Became the Majority Shareholder (82%),2000000,5724555.735,-1700000,wikipedia.org/wiki/Cleveland_Cavaliers,wikipedia.org/wiki/Cleveland_Cavaliers,3700000,Eastern,Central,"Cleveland, OH",Quicken Loans Arena,1970,1970,#FFD700,1980s
1981,Philadelphia 76ers,1981,7,1981.7,Philadelphia 76ers,http://content.sportslogos.net/logos/6/218/full/b63l7nnxd3bl0cxemi3qahbbp.gif,Sixers,PHL,"Red, Blue, White",Harold Katz,No,No,Purchased Team,12000000,31128843.34,4000000,wikipedia.org/wiki/Philadelphia_76ers,wikipedia.org/wiki/Philadelphia_76ers,8000000,Eastern,Atlantic,"Philadelphia, PA",Wells Fargo Center,1946,1949,#d0103a,1980s
1981,Los Angeles Clippers,1981,5,1981.5,Los Angeles Clippers,http://content.sportslogos.net/logos/6/236/full/ioxjye9im9phdgfyfxvj1xb71.gif,Clippers,LAC,"Red, Blue, White",Donald Sterling,No,No,Purchased Team,13000000,33722913.62,9300000,wikipedia.org/wiki/Los_Angeles_Clippers,wikipedia.org/wiki/Los_Angeles_Clippers,3700000,Western,Pacific,"Los Angeles, CA",Staples Center,1970,1970,#EE2944,1980s
1982,Houston Rockets,1982,4,1982.4,Houston Rockets,http://content.sportslogos.net/logos/6/230/full/eigv3ra8cjkojrywrgcvy6z29.gif,Rockets,HOU,"Red, White, Silver",Charlie Thomas,No,No,Bought Team,9800000,23949172.41,4200000,wikipedia.org/wiki/Houston_Rockets,wikipedia.org/wiki/Houston_Rockets,5600000,Western,Southwest,"Houston, TX",Toyota Center,1967,1967,#ce1138,1980s
1983,Cleveland Cavaliers,1983,4,1983.4,Cleveland Cavaliers,http://content.sportslogos.net/logos/6/222/full/qg1w8t0t6ol9f7sbhv4j3s0s1.gif,Cavaliers,CLE,"Red, Gold, Navy",George & Gordon Gund,No,No,Purchased the Franchise,20000000,47357166.72,16300000,wikipedia.org/wiki/Cleveland_Cavaliers,wikipedia.org/wiki/Cleveland_Cavaliers,3700000,Eastern,Central,"Cleveland, OH",Quicken Loans Arena,1970,1970,#FFD700,1980s
1983,Sacramento Kings,1983,6,1983.6,Kansas City Kings,http://content.sportslogos.net/logos/6/248/full/5383.png,Kings,SAC,"Purple, Black, Silver, White","Joseph Benvenuti, Frank Lukenbill, Gregg Lukenbill, Robert A. Cook, Stephen H. Cippa, Frank McCormack",No,No,Purchased Team in Kansas City,10500000,24862512.53,10500000,wikipedia.org/wiki/Kansas_City_Kings,wikipedia.org/wiki/Sacramento_Kings,0,Western,Pacific,"Sacramento, CA",Sleep Train Arena,1923,1948,#753BBD,1980s
1983,Indiana Pacers,1983,5,1983.5,Indiana Pacers,http://upload.wikimedia.org/wikipedia/en/thumb/1/1b/Indiana_Pacers.svg/200px-Indiana_Pacers.svg.png,Pacers,IND,"Navy, Gold, Silver, White",Herb Simon,No,No,Purchased Team,11000000,26046441.7,7800000,wikipedia.org/wiki/Indiana_Pacers,wikipedia.org/wiki/Indiana_Pacers,3200000,Eastern,Central,"Indianapolis, IN",Bankers Life Fieldhouse,1967,1976,#ffc322,1980s
1983,Boston Celtics,1983,4,1983.4,Boston Celtics,http://content.sportslogos.net/logos/6/213/full/pphdqx7bfbbbumpehh7telq1h.gif,Celtics,BOS,"Green, White, Black","Don Gaston, Alan N. Cohen, Paul Dupee",No,No,Purchased Team,17000000,40253591.71,13000000,wikipedia.org/wiki/Boston_Celtics,wikipedia.org/wiki/Boston_Celtics,4000000,Eastern,Atlantic,"Boston, MA",TD Garden,1946,1946,#009E60,1980s
1983,Oklahoma City Thunder,1983,1,1983.1,Seattle SuperSonics,http://content.sportslogos.net/logos/6/241/full/cxe7hh6lwjtpdhcoyiuc064sp.gif,Thunder,OKC,"Blue, Yellow, Navy, White",Barry Ackerley,No,No,Transfer of Ownership,21000000,49725025.06,19250000,wikipedia.org/wiki/Seattle_SuperSonics,wikipedia.org/wiki/Oklahoma_City_Thunder,1750000,Western,Northwest,"Oklahoma City, OK",Chesapeake Energy Arena,1967,1967,#007DC3,1980s
1985,Utah Jazz,1985,4,1985.4,Utah Jazz,http://content.sportslogos.net/logos/6/234/full/wngsuqhi4laygst4ffe8wfeti.gif,Jazz,UTA,"Navy, Yellow, Green, Grey",Larry Miller & Sam Battistone,No,No,Transfer of 1/2 Ownership,8000000,17542079.21,1850000,wikipedia.org/wiki/Utah_Jazz,wikipedia.org/wiki/Utah_Jazz,6150000,Western,Northwest,"Salt Lake City, UT",EnergySolutions Arena,1974,1974,#0D4006,1980s
1985,Milwaukee Bucks,1985,3,1985.3,Milwaukee Bucks,http://content.sportslogos.net/logos/6/225/full/5318.gif,Bucks,MIL,"Green, Red, Silver, White",Herb Kohl,No,Yes,Transfer of Ownership,19000000,41662438.12,17000000,wikipedia.org/wiki/Milwaukee_Bucks,wikipedia.org/wiki/Milwaukee_Bucks,2000000,Eastern,Central,"Milwaukee, WI",BMO Harris Bradley Center,1968,1968,#003614,1980s
1985,Chicago Bulls,1985,2,1985.2,Chicago Bulls,http://content.sportslogos.net/logos/6/221/full/hj3gmh82w9hffmeh3fjm5h874.gif,Bulls,CHI,"Red, Black, White",Jerry Reinsdorf,No,Yes,Purchased 57% of the Team and Later Bought Out Co-owners,9200000,20173391.09,4100000,wikipedia.org/wiki/Chicago_Bulls,wikipedia.org/wiki/Chicago_Bulls,5100000,Eastern,Central,"Chicago, IL",United Center,1966,1966,#D4001F,1980s
1985,Denver Nuggets,1985,6,1985.6,Denver Nuggets,http://content.sportslogos.net/logos/6/229/full/qdcpbu7weno1htqgg5kk10i8o.gif,Nuggets,DEN,"Light Blue, Gold, Navy",Sidney Schlenker & Allen Becker,No,No,Purchased Team,20000000,43855198.02,18000000,wikipedia.org/wiki/Denver_Nuggets,wikipedia.org/wiki/Denver_Nuggets,2000000,Western,Northwest,"Denver, CO",Pepsi Center,1967,1976,#4b90cd,1980s
1986,Golden State Warriors,1986,6,1986.6,Golden State Warriors,http://content.sportslogos.net/logos/6/235/full/5515.gif,Warriors,GSW,"Blue, Gold, Yellow",Jim Fitzgerald & Daniel Finnane,No,No,Bought the Team,0,0,-850000,wikipedia.org/wiki/Golden_State_Warriors,wikipedia.org/wiki/Golden_State_Warriors,850000,Western,Pacific,"Oakland, CA",Oracle Arena,1946,1946,#FFCC33,1980s
1986,Utah Jazz,1986,6,1986.6,Utah Jazz,http://content.sportslogos.net/logos/6/234/full/wngsuqhi4laygst4ffe8wfeti.gif,Jazz,UTA,"Navy, Yellow, Green, Grey",Larry Miller,No,No,Purchased the Remaining 50%,14000000,30120825.74,6000000,wikipedia.org/wiki/Utah_Jazz,wikipedia.org/wiki/Utah_Jazz,8000000,Western,Northwest,"Salt Lake City, UT",EnergySolutions Arena,1974,1974,#0D4006,1980s
1986,Boston Celtics,1985,6,1985.6,Boston Celtics,http://content.sportslogos.net/logos/6/213/full/pphdqx7bfbbbumpehh7telq1h.gif,Celtics,BOS,"Green, White, Black",Don Gaston,No,No,Bought Out Co-owners,120000000,258178506.4,103000000,wikipedia.org/wiki/Boston_Celtics,wikipedia.org/wiki/Boston_Celtics,17000000,Eastern,Atlantic,"Boston, MA",TD Garden,1946,1946,#009E60,1980s
1987,Phoenix Suns,1987,6,1987.6,Phoenix Suns,http://content.sportslogos.net/logos/6/238/full/g9agfgof0kzui4u445wrsj3e5.gif,Suns,PHX,"Purple, Orange, Black",Jerry Colangelo,No,No,Purchased Team,44500000,92375951.96,42500000,wikipedia.org/wiki/Phoenix_Suns,wikipedia.org/wiki/Phoenix_Suns,2000000,Western,Pacific,"Phoenix, AZ",US Airways Center,1968,1968,#e65f20,1980s
1988,San Antonio Spurs,1988,6,1988.6,San Antonio Spurs,http://content.sportslogos.net/logos/6/233/full/e04ylwkfdofkr2ctlerjov26s.gif,Spurs,SAS,"Black, Silver, White",Red  McCombs,No,No,Purchased Remaining 35% of Team,32500000,64807962.86,29300000,wikipedia.org/wiki/San_Antonio_Spurs,wikipedia.org/wiki/San_Antonio_Spurs,3200000,Western,Southwest,"San Antonio, TX",AT&T Center,1967,1976,#BEC8C9,1980s
1988,Portland Trail Blazers,1988,6,1988.6,Portland Trail Blazers,http://content.sportslogos.net/logos/6/239/full/tqua25fagb2dggsfddbbiigh3.gif,Trail Blazers,POR,"Red, Silver, Black, White",Paul Allen,No,Yes,Transfer of Ownership,70000000,139586381.5,66300000,wikipedia.org/wiki/Portland_Trail_Blazers,wikipedia.org/wiki/Portland_Trail_Blazers,3700000,Western,Northwest,"Portland, OR",Moda Center,1970,1970,#F0163A,1980s
1989,Orlando Magic,1989,8,1989.8,Orlando Magic,http://content.sportslogos.net/logos/6/217/full/xbimzdw5yiu03525o34bvqg9g.gif,Magic,ORL,"Blue, Black, Silver, White","William duPont III, James & Robert Hewitt, Pat Williams",Yes,No,Expansion Fee,32500000,61832885.91,0,wikipedia.org/wiki/Orlando_Magic,wikipedia.org/wiki/Orlando_Magic,32500000,Eastern,Southeast,"Orlando, FL",Amway Center,1989,1989,#0047ab,1980s
1989,Minnesota Timberwolves,1989,8,1989.8,Minnesota Timberwolves,http://content.sportslogos.net/logos/6/232/full/pqln6egfczzzkgvyshwoi2ozu.gif,Timberwolves,MIN,"Blue, Black, Silver, Green","Marv Wolfenson, Harvey Ratner",Yes,No,Expansion Fee,32500000,61832885.91,0,wikipedia.org/wiki/Minnesota_Timberwolves,wikipedia.org/wiki/Minnesota_Timberwolves,32500000,Western,Northwest,"Minneapolis, MN",Target Center,1989,1989,#0F4D92,1980s
1989,Miami Heat,1989,8,1989.8,Miami Heat,http://content.sportslogos.net/logos/6/214/full/5569.gif,Heat,MIA,"Black, Red, White, Gold","Billy Cunningham, Lewis Schaffel & Ted Arison",Yes,No,Expansion Fee,32500000,61832885.91,0,wikipedia.org/wiki/Miami_Heat,wikipedia.org/wiki/Miami_Heat,32500000,Eastern,Southeast,"Miami, FL",American Airlines Arena,1988,1988,#B62630,1980s
1989,Denver Nuggets,1989,7,1989.7,Denver Nuggets,http://content.sportslogos.net/logos/6/229/full/qdcpbu7weno1htqgg5kk10i8o.gif,Nuggets,DEN,"Light Blue, Gold, Navy",Comsat Video,No,No,Purchases 67.5% Stake in Team,45000000,85614765.1,25000000,wikipedia.org/wiki/Denver_Nuggets,wikipedia.org/wiki/Denver_Nuggets,20000000,Western,Northwest,"Denver, CO",Pepsi Center,1967,1976,#4b90cd,1980s
1989,New Orleans Pelicans,1989,8,1989.8,Charlotte Hornets,http://content.sportslogos.net/logos/6/256/full/cmc6rbgd7rnhhi2p9h97kewik.gif,Pelicans,NOH,"Navy, Gold, Red, White",George Shinn,Yes,No,Expansion Fee,32500000,61832885.91,0,wikipedia.org/wiki/Charlotte_Hornets,wikipedia.org/wiki/New_Orleans_Pelicans,32500000,Western,Southwest,"New Orleans, LA",Smoothie King Center,2002,2002,#b4975a,1980s
1991,Orlando Magic,1991,9,1991.9,Orlando Magic,http://content.sportslogos.net/logos/6/217/full/xbimzdw5yiu03525o34bvqg9g.gif,Magic,ORL,"Blue, Black, Silver, White",Richard DeVos,No,No,Purchased the Franchise,85000000,147176887.4,52500000,wikipedia.org/wiki/Orlando_Magic,wikipedia.org/wiki/Orlando_Magic,32500000,Eastern,Southeast,"Orlando, FL",Amway Center,1989,1989,#0047ab,1990s
1992,Golden State Warriors,1992,6,1992.6,Golden State Warriors,http://content.sportslogos.net/logos/6/235/full/cb02u6k4eyzy3zwkxmivf37hj.gif,Warriors,GSW,"Blue, Gold, Yellow",Christopher Cohan,No,No,Purchased 25%,21000000,35292150.82,20150000,wikipedia.org/wiki/Golden_State_Warriors,wikipedia.org/wiki/Golden_State_Warriors,850000,Western,Pacific,"Oakland, CA",Oracle Arena,1946,1946,#FFCC33,1990s
1992,Denver Nuggets,1992,1,1992.1,Denver Nuggets,http://content.sportslogos.net/logos/6/229/full/tht30q65rj1sca9rhsq5zfoih.gif,Nuggets,DEN,"Light Blue, Gold, Navy",Comsat Video,No,No,"Bought Out Co-owners, Raised Share to 100%",70000000,117640502.7,25000000,wikipedia.org/wiki/Denver_Nuggets,wikipedia.org/wiki/Denver_Nuggets,45000000,Western,Northwest,"Denver, CO",Pepsi Center,1967,1976,#4b90cd,1990s
1993,Boston Celtics,1993,6,1993.6,Boston Celtics,http://content.sportslogos.net/logos/6/213/full/pphdqx7bfbbbumpehh7telq1h.gif,Celtics,BOS,"Green, White, Black",Paul Gaston,No,No,Succeeded His Father,0,0,-120000000,wikipedia.org/wiki/Boston_Celtics,wikipedia.org/wiki/Boston_Celtics,120000000,Eastern,Atlantic,"Boston, MA",TD Garden,1946,1946,#009E60,1990s
1993,Houston Rockets,1993,7,1993.7,Houston Rockets,http://upload.wikimedia.org/wikipedia/en/thumb/2/28/Houston_Rockets.svg/400px-Houston_Rockets.svg.png,Rockets,HOU,"Red, White, Silver",Leslie Alexander,No,No,Purchased Team,85000000,138768716.9,75200000,wikipedia.org/wiki/Houston_Rockets,wikipedia.org/wiki/Houston_Rockets,9800000,Western,Southwest,"Houston, TX",Toyota Center,1967,1967,#ce1138,1990s
1993,San Antonio Spurs,1993,5,1993.5,San Antonio Spurs,http://content.sportslogos.net/logos/6/233/full/e04ylwkfdofkr2ctlerjov26s.gif,Spurs,SAS,"Black, Silver, White",Peter Holt,No,No,Transfer of Ownership,75000000,122442985.5,42500000,wikipedia.org/wiki/San_Antonio_Spurs,wikipedia.org/wiki/San_Antonio_Spurs,32500000,Western,Southwest,"San Antonio, TX",AT&T Center,1967,1976,#BEC8C9,1990s
1994,New York Knicks,1994,8,1994.8,New York Knicks,http://content.sportslogos.net/logos/6/216/full/5cewvhuzbe6t8rqc1q3dmevoh.gif,Knicks,NYK,"Blue, Orange, Silver",Cablevision & ITT Corporation,No,Yes,"Won Bid For Madison Square Garden, Knicks, Rangers & MSG Network",1100000000,1750269421,1100000000,wikipedia.org/wiki/New_York_Knicks,wikipedia.org/wiki/New_York_Knicks,0,Eastern,Atlantic,"New York City, NY",Madison Square Garden,1946,1946,#FF7518,1990s
1994,Golden State Warriors,1994,1,1994.1,Golden State Warriors,http://content.sportslogos.net/logos/6/235/full/cb02u6k4eyzy3zwkxmivf37hj.gif,Warriors,GSW,"Blue, Gold, Yellow",Christopher Cohan,No,No,Purchased Remaining 75%,95000000,151159631.8,74000000,wikipedia.org/wiki/Golden_State_Warriors,wikipedia.org/wiki/Golden_State_Warriors,21000000,Western,Pacific,"Oakland, CA",Oracle Arena,1946,1946,#FFCC33,1990s
1994,New York Knicks,1994,2,1994.2,New York Knicks,http://content.sportslogos.net/logos/6/216/full/5cewvhuzbe6t8rqc1q3dmevoh.gif,Knicks,NYK,"Blue, Orange, Silver",Viacom,No,No,Bought Previous Owner,0,0,0,wikipedia.org/wiki/New_York_Knicks,wikipedia.org/wiki/New_York_Knicks,0,Eastern,Atlantic,"New York City, NY",Madison Square Garden,1946,1946,#FF7518,1990s
1995,Miami Heat,1995,6,1995.6,Miami Heat,http://content.sportslogos.net/logos/6/214/full/burm5gh2wvjti3xhei5h16k8e.gif,Heat,MIA,"Black, Red, White, Gold",Micky Arison,No,No,"Bought Out Co-owners, Raised Share to 88%",68000000,105244813.3,35500000,wikipedia.org/wiki/Miami_Heat,wikipedia.org/wiki/Miami_Heat,32500000,Eastern,Southeast,"Miami, FL",American Airlines Arena,1988,1988,#B62630,1990s
1995,Minnesota Timberwolves,1995,2,1995.2,Minnesota Timberwolves,http://upload.wikimedia.org/wikipedia/en/thumb/7/78/Minnesota_Timberwolves.svg/400px-Minnesota_Timberwolves.svg.png,Timberwolves,MIN,"Blue, Black, Silver, Green",Glen Taylor,No,No,Transfer of Ownership,89000000,137746888,56500000,wikipedia.org/wiki/Minnesota_Timberwolves,wikipedia.org/wiki/Minnesota_Timberwolves,32500000,Western,Northwest,"Minneapolis, MN",Target Center,1989,1989,#0F4D92,1990s
1996,Toronto Raptors,1996,3,1996.3,Toronto Raptors,http://content.sportslogos.net/logos/6/227/full/kqmesaae0efg3atwugmeohxga.gif,Raptors,TOR,"Red, Black, Silver",John Bitove Jr.,No,No,Sold 39.5% Interest,167088608,251253333.8,42088608,wikipedia.org/wiki/Toronto_Raptors,wikipedia.org/wiki/Toronto_Raptors,125000000,Eastern,Central,"Toronto, ON",Air Canada Centre,1995,1995,#708090,1990s
1996,Philadelphia 76ers,1996,4,1996.4,Philadelphia 76ers,http://content.sportslogos.net/logos/6/218/full/fge4lf9ridpgum631fb0gg9tt.gif,Sixers,PHL,"Red, Blue, White",Comcast,No,Yes,Purchased Team,130000000,195482707.4,118000000,wikipedia.org/wiki/Philadelphia_76ers,wikipedia.org/wiki/Philadelphia_76ers,12000000,Eastern,Atlantic,"Philadelphia, PA",Wells Fargo Center,1946,1949,#d0103a,1990s
1996,Toronto Raptors,1996,1,1996.1,Toronto Raptors,http://content.sportslogos.net/logos/6/227/full/kqmesaae0efg3atwugmeohxga.gif,Raptors,TOR,"Red, Black, Silver",John Bitove Jr.,Yes,No,Expansion Fee,125000000,187964141.7,0,wikipedia.org/wiki/Toronto_Raptors,wikipedia.org/wiki/Toronto_Raptors,125000000,Eastern,Central,"Toronto, ON",Air Canada Centre,1995,1995,#708090,1990s
1996,Toronto Raptors,1996,3,1996.3,Toronto Raptors,http://content.sportslogos.net/logos/6/227/full/kqmesaae0efg3atwugmeohxga.gif,Raptors,TOR,"Red, Black, Silver",Allan Slaight,No,No,Purchased 39.5% of Team (added to the 39.5% That He Already Owned),167088608,251253333.8,0,wikipedia.org/wiki/Toronto_Raptors,wikipedia.org/wiki/Toronto_Raptors,167088608,Eastern,Central,"Toronto, ON",Air Canada Centre,1995,1995,#708090,1990s
1996,Dallas Mavericks,1996,1,1996.1,Dallas Mavericks,http://content.sportslogos.net/logos/6/228/full/9bjmx5zlk506mle5slggyeepe.gif,Mavericks,DAL,"Blue, Silver, White","Ross Perot, Jr.",No,No,Purchased a Majority Stake,125000000,187964141.7,113000000,wikipedia.org/wiki/Dallas_Mavericks,wikipedia.org/wiki/Dallas_Mavericks,12000000,Western,Southwest,"Dallas, TX",American Airlines Center,1980,1980,#0b60ad,1990s
1996,Atlanta Hawks,1996,1,1996.1,Atlanta Hawks,http://content.sportslogos.net/logos/6/220/full/kqhjtzl2ik3gnxsnwsn8yf002.gif,Hawks,ATL,"Navy, Red, Silver",AOL Time Warner,No,No,Became Owner Via Merger,0,0,-2000000,wikipedia.org/wiki/Atlanta_Hawks,wikipedia.org/wiki/Atlanta_Hawks,2000000,Eastern,Southeast,"Atlanta, GA",Philips Arena,1946,1949,#ff0000,1990s
1996,Memphis Grizzlies,1996,11,1996.11,Vancouver Grizzlies,http://content.sportslogos.net/logos/6/257/full/7hc558rh9vls8j6fam4hly46n.gif,Grizzlies,MEM,"Blue, Gold, White",Arthur Griffiths,Yes,No,Expansion Fee,125000000,187964141.7,0,wikipedia.org/wiki/Vancouver_Grizzlies,wikipedia.org/wiki/Memphis_Grizzlies,125000000,Western,Southwest,"Memphis, TN",FedExForum,1995,1995,#7399C6,1990s
1997,Memphis Grizzlies,1997,1,1997.1,Vancouver Grizzlies,http://content.sportslogos.net/logos/6/257/full/7hc558rh9vls8j6fam4hly46n.gif,Grizzlies,MEM,"Blue, Gold, White",John McCaw,No,No,Bought Out Arthur Griffiths,0,0,-125000000,wikipedia.org/wiki/Vancouver_Grizzlies,wikipedia.org/wiki/Memphis_Grizzlies,125000000,Western,Southwest,"Memphis, TN",FedExForum,1995,1995,#7399C6,1990s
1997,New York Knicks,1997,3,1997.3,New York Knicks,http://content.sportslogos.net/logos/6/216/full/qq6jhhi515f6i5d38errfwyr1.gif,Knicks,NYK,"Blue, Orange, Silver",Cablevision,No,Yes,Bought Out ITT Corporation's Share,300000000,440733830.8,-800000000,wikipedia.org/wiki/New_York_Knicks,wikipedia.org/wiki/New_York_Knicks,1100000000,Eastern,Atlantic,"New York City, NY",Madison Square Garden,1946,1946,#FF7518,1990s
1998,Sacramento Kings,1998,1,1998.1,Sacramento Kings,http://content.sportslogos.net/logos/6/240/full/zqifh03wxc54qk5ecexgk9ayg.gif,Kings,SAC,"Purple, Black, Silver, White",Joe Maloof & Gavin Maloof,No,Yes,"Transfer of Ownership [all Entities Cost 250m$] Purchased 53%, Incl. Arco Arena",156000000,225719069,145500000,wikipedia.org/wiki/Sacramento_Kings,wikipedia.org/wiki/Sacramento_Kings,10500000,Western,Pacific,"Sacramento, CA",Sleep Train Arena,1923,1948,#753BBD,1990s
1998,Toronto Raptors,1998,2,1998.2,Toronto Raptors,http://content.sportslogos.net/logos/6/227/full/yfypcwqog6qx8658sn5w65huh.gif,Raptors,TOR,"Red, Black, Silver",Maple Leaf,No,Yes,Total Deal For $400m and Included Air Canada Centre,400000000,578766843.6,232911392,wikipedia.org/wiki/Toronto_Raptors,wikipedia.org/wiki/Toronto_Raptors,167088608,Eastern,Central,"Toronto, ON",Air Canada Centre,1995,1995,#708090,1990s
1998,Brooklyn Nets,1998,6,1998.6,New Jersey Nets,http://content.sportslogos.net/logos/6/215/full/2hh70mg3h40yl41tzfpn3gha2.gif,Nets,BKN,"Black, White","Lewis Katz ,Finn Wentworth, Stanley Gale, Raymond Chambers",No,No,Purchase of Team,150000000,217037566.4,148900000,wikipedia.org/wiki/New_Jersey_Nets,wikipedia.org/wiki/Brooklyn_Nets,1100000,Eastern,Atlantic,"Brooklyn, NY",Barclays Center,1967,1976,#000000,1990s
1999,Memphis Grizzlies,1999,9,1999.9,Vancouver Grizzlies,http://content.sportslogos.net/logos/6/257/full/7hc558rh9vls8j6fam4hly46n.gif,Grizzlies,MEM,"Blue, Gold, White",Bill & Nancy Laurie,No,No,Purchased Team,200000000,283140231.7,75000000,wikipedia.org/wiki/Vancouver_Grizzlies,wikipedia.org/wiki/Memphis_Grizzlies,125000000,Western,Southwest,"Memphis, TN",FedExForum,1995,1995,#7399C6,1990s
2000,Denver Nuggets,2000,12,2000.12,Denver Nuggets,http://content.sportslogos.net/logos/6/229/full/xeti0fjbyzmcffue57vz5o1gl.gif,Nuggets,DEN,"Light Blue, Gold, Navy",Stan Kroenke,No,Yes,Deal Worth $450M Included NHL Avalanche and Pepsi Center,202000000,276632657,132000000,wikipedia.org/wiki/Denver_Nuggets,wikipedia.org/wiki/Denver_Nuggets,70000000,Western,Northwest,"Denver, CO",Pepsi Center,1967,1976,#4b90cd,2000s
2000,Memphis Grizzlies,2000,1,2000.1,Memphis Grizzlies,http://content.sportslogos.net/logos/6/231/full/efgmdqnx7x9vie7e1zkzecqv3.gif,Grizzlies,MEM,"Blue, Gold, White",Michael Heisley,No,No,Purchased Team,160000000,219114975.8,-40000000,wikipedia.org/wiki/Memphis_Grizzlies,wikipedia.org/wiki/Memphis_Grizzlies,200000000,Western,Southwest,"Memphis, TN",FedExForum,1995,1995,#7399C6,2000s
2000,Dallas Mavericks,2000,1,2000.1,Dallas Mavericks,http://content.sportslogos.net/logos/6/228/full/ifk08eam05rwxr3yhol3whdcm.gif,Mavericks,DAL,"Blue, Silver, White",Mark Cuban,No,No,Purchased a Majority Stake,285000000,390298550.7,160000000,wikipedia.org/wiki/Dallas_Mavericks,wikipedia.org/wiki/Dallas_Mavericks,125000000,Western,Southwest,"Dallas, TX",American Airlines Center,1980,1980,#0b60ad,2000s
2001,Oklahoma City Thunder,2001,1,2001.1,Seattle SuperSonics,http://content.sportslogos.net/logos/6/241/full/2m7tz2iv8wjusqs6ob11nznri.gif,Thunder,OKC,"Blue, Yellow, Navy, White",Howard Schultz,No,No,Transfer of Ownership,200000000,266378500.3,179000000,wikipedia.org/wiki/Seattle_SuperSonics,wikipedia.org/wiki/Oklahoma_City_Thunder,21000000,Western,Northwest,"Oklahoma City, OK",Chesapeake Energy Arena,1967,1967,#007DC3,2000s
2002,Boston Celtics,2002,9,2002.9,Boston Celtics,http://content.sportslogos.net/logos/6/213/full/slhg02hbef3j1ov4lsnwyol5o.gif,Celtics,BOS,"Green, White, Black","Wycliffe Grousbeck, Stephen Pagliuca, & H. Irving Grousbeck",No,No,Purchased Team,360000000,472029602.2,240000000,wikipedia.org/wiki/Boston_Celtics,wikipedia.org/wiki/Boston_Celtics,120000000,Eastern,Atlantic,"Boston, MA",TD Garden,1946,1946,#009E60,2000s
