"year","volume","transactions","value_min","value_mean","value_max","value_cumulative","share_historic_volume","detail","league"
2007,248,1,248,248,248,7869.850216,3.15126709140915,"<html><table border='2' cellpadding='1' style='line-height:1.1'><tbody><tr><th colspan='15'><span style='font-family:times new roman,times,serif;'><span style='font-size:14px;'>2007 NBA Franchise Sale Analysis</span></span></th></tr><tr><td style='text-align: center;'><img src=http://www.scuygo.com/images/nba.png width='200' heigh='200'/></span></td><td style='text-align: center;'><span style='font-family:times new roman,times,serif;'><span style='font-size:10px;'><strong>Transaction Volume (m):</strong> $248<br /><strong>Transactions:</strong> 1<br /><strong>Mean Valuation (m):</strong> $248<br /><strong>Minimum Valuation (m):</strong> $248<br /><strong>Maximum Valuation (m):</strong> $248<br /><strong>Cumulative Sales Volume (m):</strong> $7,870</span></span></td></tr></tbody></table></html>","NBA"
2008,550,1,550,550,550,10878.88386,5.05566570135256,"<html><table border='2' cellpadding='1' style='line-height:1.1'><tbody><tr><th colspan='15'><span style='font-family:times new roman,times,serif;'><span style='font-size:14px;'>2008 NBA Franchise Sale Analysis</span></span></th></tr><tr><td style='text-align: center;'><img src=http://img3.wikia.nocookie.net/__cb20140711021414/looneytunes/images/4/49/NFL-logo.png width='200' width='200'/></span></td><td style='text-align: center;'><span style='font-family:times new roman,times,serif;'><span style='font-size:10px;'><strong>Transaction Volume (m):</strong> $550<br /><strong>Transactions:</strong> 1<br /><strong>Mean Valuation (m):</strong> $550<br /><strong>Minimum Valuation (m):</strong> $550<br /><strong>Maximum Valuation (m):</strong> $550<br /><strong>Cumulative Sales Volume (m):</strong> $10,879</span></span></td></tr></tbody></table></html>","NFL"
2009,1940,2,840,970,1100,12818.88386,15.133922899899,"<html><table border='2' cellpadding='1' style='line-height:1.1'><tbody><tr><th colspan='15'><span style='font-family:times new roman,times,serif;'><span style='font-size:14px;'>2009 NBA Franchise Sale Analysis</span></span></th></tr><tr><td style='text-align: center;'><img src=http://img3.wikia.nocookie.net/__cb20140711021414/looneytunes/images/4/49/NFL-logo.png width='200' width='200'/></span></td><td style='text-align: center;'><span style='font-family:times new roman,times,serif;'><span style='font-size:10px;'><strong>Transaction Volume (m):</strong> $1,940<br /><strong>Transactions:</strong> 2<br /><strong>Mean Valuation (m):</strong> $970<br /><strong>Minimum Valuation (m):</strong> $1,100<br /><strong>Maximum Valuation (m):</strong> $840<br /><strong>Cumulative Sales Volume (m):</strong> $12,819</span></span></td></tr></tbody></table></html>","NFL"
2010,753,1,753,753,753,13571.88386,5.54823492278249,"<html><table border='2' cellpadding='1' style='line-height:1.1'><tbody><tr><th colspan='15'><span style='font-family:times new roman,times,serif;'><span style='font-size:14px;'>2010 NBA Franchise Sale Analysis</span></span></th></tr><tr><td style='text-align: center;'><img src=http://img3.wikia.nocookie.net/__cb20140711021414/looneytunes/images/4/49/NFL-logo.png width='200' width='200'/></span></td><td style='text-align: center;'><span style='font-family:times new roman,times,serif;'><span style='font-size:10px;'><strong>Transaction Volume (m):</strong> $753<br /><strong>Transactions:</strong> 1<br /><strong>Mean Valuation (m):</strong> $753<br /><strong>Minimum Valuation (m):</strong> $753<br /><strong>Maximum Valuation (m):</strong> $753<br /><strong>Cumulative Sales Volume (m):</strong> $13,572</span></span></td></tr></tbody></table></html>","NFL"
2010,1836,5,261,367.2,550,9705.850216,18.9164262701414,"<html><table border='2' cellpadding='1' style='line-height:1.1'><tbody><tr><th colspan='15'><span style='font-family:times new roman,times,serif;'><span style='font-size:14px;'>2010 NBA Franchise Sale Analysis</span></span></th></tr><tr><td style='text-align: center;'><img src=http://www.scuygo.com/images/nba.png width='200' heigh='200'/></span></td><td style='text-align: center;'><span style='font-family:times new roman,times,serif;'><span style='font-size:10px;'><strong>Transaction Volume (m):</strong> $1,836<br /><strong>Transactions:</strong> 5<br /><strong>Mean Valuation (m):</strong> $367<br /><strong>Minimum Valuation (m):</strong> $550<br /><strong>Maximum Valuation (m):</strong> $261<br /><strong>Cumulative Sales Volume (m):</strong> $9,706</span></span></td></tr></tbody></table></html>","NBA"
2011,710,1,710,710,710,14281.88386,4.97133296251297,"<html><table border='2' cellpadding='1' style='line-height:1.1'><tbody><tr><th colspan='15'><span style='font-family:times new roman,times,serif;'><span style='font-size:14px;'>2011 NBA Franchise Sale Analysis</span></span></th></tr><tr><td style='text-align: center;'><img src=http://img3.wikia.nocookie.net/__cb20140711021414/looneytunes/images/4/49/NFL-logo.png width='200' width='200'/></span></td><td style='text-align: center;'><span style='font-family:times new roman,times,serif;'><span style='font-size:10px;'><strong>Transaction Volume (m):</strong> $710<br /><strong>Transactions:</strong> 1<br /><strong>Mean Valuation (m):</strong> $710<br /><strong>Minimum Valuation (m):</strong> $710<br /><strong>Maximum Valuation (m):</strong> $710<br /><strong>Cumulative Sales Volume (m):</strong> $14,282</span></span></td></tr></tbody></table></html>","NFL"
2011,680,2,280,340,400,10385.850216,6.54736960246568,"<html><table border='2' cellpadding='1' style='line-height:1.1'><tbody><tr><th colspan='15'><span style='font-family:times new roman,times,serif;'><span style='font-size:14px;'>2011 NBA Franchise Sale Analysis</span></span></th></tr><tr><td style='text-align: center;'><img src=http://www.scuygo.com/images/nba.png width='200' heigh='200'/></span></td><td style='text-align: center;'><span style='font-family:times new roman,times,serif;'><span style='font-size:10px;'><strong>Transaction Volume (m):</strong> $680<br /><strong>Transactions:</strong> 2<br /><strong>Mean Valuation (m):</strong> $340<br /><strong>Minimum Valuation (m):</strong> $400<br /><strong>Maximum Valuation (m):</strong> $280<br /><strong>Cumulative Sales Volume (m):</strong> $10,386</span></span></td></tr></tbody></table></html>","NBA"
2012,1000,1,1000,1000,1000,15281.88386,6.54369585033609,"<html><table border='2' cellpadding='1' style='line-height:1.1'><tbody><tr><th colspan='15'><span style='font-family:times new roman,times,serif;'><span style='font-size:14px;'>2012 NBA Franchise Sale Analysis</span></span></th></tr><tr><td style='text-align: center;'><img src=http://img3.wikia.nocookie.net/__cb20140711021414/looneytunes/images/4/49/NFL-logo.png width='200' width='200'/></span></td><td style='text-align: center;'><span style='font-family:times new roman,times,serif;'><span style='font-size:10px;'><strong>Transaction Volume (m):</strong> $1,000<br /><strong>Transactions:</strong> 1<br /><strong>Mean Valuation (m):</strong> $1,000<br /><strong>Minimum Valuation (m):</strong> $1,000<br /><strong>Maximum Valuation (m):</strong> $1,000<br /><strong>Cumulative Sales Volume (m):</strong> $15,282</span></span></td></tr></tbody></table></html>","NFL"
2012,2374.751037,3,338,791.583679,1659.751037,12760.601253,18.610024636901,"<html><table border='2' cellpadding='1' style='line-height:1.1'><tbody><tr><th colspan='15'><span style='font-family:times new roman,times,serif;'><span style='font-size:14px;'>2012 NBA Franchise Sale Analysis</span></span></th></tr><tr><td style='text-align: center;'><img src=http://www.scuygo.com/images/nba.png width='200' heigh='200'/></span></td><td style='text-align: center;'><span style='font-family:times new roman,times,serif;'><span style='font-size:10px;'><strong>Transaction Volume (m):</strong> $2,375<br /><strong>Transactions:</strong> 3<br /><strong>Mean Valuation (m):</strong> $792<br /><strong>Minimum Valuation (m):</strong> $1,660<br /><strong>Maximum Valuation (m):</strong> $338<br /><strong>Cumulative Sales Volume (m):</strong> $12,761</span></span></td></tr></tbody></table></html>","NBA"
2013,1100,1,1100,1100,1100,16381.88386,6.71473445545475,"<html><table border='2' cellpadding='1' style='line-height:1.1'><tbody><tr><th colspan='15'><span style='font-family:times new roman,times,serif;'><span style='font-size:14px;'>2013 NBA Franchise Sale Analysis</span></span></th></tr><tr><td style='text-align: center;'><img src=http://img3.wikia.nocookie.net/__cb20140711021414/looneytunes/images/4/49/NFL-logo.png width='200' width='200'/></span></td><td style='text-align: center;'><span style='font-family:times new roman,times,serif;'><span style='font-size:10px;'><strong>Transaction Volume (m):</strong> $1,100<br /><strong>Transactions:</strong> 1<br /><strong>Mean Valuation (m):</strong> $1,100<br /><strong>Minimum Valuation (m):</strong> $1,100<br /><strong>Maximum Valuation (m):</strong> $1,100<br /><strong>Cumulative Sales Volume (m):</strong> $16,382</span></span></td></tr></tbody></table></html>","NFL"
2013,534,1,534,534,534,13294.601253,4.01666804319911,"<html><table border='2' cellpadding='1' style='line-height:1.1'><tbody><tr><th colspan='15'><span style='font-family:times new roman,times,serif;'><span style='font-size:14px;'>2013 NBA Franchise Sale Analysis</span></span></th></tr><tr><td style='text-align: center;'><img src=http://www.scuygo.com/images/nba.png width='200' heigh='200'/></span></td><td style='text-align: center;'><span style='font-family:times new roman,times,serif;'><span style='font-size:10px;'><strong>Transaction Volume (m):</strong> $534<br /><strong>Transactions:</strong> 1<br /><strong>Mean Valuation (m):</strong> $534<br /><strong>Minimum Valuation (m):</strong> $534<br /><strong>Maximum Valuation (m):</strong> $534<br /><strong>Cumulative Sales Volume (m):</strong> $13,295</span></span></td></tr></tbody></table></html>","NBA"
2014,2550,2,550,1275,2000,15844.601253,16.0938098679964,"<html><table border='2' cellpadding='1' style='line-height:1.1'><tbody><tr><th colspan='15'><span style='font-family:times new roman,times,serif;'><span style='font-size:14px;'>2014 NBA Franchise Sale Analysis</span></span></th></tr><tr><td style='text-align: center;'><img src=http://www.scuygo.com/images/nba.png width='200' heigh='200'/></span></td><td style='text-align: center;'><span style='font-family:times new roman,times,serif;'><span style='font-size:10px;'><strong>Transaction Volume (m):</strong> $2,550<br /><strong>Transactions:</strong> 2<br /><strong>Mean Valuation (m):</strong> $1,275<br /><strong>Minimum Valuation (m):</strong> $2,000<br /><strong>Maximum Valuation (m):</strong> $550<br /><strong>Cumulative Sales Volume (m):</strong> $15,845</span></span></td></tr></tbody></table></html>","NBA"
