"year","volume","transactions","value_min","value_mean","value_max","value_cumulative","share_historic_volume","detail","league"
1962,13.9216,1,13.9216,13.9216,13.9216,27.168755,51.241214402353,"<html><table border='2' cellpadding='1' style='line-height:1.1'><tbody><tr><th colspan='15'><span style='font-family:times new roman,times,serif;'><span style='font-size:14px;'>1962 NBA Franchise Sale Analysis</span></span></th></tr><tr><td style='text-align: center;'><img src=http://img3.wikia.nocookie.net/__cb20140711021414/looneytunes/images/4/49/NFL-logo.png width='200' width='200'/></span></td><td style='text-align: center;'><span style='font-family:times new roman,times,serif;'><span style='font-size:10px;'><strong>Transaction Volume (m):</strong> $13.9<br /><strong>Transactions:</strong> 1<br /><strong>Mean Valuation (m):</strong> $13.9<br /><strong>Minimum Valuation (m):</strong> $13.9<br /><strong>Maximum Valuation (m):</strong> $13.9<br /><strong>Cumulative Sales Volume (m):</strong> $27.2</span></span></td></tr></tbody></table></html>","NFL"
1962,0.85,1,0.85,0.85,0.85,1.043,81.4956855225312,"<html><table border='2' cellpadding='1' style='line-height:1.1'><tbody><tr><th colspan='15'><span style='font-family:times new roman,times,serif;'><span style='font-size:14px;'>1962 NBA Franchise Sale Analysis</span></span></th></tr><tr><td style='text-align: center;'><img src=http://www.scuygo.com/images/nba.png width='200' heigh='200'/></span></td><td style='text-align: center;'><span style='font-family:times new roman,times,serif;'><span style='font-size:10px;'><strong>Transaction Volume (m):</strong> $0.85<br /><strong>Transactions:</strong> 1<br /><strong>Mean Valuation (m):</strong> $0.85<br /><strong>Minimum Valuation (m):</strong> $0.85<br /><strong>Maximum Valuation (m):</strong> $0.85<br /><strong>Cumulative Sales Volume (m):</strong> $1.04</span></span></td></tr></tbody></table></html>","NBA"
1963,17.303922,2,6.5,8.651961,10.803922,44.472677,38.9091081699444,"<html><table border='2' cellpadding='1' style='line-height:1.1'><tbody><tr><th colspan='15'><span style='font-family:times new roman,times,serif;'><span style='font-size:14px;'>1963 NBA Franchise Sale Analysis</span></span></th></tr><tr><td style='text-align: center;'><img src=http://img3.wikia.nocookie.net/__cb20140711021414/looneytunes/images/4/49/NFL-logo.png width='200' width='200'/></span></td><td style='text-align: center;'><span style='font-family:times new roman,times,serif;'><span style='font-size:10px;'><strong>Transaction Volume (m):</strong> $17.3<br /><strong>Transactions:</strong> 2<br /><strong>Mean Valuation (m):</strong> $8.65<br /><strong>Minimum Valuation (m):</strong> $10.8<br /><strong>Maximum Valuation (m):</strong> $6.5<br /><strong>Cumulative Sales Volume (m):</strong> $44.5</span></span></td></tr></tbody></table></html>","NFL"
1964,8.225806,2,3.225806,4.112903,5,52.698483,15.6091893575001,"<html><table border='2' cellpadding='1' style='line-height:1.1'><tbody><tr><th colspan='15'><span style='font-family:times new roman,times,serif;'><span style='font-size:14px;'>1964 NBA Franchise Sale Analysis</span></span></th></tr><tr><td style='text-align: center;'><img src=http://img3.wikia.nocookie.net/__cb20140711021414/looneytunes/images/4/49/NFL-logo.png width='200' width='200'/></span></td><td style='text-align: center;'><span style='font-family:times new roman,times,serif;'><span style='font-size:10px;'><strong>Transaction Volume (m):</strong> $8.23<br /><strong>Transactions:</strong> 2<br /><strong>Mean Valuation (m):</strong> $4.11<br /><strong>Minimum Valuation (m):</strong> $5<br /><strong>Maximum Valuation (m):</strong> $3.23<br /><strong>Cumulative Sales Volume (m):</strong> $52.7</span></span></td></tr></tbody></table></html>","NFL"
1964,2.2,2,1.1,1.1,1.1,3.243,67.8384212149245,"<html><table border='2' cellpadding='1' style='line-height:1.1'><tbody><tr><th colspan='15'><span style='font-family:times new roman,times,serif;'><span style='font-size:14px;'>1964 NBA Franchise Sale Analysis</span></span></th></tr><tr><td style='text-align: center;'><img src=http://www.scuygo.com/images/nba.png width='200' heigh='200'/></span></td><td style='text-align: center;'><span style='font-family:times new roman,times,serif;'><span style='font-size:10px;'><strong>Transaction Volume (m):</strong> $2.2<br /><strong>Transactions:</strong> 2<br /><strong>Mean Valuation (m):</strong> $1.1<br /><strong>Minimum Valuation (m):</strong> $1.1<br /><strong>Maximum Valuation (m):</strong> $1.1<br /><strong>Cumulative Sales Volume (m):</strong> $3.24</span></span></td></tr></tbody></table></html>","NBA"
1965,14.5,2,6,7.25,8.5,67.198483,21.5778680599084,"<html><table border='2' cellpadding='1' style='line-height:1.1'><tbody><tr><th colspan='15'><span style='font-family:times new roman,times,serif;'><span style='font-size:14px;'>1965 NBA Franchise Sale Analysis</span></span></th></tr><tr><td style='text-align: center;'><img src=http://img3.wikia.nocookie.net/__cb20140711021414/looneytunes/images/4/49/NFL-logo.png width='200' width='200'/></span></td><td style='text-align: center;'><span style='font-family:times new roman,times,serif;'><span style='font-size:10px;'><strong>Transaction Volume (m):</strong> $14.5<br /><strong>Transactions:</strong> 2<br /><strong>Mean Valuation (m):</strong> $7.25<br /><strong>Minimum Valuation (m):</strong> $8.5<br /><strong>Maximum Valuation (m):</strong> $6<br /><strong>Cumulative Sales Volume (m):</strong> $67.2</span></span></td></tr></tbody></table></html>","NFL"
1965,8.175,2,3,4.0875,5.175,11.418,71.5974776668418,"<html><table border='2' cellpadding='1' style='line-height:1.1'><tbody><tr><th colspan='15'><span style='font-family:times new roman,times,serif;'><span style='font-size:14px;'>1965 NBA Franchise Sale Analysis</span></span></th></tr><tr><td style='text-align: center;'><img src=http://www.scuygo.com/images/nba.png width='200' heigh='200'/></span></td><td style='text-align: center;'><span style='font-family:times new roman,times,serif;'><span style='font-size:10px;'><strong>Transaction Volume (m):</strong> $8.18<br /><strong>Transactions:</strong> 2<br /><strong>Mean Valuation (m):</strong> $4.09<br /><strong>Minimum Valuation (m):</strong> $5.17<br /><strong>Maximum Valuation (m):</strong> $3<br /><strong>Cumulative Sales Volume (m):</strong> $11.4</span></span></td></tr></tbody></table></html>","NBA"
1966,23,3,7.5,7.66666666666667,8,90.198483,25.4993202047533,"<html><table border='2' cellpadding='1' style='line-height:1.1'><tbody><tr><th colspan='15'><span style='font-family:times new roman,times,serif;'><span style='font-size:14px;'>1966 NBA Franchise Sale Analysis</span></span></th></tr><tr><td style='text-align: center;'><img src=http://img3.wikia.nocookie.net/__cb20140711021414/looneytunes/images/4/49/NFL-logo.png width='200' width='200'/></span></td><td style='text-align: center;'><span style='font-family:times new roman,times,serif;'><span style='font-size:10px;'><strong>Transaction Volume (m):</strong> $23<br /><strong>Transactions:</strong> 3<br /><strong>Mean Valuation (m):</strong> $7.67<br /><strong>Minimum Valuation (m):</strong> $8<br /><strong>Maximum Valuation (m):</strong> $7.5<br /><strong>Cumulative Sales Volume (m):</strong> $90.2</span></span></td></tr></tbody></table></html>","NFL"
1966,1.6,1,1.6,1.6,1.6,13.018,12.2906744507605,"<html><table border='2' cellpadding='1' style='line-height:1.1'><tbody><tr><th colspan='15'><span style='font-family:times new roman,times,serif;'><span style='font-size:14px;'>1966 NBA Franchise Sale Analysis</span></span></th></tr><tr><td style='text-align: center;'><img src=http://www.scuygo.com/images/nba.png width='200' heigh='200'/></span></td><td style='text-align: center;'><span style='font-family:times new roman,times,serif;'><span style='font-size:10px;'><strong>Transaction Volume (m):</strong> $1.6<br /><strong>Transactions:</strong> 1<br /><strong>Mean Valuation (m):</strong> $1.6<br /><strong>Minimum Valuation (m):</strong> $1.6<br /><strong>Maximum Valuation (m):</strong> $1.6<br /><strong>Cumulative Sales Volume (m):</strong> $13</span></span></td></tr></tbody></table></html>","NBA"
1967,3.705,4,0.035,0.92625,1.75,16.723,22.1551157089039,"<html><table border='2' cellpadding='1' style='line-height:1.1'><tbody><tr><th colspan='15'><span style='font-family:times new roman,times,serif;'><span style='font-size:14px;'>1967 NBA Franchise Sale Analysis</span></span></th></tr><tr><td style='text-align: center;'><img src=http://www.scuygo.com/images/nba.png width='200' heigh='200'/></span></td><td style='text-align: center;'><span style='font-family:times new roman,times,serif;'><span style='font-size:10px;'><strong>Transaction Volume (m):</strong> $3.71<br /><strong>Transactions:</strong> 4<br /><strong>Mean Valuation (m):</strong> $0.926<br /><strong>Minimum Valuation (m):</strong> $1.75<br /><strong>Maximum Valuation (m):</strong> $0.035<br /><strong>Cumulative Sales Volume (m):</strong> $16.7</span></span></td></tr></tbody></table></html>","NBA"
1968,10,3,2,3.33333333333333,6,26.723,37.4209482468286,"<html><table border='2' cellpadding='1' style='line-height:1.1'><tbody><tr><th colspan='15'><span style='font-family:times new roman,times,serif;'><span style='font-size:14px;'>1968 NBA Franchise Sale Analysis</span></span></th></tr><tr><td style='text-align: center;'><img src=http://www.scuygo.com/images/nba.png width='200' heigh='200'/></span></td><td style='text-align: center;'><span style='font-family:times new roman,times,serif;'><span style='font-size:10px;'><strong>Transaction Volume (m):</strong> $10<br /><strong>Transactions:</strong> 3<br /><strong>Mean Valuation (m):</strong> $3.33<br /><strong>Minimum Valuation (m):</strong> $6<br /><strong>Maximum Valuation (m):</strong> $2<br /><strong>Cumulative Sales Volume (m):</strong> $26.7</span></span></td></tr></tbody></table></html>","NBA"
1969,32.31,1,32.31,32.31,32.31,122.508483,26.3736838533867,"<html><table border='2' cellpadding='1' style='line-height:1.1'><tbody><tr><th colspan='15'><span style='font-family:times new roman,times,serif;'><span style='font-size:14px;'>1969 NBA Franchise Sale Analysis</span></span></th></tr><tr><td style='text-align: center;'><img src=http://img3.wikia.nocookie.net/__cb20140711021414/looneytunes/images/4/49/NFL-logo.png width='200' width='200'/></span></td><td style='text-align: center;'><span style='font-family:times new roman,times,serif;'><span style='font-size:10px;'><strong>Transaction Volume (m):</strong> $32.3<br /><strong>Transactions:</strong> 1<br /><strong>Mean Valuation (m):</strong> $32.3<br /><strong>Minimum Valuation (m):</strong> $32.3<br /><strong>Maximum Valuation (m):</strong> $32.3<br /><strong>Cumulative Sales Volume (m):</strong> $123</span></span></td></tr></tbody></table></html>","NFL"
1969,2,1,2,2,2,28.723,6.96306096159872,"<html><table border='2' cellpadding='1' style='line-height:1.1'><tbody><tr><th colspan='15'><span style='font-family:times new roman,times,serif;'><span style='font-size:14px;'>1969 NBA Franchise Sale Analysis</span></span></th></tr><tr><td style='text-align: center;'><img src=http://www.scuygo.com/images/nba.png width='200' heigh='200'/></span></td><td style='text-align: center;'><span style='font-family:times new roman,times,serif;'><span style='font-size:10px;'><strong>Transaction Volume (m):</strong> $2<br /><strong>Transactions:</strong> 1<br /><strong>Mean Valuation (m):</strong> $2<br /><strong>Minimum Valuation (m):</strong> $2<br /><strong>Maximum Valuation (m):</strong> $2<br /><strong>Cumulative Sales Volume (m):</strong> $28.7</span></span></td></tr></tbody></table></html>","NBA"
1970,1.1,1,1.1,1.1,1.1,29.823,3.6884283941924,"<html><table border='2' cellpadding='1' style='line-height:1.1'><tbody><tr><th colspan='15'><span style='font-family:times new roman,times,serif;'><span style='font-size:14px;'>1970 NBA Franchise Sale Analysis</span></span></th></tr><tr><td style='text-align: center;'><img src=http://www.scuygo.com/images/nba.png width='200' heigh='200'/></span></td><td style='text-align: center;'><span style='font-family:times new roman,times,serif;'><span style='font-size:10px;'><strong>Transaction Volume (m):</strong> $1.1<br /><strong>Transactions:</strong> 1<br /><strong>Mean Valuation (m):</strong> $1.1<br /><strong>Minimum Valuation (m):</strong> $1.1<br /><strong>Maximum Valuation (m):</strong> $1.1<br /><strong>Cumulative Sales Volume (m):</strong> $29.8</span></span></td></tr></tbody></table></html>","NBA"
1971,16.7,4,3.7,4.175,5.6,46.523,35.8962233733852,"<html><table border='2' cellpadding='1' style='line-height:1.1'><tbody><tr><th colspan='15'><span style='font-family:times new roman,times,serif;'><span style='font-size:14px;'>1971 NBA Franchise Sale Analysis</span></span></th></tr><tr><td style='text-align: center;'><img src=http://www.scuygo.com/images/nba.png width='200' heigh='200'/></span></td><td style='text-align: center;'><span style='font-family:times new roman,times,serif;'><span style='font-size:10px;'><strong>Transaction Volume (m):</strong> $16.7<br /><strong>Transactions:</strong> 4<br /><strong>Mean Valuation (m):</strong> $4.17<br /><strong>Minimum Valuation (m):</strong> $5.6<br /><strong>Maximum Valuation (m):</strong> $3.7<br /><strong>Cumulative Sales Volume (m):</strong> $46.5</span></span></td></tr></tbody></table></html>","NBA"
1972,68.944444,4,12.5,17.236111,23,191.452927,36.0111726053684,"<html><table border='2' cellpadding='1' style='line-height:1.1'><tbody><tr><th colspan='15'><span style='font-family:times new roman,times,serif;'><span style='font-size:14px;'>1972 NBA Franchise Sale Analysis</span></span></th></tr><tr><td style='text-align: center;'><img src=http://img3.wikia.nocookie.net/__cb20140711021414/looneytunes/images/4/49/NFL-logo.png width='200' width='200'/></span></td><td style='text-align: center;'><span style='font-family:times new roman,times,serif;'><span style='font-size:10px;'><strong>Transaction Volume (m):</strong> $68.9<br /><strong>Transactions:</strong> 4<br /><strong>Mean Valuation (m):</strong> $17.2<br /><strong>Minimum Valuation (m):</strong> $23<br /><strong>Maximum Valuation (m):</strong> $12.5<br /><strong>Cumulative Sales Volume (m):</strong> $191</span></span></td></tr></tbody></table></html>","NFL"
1972,9.1,2,4,4.55,5.1,55.623,16.3601387915071,"<html><table border='2' cellpadding='1' style='line-height:1.1'><tbody><tr><th colspan='15'><span style='font-family:times new roman,times,serif;'><span style='font-size:14px;'>1972 NBA Franchise Sale Analysis</span></span></th></tr><tr><td style='text-align: center;'><img src=http://www.scuygo.com/images/nba.png width='200' heigh='200'/></span></td><td style='text-align: center;'><span style='font-family:times new roman,times,serif;'><span style='font-size:10px;'><strong>Transaction Volume (m):</strong> $9.1<br /><strong>Transactions:</strong> 2<br /><strong>Mean Valuation (m):</strong> $4.55<br /><strong>Minimum Valuation (m):</strong> $5.1<br /><strong>Maximum Valuation (m):</strong> $4<br /><strong>Cumulative Sales Volume (m):</strong> $55.6</span></span></td></tr></tbody></table></html>","NBA"
1974,58,3,16,19.3333333333333,26,249.452927,23.2508797140713,"<html><table border='2' cellpadding='1' style='line-height:1.1'><tbody><tr><th colspan='15'><span style='font-family:times new roman,times,serif;'><span style='font-size:14px;'>1974 NBA Franchise Sale Analysis</span></span></th></tr><tr><td style='text-align: center;'><img src=http://img3.wikia.nocookie.net/__cb20140711021414/looneytunes/images/4/49/NFL-logo.png width='200' width='200'/></span></td><td style='text-align: center;'><span style='font-family:times new roman,times,serif;'><span style='font-size:10px;'><strong>Transaction Volume (m):</strong> $58<br /><strong>Transactions:</strong> 3<br /><strong>Mean Valuation (m):</strong> $19.3<br /><strong>Minimum Valuation (m):</strong> $26<br /><strong>Maximum Valuation (m):</strong> $16<br /><strong>Cumulative Sales Volume (m):</strong> $249</span></span></td></tr></tbody></table></html>","NFL"
1974,14.15,2,6.15,7.075,8,69.773,20.2800510226019,"<html><table border='2' cellpadding='1' style='line-height:1.1'><tbody><tr><th colspan='15'><span style='font-family:times new roman,times,serif;'><span style='font-size:14px;'>1974 NBA Franchise Sale Analysis</span></span></th></tr><tr><td style='text-align: center;'><img src=http://www.scuygo.com/images/nba.png width='200' heigh='200'/></span></td><td style='text-align: center;'><span style='font-family:times new roman,times,serif;'><span style='font-size:10px;'><strong>Transaction Volume (m):</strong> $14.2<br /><strong>Transactions:</strong> 2<br /><strong>Mean Valuation (m):</strong> $7.08<br /><strong>Minimum Valuation (m):</strong> $8<br /><strong>Maximum Valuation (m):</strong> $6.15<br /><strong>Cumulative Sales Volume (m):</strong> $69.8</span></span></td></tr></tbody></table></html>","NBA"
1975,30.4348,1,30.4348,30.4348,30.4348,279.887727,10.8739316032961,"<html><table border='2' cellpadding='1' style='line-height:1.1'><tbody><tr><th colspan='15'><span style='font-family:times new roman,times,serif;'><span style='font-size:14px;'>1975 NBA Franchise Sale Analysis</span></span></th></tr><tr><td style='text-align: center;'><img src=http://img3.wikia.nocookie.net/__cb20140711021414/looneytunes/images/4/49/NFL-logo.png width='200' width='200'/></span></td><td style='text-align: center;'><span style='font-family:times new roman,times,serif;'><span style='font-size:10px;'><strong>Transaction Volume (m):</strong> $30.4<br /><strong>Transactions:</strong> 1<br /><strong>Mean Valuation (m):</strong> $30.4<br /><strong>Minimum Valuation (m):</strong> $30.4<br /><strong>Maximum Valuation (m):</strong> $30.4<br /><strong>Cumulative Sales Volume (m):</strong> $280</span></span></td></tr></tbody></table></html>","NFL"
1976,15.4,4,1,3.85,8,85.173,18.080847216841,"<html><table border='2' cellpadding='1' style='line-height:1.1'><tbody><tr><th colspan='15'><span style='font-family:times new roman,times,serif;'><span style='font-size:14px;'>1976 NBA Franchise Sale Analysis</span></span></th></tr><tr><td style='text-align: center;'><img src=http://www.scuygo.com/images/nba.png width='200' heigh='200'/></span></td><td style='text-align: center;'><span style='font-family:times new roman,times,serif;'><span style='font-size:10px;'><strong>Transaction Volume (m):</strong> $15.4<br /><strong>Transactions:</strong> 4<br /><strong>Mean Valuation (m):</strong> $3.85<br /><strong>Minimum Valuation (m):</strong> $8<br /><strong>Maximum Valuation (m):</strong> $1<br /><strong>Cumulative Sales Volume (m):</strong> $85.2</span></span></td></tr></tbody></table></html>","NBA"
1977,32.75,2,10,16.375,22.75,312.637727,10.4753832220639,"<html><table border='2' cellpadding='1' style='line-height:1.1'><tbody><tr><th colspan='15'><span style='font-family:times new roman,times,serif;'><span style='font-size:14px;'>1977 NBA Franchise Sale Analysis</span></span></th></tr><tr><td style='text-align: center;'><img src=http://img3.wikia.nocookie.net/__cb20140711021414/looneytunes/images/4/49/NFL-logo.png width='200' width='200'/></span></td><td style='text-align: center;'><span style='font-family:times new roman,times,serif;'><span style='font-size:10px;'><strong>Transaction Volume (m):</strong> $32.8<br /><strong>Transactions:</strong> 2<br /><strong>Mean Valuation (m):</strong> $16.4<br /><strong>Minimum Valuation (m):</strong> $22.8<br /><strong>Maximum Valuation (m):</strong> $10<br /><strong>Cumulative Sales Volume (m):</strong> $313</span></span></td></tr></tbody></table></html>","NFL"
1978,10.3448,1,10.3448,10.3448,10.3448,322.982527,3.20289772208018,"<html><table border='2' cellpadding='1' style='line-height:1.1'><tbody><tr><th colspan='15'><span style='font-family:times new roman,times,serif;'><span style='font-size:14px;'>1978 NBA Franchise Sale Analysis</span></span></th></tr><tr><td style='text-align: center;'><img src=http://img3.wikia.nocookie.net/__cb20140711021414/looneytunes/images/4/49/NFL-logo.png width='200' width='200'/></span></td><td style='text-align: center;'><span style='font-family:times new roman,times,serif;'><span style='font-size:10px;'><strong>Transaction Volume (m):</strong> $10.3<br /><strong>Transactions:</strong> 1<br /><strong>Mean Valuation (m):</strong> $10.3<br /><strong>Minimum Valuation (m):</strong> $10.3<br /><strong>Maximum Valuation (m):</strong> $10.3<br /><strong>Cumulative Sales Volume (m):</strong> $323</span></span></td></tr></tbody></table></html>","NFL"
1978,2,1,2,2,2,87.173,2.29428836910511,"<html><table border='2' cellpadding='1' style='line-height:1.1'><tbody><tr><th colspan='15'><span style='font-family:times new roman,times,serif;'><span style='font-size:14px;'>1978 NBA Franchise Sale Analysis</span></span></th></tr><tr><td style='text-align: center;'><img src=http://www.scuygo.com/images/nba.png width='200' heigh='200'/></span></td><td style='text-align: center;'><span style='font-family:times new roman,times,serif;'><span style='font-size:10px;'><strong>Transaction Volume (m):</strong> $2<br /><strong>Transactions:</strong> 1<br /><strong>Mean Valuation (m):</strong> $2<br /><strong>Minimum Valuation (m):</strong> $2<br /><strong>Maximum Valuation (m):</strong> $2<br /><strong>Cumulative Sales Volume (m):</strong> $87.2</span></span></td></tr></tbody></table></html>","NBA"
1979,16.6667,1,16.6667,16.6667,16.6667,339.649227,4.9070331021245,"<html><table border='2' cellpadding='1' style='line-height:1.1'><tbody><tr><th colspan='15'><span style='font-family:times new roman,times,serif;'><span style='font-size:14px;'>1979 NBA Franchise Sale Analysis</span></span></th></tr><tr><td style='text-align: center;'><img src=http://img3.wikia.nocookie.net/__cb20140711021414/looneytunes/images/4/49/NFL-logo.png width='200' width='200'/></span></td><td style='text-align: center;'><span style='font-family:times new roman,times,serif;'><span style='font-size:10px;'><strong>Transaction Volume (m):</strong> $16.7<br /><strong>Transactions:</strong> 1<br /><strong>Mean Valuation (m):</strong> $16.7<br /><strong>Minimum Valuation (m):</strong> $16.7<br /><strong>Maximum Valuation (m):</strong> $16.7<br /><strong>Cumulative Sales Volume (m):</strong> $340</span></span></td></tr></tbody></table></html>","NFL"
1979,20,1,20,20,20,107.173,18.6614165881332,"<html><table border='2' cellpadding='1' style='line-height:1.1'><tbody><tr><th colspan='15'><span style='font-family:times new roman,times,serif;'><span style='font-size:14px;'>1979 NBA Franchise Sale Analysis</span></span></th></tr><tr><td style='text-align: center;'><img src=http://www.scuygo.com/images/nba.png width='200' heigh='200'/></span></td><td style='text-align: center;'><span style='font-family:times new roman,times,serif;'><span style='font-size:10px;'><strong>Transaction Volume (m):</strong> $20<br /><strong>Transactions:</strong> 1<br /><strong>Mean Valuation (m):</strong> $20<br /><strong>Minimum Valuation (m):</strong> $20<br /><strong>Maximum Valuation (m):</strong> $20<br /><strong>Cumulative Sales Volume (m):</strong> $107</span></span></td></tr></tbody></table></html>","NBA"
1980,14,2,2,7,12,121.173,11.5537289660238,"<html><table border='2' cellpadding='1' style='line-height:1.1'><tbody><tr><th colspan='15'><span style='font-family:times new roman,times,serif;'><span style='font-size:14px;'>1980 NBA Franchise Sale Analysis</span></span></th></tr><tr><td style='text-align: center;'><img src=http://www.scuygo.com/images/nba.png width='200' heigh='200'/></span></td><td style='text-align: center;'><span style='font-family:times new roman,times,serif;'><span style='font-size:10px;'><strong>Transaction Volume (m):</strong> $14<br /><strong>Transactions:</strong> 2<br /><strong>Mean Valuation (m):</strong> $7<br /><strong>Minimum Valuation (m):</strong> $12<br /><strong>Maximum Valuation (m):</strong> $2<br /><strong>Cumulative Sales Volume (m):</strong> $121</span></span></td></tr></tbody></table></html>","NBA"
1981,30,1,30,30,30,369.649227,8.1158021737186,"<html><table border='2' cellpadding='1' style='line-height:1.1'><tbody><tr><th colspan='15'><span style='font-family:times new roman,times,serif;'><span style='font-size:14px;'>1981 NBA Franchise Sale Analysis</span></span></th></tr><tr><td style='text-align: center;'><img src=http://img3.wikia.nocookie.net/__cb20140711021414/looneytunes/images/4/49/NFL-logo.png width='200' width='200'/></span></td><td style='text-align: center;'><span style='font-family:times new roman,times,serif;'><span style='font-size:10px;'><strong>Transaction Volume (m):</strong> $30<br /><strong>Transactions:</strong> 1<br /><strong>Mean Valuation (m):</strong> $30<br /><strong>Minimum Valuation (m):</strong> $30<br /><strong>Maximum Valuation (m):</strong> $30<br /><strong>Cumulative Sales Volume (m):</strong> $370</span></span></td></tr></tbody></table></html>","NFL"
1981,25,2,12,12.5,13,146.173,17.1030217618849,"<html><table border='2' cellpadding='1' style='line-height:1.1'><tbody><tr><th colspan='15'><span style='font-family:times new roman,times,serif;'><span style='font-size:14px;'>1981 NBA Franchise Sale Analysis</span></span></th></tr><tr><td style='text-align: center;'><img src=http://www.scuygo.com/images/nba.png width='200' heigh='200'/></span></td><td style='text-align: center;'><span style='font-family:times new roman,times,serif;'><span style='font-size:10px;'><strong>Transaction Volume (m):</strong> $25<br /><strong>Transactions:</strong> 2<br /><strong>Mean Valuation (m):</strong> $12.5<br /><strong>Minimum Valuation (m):</strong> $13<br /><strong>Maximum Valuation (m):</strong> $12<br /><strong>Cumulative Sales Volume (m):</strong> $146</span></span></td></tr></tbody></table></html>","NBA"
1982,40,1,40,40,40,409.649227,9.76445147789819,"<html><table border='2' cellpadding='1' style='line-height:1.1'><tbody><tr><th colspan='15'><span style='font-family:times new roman,times,serif;'><span style='font-size:14px;'>1982 NBA Franchise Sale Analysis</span></span></th></tr><tr><td style='text-align: center;'><img src=http://img3.wikia.nocookie.net/__cb20140711021414/looneytunes/images/4/49/NFL-logo.png width='200' width='200'/></span></td><td style='text-align: center;'><span style='font-family:times new roman,times,serif;'><span style='font-size:10px;'><strong>Transaction Volume (m):</strong> $40<br /><strong>Transactions:</strong> 1<br /><strong>Mean Valuation (m):</strong> $40<br /><strong>Minimum Valuation (m):</strong> $40<br /><strong>Maximum Valuation (m):</strong> $40<br /><strong>Cumulative Sales Volume (m):</strong> $410</span></span></td></tr></tbody></table></html>","NFL"
1982,9.8,1,9.8,9.8,9.8,155.973,6.28313874837312,"<html><table border='2' cellpadding='1' style='line-height:1.1'><tbody><tr><th colspan='15'><span style='font-family:times new roman,times,serif;'><span style='font-size:14px;'>1982 NBA Franchise Sale Analysis</span></span></th></tr><tr><td style='text-align: center;'><img src=http://www.scuygo.com/images/nba.png width='200' heigh='200'/></span></td><td style='text-align: center;'><span style='font-family:times new roman,times,serif;'><span style='font-size:10px;'><strong>Transaction Volume (m):</strong> $9.8<br /><strong>Transactions:</strong> 1<br /><strong>Mean Valuation (m):</strong> $9.8<br /><strong>Minimum Valuation (m):</strong> $9.8<br /><strong>Maximum Valuation (m):</strong> $9.8<br /><strong>Cumulative Sales Volume (m):</strong> $156</span></span></td></tr></tbody></table></html>","NBA"
1983,79.5,5,10.5,15.9,21,235.473,33.7618325667911,"<html><table border='2' cellpadding='1' style='line-height:1.1'><tbody><tr><th colspan='15'><span style='font-family:times new roman,times,serif;'><span style='font-size:14px;'>1983 NBA Franchise Sale Analysis</span></span></th></tr><tr><td style='text-align: center;'><img src=http://www.scuygo.com/images/nba.png width='200' heigh='200'/></span></td><td style='text-align: center;'><span style='font-family:times new roman,times,serif;'><span style='font-size:10px;'><strong>Transaction Volume (m):</strong> $79.5<br /><strong>Transactions:</strong> 5<br /><strong>Mean Valuation (m):</strong> $15.9<br /><strong>Minimum Valuation (m):</strong> $21<br /><strong>Maximum Valuation (m):</strong> $10.5<br /><strong>Cumulative Sales Volume (m):</strong> $235</span></span></td></tr></tbody></table></html>","NBA"
1984,235.8651,3,70.5,78.6217,86,645.514327,36.5390960563452,"<html><table border='2' cellpadding='1' style='line-height:1.1'><tbody><tr><th colspan='15'><span style='font-family:times new roman,times,serif;'><span style='font-size:14px;'>1984 NBA Franchise Sale Analysis</span></span></th></tr><tr><td style='text-align: center;'><img src=http://img3.wikia.nocookie.net/__cb20140711021414/looneytunes/images/4/49/NFL-logo.png width='200' width='200'/></span></td><td style='text-align: center;'><span style='font-family:times new roman,times,serif;'><span style='font-size:10px;'><strong>Transaction Volume (m):</strong> $236<br /><strong>Transactions:</strong> 3<br /><strong>Mean Valuation (m):</strong> $78.6<br /><strong>Minimum Valuation (m):</strong> $86<br /><strong>Maximum Valuation (m):</strong> $70.5<br /><strong>Cumulative Sales Volume (m):</strong> $646</span></span></td></tr></tbody></table></html>","NFL"
1985,194.5478,3,54.3478,64.8492666666667,70.2,840.062127,23.1587395440337,"<html><table border='2' cellpadding='1' style='line-height:1.1'><tbody><tr><th colspan='15'><span style='font-family:times new roman,times,serif;'><span style='font-size:14px;'>1985 NBA Franchise Sale Analysis</span></span></th></tr><tr><td style='text-align: center;'><img src=http://img3.wikia.nocookie.net/__cb20140711021414/looneytunes/images/4/49/NFL-logo.png width='200' width='200'/></span></td><td style='text-align: center;'><span style='font-family:times new roman,times,serif;'><span style='font-size:10px;'><strong>Transaction Volume (m):</strong> $195<br /><strong>Transactions:</strong> 3<br /><strong>Mean Valuation (m):</strong> $64.8<br /><strong>Minimum Valuation (m):</strong> $70.2<br /><strong>Maximum Valuation (m):</strong> $54.3<br /><strong>Cumulative Sales Volume (m):</strong> $840</span></span></td></tr></tbody></table></html>","NFL"
