"","player","major","player_url","player_image_url","race","sport","final_status_year","major_label","count","color","season","height_inches","weight","position"
"318","Stanvon Taylor","business management","http://www.soonersports.com/ViewArticle.dbml?SPSID=750326&SPID=127245&DB_LANG=C&DB_OEM_ID=31000&ATCLID=208865761&Q_SEASON=2013","http://image.cdnllnwnl.xosnetwork.com/pics33/200/TI/TIMZPZVLCFTKHFD.20130807191326.jpg","African-American","Football","FR","business management",16,"#FF7A00","2013",71,173,"DB"
"319","Sterling Shepard","business management","http://www.soonersports.com/ViewArticle.dbml?SPSID=750326&SPID=127245&DB_LANG=C&DB_OEM_ID=31000&ATCLID=208409619&Q_SEASON=2013","http://image.cdnllnwnl.xosnetwork.com/pics33/200/DG/DGCNDVTLYTZZYKB.20130808140925.jpg","African-American","Football","SO","business management",16,"#FF7A00","2013",70,193,"WR"
"320","Tony Neysmith","business management","https://web.archive.org/web/20080123161743/http://www.soonersports.com/sports/m-baskbl/mtt/neysmith_tony00.html","http://graphics.fansonly.com/photos/schools/okla/sports/m-baskbl/auto_headshot/1401032.jpeg","African-American","Mens Basketball","FR","business management",16,"#FF7A00","2008",77,203,"G"
"321","Brandon Walker","criminology","https://web.archive.org/web/20081216010241/http://soonersports.com/sports/m-footbl/mtt/walker_brandon00.html","http://grfx.cstv.com/photos/schools/okla/sports/m-footbl/auto_headshot/2398198.jpeg","African-American","Football","SR","criminology",8,"#FF0000","2008",75,284,"OL"
"322","Bronson Irwin","criminology","http://www.soonersports.com/ViewArticle.dbml?SPSID=750326&SPID=127245&DB_LANG=C&DB_OEM_ID=31000&ATCLID=208409656&Q_SEASON=2013","http://image.cdnllnwnl.xosnetwork.com/pics33/200/MC/MCHMHQXMBNLVXGA.20130808153338.jpg","Caucasian","Football","SR","criminology",8,"#FF0000","2013",77,314,"OL"
"323","Cory Bennett","criminology","https://web.archive.org/web/20081216010241/http://soonersports.com/sports/m-footbl/mtt/bennett_cory00.html","http://grfx.cstv.com/photos/schools/okla/sports/m-footbl/auto_headshot/2398051.jpeg","African-American","Football","SR","criminology",8,"#FF0000","2008",75,276,"DT"
"324","Derek Farniok","criminology","http://www.soonersports.com/ViewArticle.dbml?SPSID=750326&SPID=127245&DB_LANG=C&DB_OEM_ID=31000&ATCLID=208409639&Q_SEASON=2013","http://image.cdnllnwnl.xosnetwork.com/pics33/200/CS/CSIYOVPMUWHUWBX.20130808160419.jpg","Caucasian","Football","SO.RS","criminology",8,"#FF0000","2013",81,325,"OL"
"325","Jordan Phillips","criminology","http://www.soonersports.com/ViewArticle.dbml?SPSID=750326&SPID=127245&DB_LANG=C&DB_OEM_ID=31000&ATCLID=208409625&Q_SEASON=2013","http://image.cdnllnwnl.xosnetwork.com/pics33/200/HV/HVDPMNUZTCVJDCI.20130808144604.jpg","African-American","Football","SO.RS","criminology",8,"#FF0000","2013",78,324,"DT"
"326","Trey Franks","criminology","http://www.soonersports.com/ViewArticle.dbml?SPSID=750326&SPID=127245&DB_LANG=C&DB_OEM_ID=31000&ATCLID=208409653&Q_SEASON=2013","http://image.cdnllnwnl.xosnetwork.com/pics33/200/BJ/BJLWMPFUTOESYUL.20130808155707.jpg","African-American","Football","JR.RS","criminology",8,"#FF0000","2013",70,200,"WR"
"327","Tyrus Thompson","criminology","http://www.soonersports.com/ViewArticle.dbml?SPSID=750326&SPID=127245&DB_LANG=C&DB_OEM_ID=31000&ATCLID=208409635&Q_SEASON=2013","http://image.cdnllnwnl.xosnetwork.com/pics33/200/ND/NDXLKCGHEAPAIOS.20130807190922.jpg","African-American","Football","JR.RS","criminology",8,"#FF0000","2013",77,320,"OL"
"328","Zack Sanchez","criminology","http://www.soonersports.com/ViewArticle.dbml?SPSID=750326&SPID=127245&DB_LANG=C&DB_OEM_ID=31000&ATCLID=208409634&Q_SEASON=2013","http://image.cdnllnwnl.xosnetwork.com/pics33/200/NE/NEERLAMCDLJACVP.20130808142106.jpg","African-American","Football","FR.RS","criminology",8,"#FF0000","2013",71,176,"DB"
"329","Blake Griffin","exercise science","https://web.archive.org/web/20081216012149/http://soonersports.com/sports/m-baskbl/mtt/griffin_blake00.html","http://grfx.cstv.com/photos/schools/okla/sports/m-baskbl/auto_headshot/2274429.jpeg","Mixed-Race","Mens Basketball","SO","exercise science",6,"#4EAE47","2009",82,251,"F"
"330","Daniel Harper","exercise science","http://www.soonersports.com/ViewArticle.dbml?SPSID=750394&SPID=127260&DB_LANG=C&DB_OEM_ID=31000&ATCLID=208862369&Q_SEASON=2013","http://image.cdnllnwnl.xosnetwork.com/pics33/200/TP/TPCPXTZAKOBANFL.20130828164823.jpg","Caucasian","Mens Basketball","FR","exercise science",6,"#4EAE47","2014",73,176,"G"
"331","Jamarkus McFarland","exercise science","https://web.archive.org/web/20120104171845/http://www.soonersports.com/sports/m-footbl/mtt/mcfarland_jamarkus00.html","http://grfx.cstv.com/photos/schools/okla/sports/m-footbl/auto_headshot/6843299.jpeg","African-American","Football","JR","exercise science",6,"#4EAE47","2011",74,296,"DT"
"332","K.J. Young","exercise science","http://www.soonersports.com/ViewArticle.dbml?SPSID=750326&SPID=127245&DB_LANG=C&DB_OEM_ID=31000&ATCLID=208865961&Q_SEASON=2013","http://image.cdnllnwnl.xosnetwork.com/pics33/200/CN/CNCEWTAIQRHVXSN.20130807185029.jpg","African-American","Football","FR","exercise science",6,"#4EAE47","2013",73,176,"WR"
"333","Taylor Griffin","exercise science","https://web.archive.org/web/20081216012149/http://soonersports.com/sports/m-baskbl/mtt/griffin_taylor00.html","http://grfx.cstv.com/photos/schools/okla/sports/m-baskbl/auto_headshot/2274432.jpeg","Mixed-Race","Mens Basketball","SR","exercise science",6,"#4EAE47","2009",79,238,"F"
"334","Ty Darlington","exercise science","http://www.soonersports.com/ViewArticle.dbml?SPSID=750326&SPID=127245&DB_LANG=C&DB_OEM_ID=31000&ATCLID=208409633&Q_SEASON=2013","http://image.cdnllnwnl.xosnetwork.com/pics33/200/PJ/PJYWQJJZPYRNKYM.20130607194204.jpeg","Caucasian","Football","SO","exercise science",6,"#4EAE47","2013",75,288,"OL"
"335","Auston English","planned program","https://web.archive.org/web/20100102030111/http://soonersports.com/sports/m-footbl/mtt/english_auston00.html","http://grfx.cstv.com/photos/schools/okla/sports/m-footbl/auto_headshot/3434627.jpeg","Caucasian","Football","SR","planned program",5,"#D2B887","2009",75,251,"DE"
"336","Brian Lepak","finance","https://web.archive.org/web/20110106072238/http://www.soonersports.com/sports/m-footbl/mtt/lepak_brian00.html","http://grfx.cstv.com/photos/schools/okla/sports/m-footbl/auto_headshot/5634354.jpeg","Caucasian","Football","SR","finance",5,"#753BBD","2010",76,299,"OL"
"337","Derrick Woods","finance","http://www.soonersports.com/ViewArticle.dbml?SPSID=750326&SPID=127245&DB_LANG=C&DB_OEM_ID=31000&ATCLID=208409658&Q_SEASON=2013","http://image.cdnllnwnl.xosnetwork.com/pics33/200/RG/RGVYAXNXBLWGNQQ.20130807185634.jpg","African-American","Football","FR.RS","finance",5,"#753BBD","2013",73,188,"WR"
"338","Marshall Musil","planned program","https://web.archive.org/web/20120104171845/http://www.soonersports.com/sports/m-footbl/mtt/musil_marshall00.html","http://grfx.cstv.com/photos/schools/okla/sports/m-footbl/auto_headshot/6843310.jpeg","Caucasian","Football","SO","planned program",5,"#D2B887","2011",74,236,"FB"
"339","Matt Clapp","planned program","https://web.archive.org/web/20100102030111/http://soonersports.com/sports/m-footbl/mtt/clapp_matt00.html","http://grfx.cstv.com/photos/schools/okla/sports/m-footbl/auto_headshot/3434617.jpeg","Caucasian","Football","SR","planned program",5,"#D2B887","2009",74,246,"FB"
"340","Nic Harris","planned program","https://web.archive.org/web/20081216010241/http://soonersports.com/sports/m-footbl/mtt/harris_nic00.html","http://grfx.cstv.com/photos/schools/okla/sports/m-footbl/auto_headshot/2398111.jpeg","African-American","Football","SR","planned program",5,"#D2B887","2008",75,230,"DB"
"341","Roy Finch","planned program","http://www.soonersports.com/ViewArticle.dbml?SPSID=750326&SPID=127245&DB_LANG=C&DB_OEM_ID=31000&ATCLID=208409606&Q_SEASON=2013","http://image.cdnllnwnl.xosnetwork.com/pics33/200/AO/AODHRXHWCDXRZBE.20130607194204.jpeg","African-American","Football","SR","planned program",5,"#D2B887","2013",67,167,"RB"
"342","Ryan Randolph","finance","https://web.archive.org/web/20100102015827/http://soonersports.com/sports/m-baskbl/mtt/randolph_ryan00.html","http://grfx.cstv.com/photos/schools/okla/sports/m-baskbl/auto_headshot/3553869.jpeg","Caucasian","Mens Basketball","FR","finance",5,"#753BBD","2010",76,191,"G"
"343","Sam Bradford","finance","https://web.archive.org/web/20100102030111/http://soonersports.com/sports/m-footbl/mtt/bradford_sam00.html","http://grfx.cstv.com/photos/schools/okla/sports/m-footbl/auto_headshot/3434562.jpeg","Native American","Football","JR","finance",5,"#753BBD","2009",76,223,"QB"
"344","Trevor Knight","finance","http://www.soonersports.com/ViewArticle.dbml?SPSID=750326&SPID=127245&DB_LANG=C&DB_OEM_ID=31000&ATCLID=208409612&Q_SEASON=2013","http://image.cdnllnwnl.xosnetwork.com/pics33/200/EY/EYCGXMAQOWZBNGL.20130808153051.jpg","Caucasian","Football","FR.RS","finance",5,"#753BBD","2013",73,201,"QB"
"345","Christian Daimler","energy management","http://www.soonersports.com/ViewArticle.dbml?SPSID=750326&SPID=127245&DB_LANG=C&DB_OEM_ID=31000&ATCLID=208864769&Q_SEASON=2013","http://image.cdnllnwnl.xosnetwork.com/pics33/200/QS/QSRQJAVTLPHJPJN.20130808160943.jpg","Caucasian","Football","FR","energy management",3,"#808080","2013",78,279,"OL"
"346","Geneo Grissom","african-american studies","http://www.soonersports.com/ViewArticle.dbml?SPSID=750326&SPID=127245&DB_LANG=C&DB_OEM_ID=31000&ATCLID=208409636&Q_SEASON=2013","http://image.cdnllnwnl.xosnetwork.com/pics33/200/LZ/LZLRHMSNKRYQEUK.20130808155233.jpg","African-American","Football","JR.RS","african-american studies",3,"#F57D31","2013",76,263,"DE"
"347","Jaydan Bird","energy management","https://web.archive.org/web/20120104171845/http://www.soonersports.com/sports/m-footbl/mtt/bird_jaydan00.html","http://grfx.cstv.com/photos/schools/okla/sports/m-footbl/auto_headshot/6843106.jpeg","Caucasian","Football","JR","energy management",3,"#808080","2011",74,236,"LB"
"348","Jimmy Stevens","energy management","https://web.archive.org/web/20120104171845/http://www.soonersports.com/sports/m-footbl/mtt/stevens_jimmy00.html","http://grfx.cstv.com/photos/schools/okla/sports/m-footbl/auto_headshot/6843610.jpeg","Caucasian","Football","SR","energy management",3,"#808080","2011",65,172,"K"
"349","Lamont Robinson","african-american studies","https://web.archive.org/web/20081216010241/http://soonersports.com/sports/m-footbl/mtt/robinson_lamont00.html","http://grfx.cstv.com/photos/schools/okla/sports/m-footbl/auto_headshot/2398182.jpeg","African-American","Football","JR","african-american studies",3,"#F57D31","2008",73,226,"LB"
"350","Torrea Peterson","african-american studies","http://www.soonersports.com/ViewArticle.dbml?SPSID=750326&SPID=127245&DB_LANG=C&DB_OEM_ID=31000&ATCLID=208409615&Q_SEASON=2013","http://image.cdnllnwnl.xosnetwork.com/pics33/200/ZO/ZOMCQMYCLJUXBNV.20130808144719.jpg","African-American","Football","JR.RS","african-american studies",3,"#F57D31","2013",75,295,"DT"
"351","Amath M'Baye","international studies","http://www.soonersports.com/ViewArticle.dbml?SPSID=750394&SPID=127260&DB_LANG=C&DB_OEM_ID=31000&ATCLID=208409511&Q_SEASON=2012","http://image.cdnllnwnl.xosnetwork.com/pics33/200/YT/YTJCUIUJKKJCTBF.20130613004525.jpeg","African-American","Mens Basketball","JR","other",2,"#000080","2013",81,208,"F"
"352","David Godbold","journalism","https://web.archive.org/web/20080123161743/http://www.soonersports.com/sports/m-baskbl/mtt/godbold_david00.html","http://graphics.fansonly.com/photos/schools/okla/sports/m-baskbl/auto_headshot/1401023.jpeg","African-American","Mens Basketball","SR","other",2,"#000080","2008",77,221,"G"
"353","James Fraschilla","journalism","http://www.soonersports.com/ViewArticle.dbml?SPSID=750394&SPID=127260&DB_LANG=C&DB_OEM_ID=31000&ATCLID=208409514&Q_SEASON=2013","http://image.cdnllnwnl.xosnetwork.com/pics33/200/RE/REKQXVMWCOUVHTZ.20130828164714.jpg","Caucasian","Mens Basketball","JR","other",2,"#000080","2014",70,153,"G"
"354","Lacoltan Bester","psychology","http://www.soonersports.com/ViewArticle.dbml?SPSID=750326&SPID=127245&DB_LANG=C&DB_OEM_ID=31000&ATCLID=208409603&Q_SEASON=2013","http://image.cdnllnwnl.xosnetwork.com/pics33/200/WQ/WQLTAFAUSSIOACO.20130607194204.jpeg","African-American","Football","SR","other",2,"#000080","2013",75,195,"WR"
"355","Ryan Wright","international studies","https://web.archive.org/web/20100102015827/http://soonersports.com/sports/m-baskbl/mtt/wright_ryan00.html","http://grfx.cstv.com/photos/schools/okla/sports/m-baskbl/auto_headshot/3553874.jpeg","African-American","Mens Basketball","SR","other",2,"#000080","2010",81,241,"F"
"356","Trey Millard","psychology","http://www.soonersports.com/ViewArticle.dbml?SPSID=750326&SPID=127245&DB_LANG=C&DB_OEM_ID=31000&ATCLID=208409650&Q_SEASON=2013","http://image.cdnllnwnl.xosnetwork.com/pics33/200/JK/JKYZDOKLQZJOAND.20130808151444.jpg","African-American","Football","SR","other",2,"#000080","2013",74,253,"FB"
"357","Andrew Fitzgerald","administrative leadership","http://www.soonersports.com/ViewArticle.dbml?SPSID=750394&SPID=127260&DB_LANG=C&DB_OEM_ID=31000&ATCLID=208409523&Q_SEASON=2012","http://image.cdnllnwnl.xosnetwork.com/pics33/200/ZJ/ZJILSPOEVVXJWXK.20130614183022.jpeg","African-American","Mens Basketball","SR","other",1,"#000080","2013",80,238,"F"
"358","Beau Gerber","mechanical engineering","https://web.archive.org/web/20100102015827/http://soonersports.com/sports/m-baskbl/mtt/gerber_beau00.html","http://grfx.cstv.com/photos/schools/okla/sports/m-baskbl/auto_headshot/3553858.jpeg","Caucasian","Mens Basketball","SR","other",1,"#000080","2010",80,227,"F"
"359","Brandon Caleb","economics","https://web.archive.org/web/20110106072238/http://www.soonersports.com/sports/m-footbl/mtt/caleb_brandon00.html","http://grfx.cstv.com/photos/schools/okla/sports/m-footbl/auto_headshot/5634281.jpeg","African-American","Football","SR","other",1,"#000080","2010",73,193,"WR"
"360","Brandon Crow","social studies","https://web.archive.org/web/20110106072238/http://www.soonersports.com/sports/m-footbl/mtt/crow_brandon00.html","http://grfx.cstv.com/photos/schools/okla/sports/m-footbl/auto_headshot/5634350.jpeg","Caucasian","Football","SR","other",1,"#000080","2010",73,242,"FB"
"361","C.J. Cole","biochemistry","http://www.soonersports.com/ViewArticle.dbml?SPSID=750394&SPID=127260&DB_LANG=C&DB_OEM_ID=31000&ATCLID=208409517&Q_SEASON=2013","http://image.cdnllnwnl.xosnetwork.com/pics33/200/RQ/RQYMXYLWVSKMNFV.20130828164644.jpg","Caucasian","Mens Basketball","FR.RS","other",1,"#000080","2014",79,228,"F"
"362","Chuka Ndulue","computer engineering ","http://www.soonersports.com/ViewArticle.dbml?SPSID=750326&SPID=127245&DB_LANG=C&DB_OEM_ID=31000&ATCLID=208409632&Q_SEASON=2013","http://image.cdnllnwnl.xosnetwork.com/pics33/200/IV/IVBAANFVSLBKZKC.20130808151138.jpg","African-American","Football","JR.RS","other",1,"#000080","2013",75,274,"DT"
"363","D.J. Bennett","art","http://www.soonersports.com/ViewArticle.dbml?SPSID=750394&SPID=127260&DB_LANG=C&DB_OEM_ID=31000&ATCLID=208409519&Q_SEASON=2013","http://image.cdnllnwnl.xosnetwork.com/pics33/200/JY/JYBFWITRXGRADGW.20130828164532.jpg","African-American","Mens Basketball","JR.RS","other",1,"#000080","2014",80,212,"F"
"364","David Smith","pre-pharmacy","http://www.soonersports.com/ViewArticle.dbml?SPSID=750326&SPID=127245&DB_LANG=C&DB_OEM_ID=31000&ATCLID=208409628&Q_SEASON=2013","http://image.cdnllnwnl.xosnetwork.com/pics33/200/OV/OVXOABPALQVVIDF.20130807195419.jpg","African-American","Football","FR.RS","other",1,"#000080","2013",70,199,"RB"
"365","Eric Striker","political science","http://www.soonersports.com/ViewArticle.dbml?SPSID=750326&SPID=127245&DB_LANG=C&DB_OEM_ID=31000&ATCLID=208409651&Q_SEASON=2013","http://image.cdnllnwnl.xosnetwork.com/pics33/200/HT/HTDQJRBYIDJXFET.20130807191714.jpg","African-American","Football","SO","other",1,"#000080","2013",73,219,"LB"
"366","Garrett Hartley","marketing","https://web.archive.org/web/20080104164038/http://www.soonersports.com/sports/m-footbl/mtt/hartley_garrett00.html","http://graphics.fansonly.com/photos/schools/okla/sports/m-footbl/auto_headshot/1268237.jpeg","Caucasian","Football","SR","other",1,"#000080","2007",68,204,"K"
"367","Hays McEachern","film and video studies","https://web.archive.org/web/20080104164038/http://www.soonersports.com/sports/m-footbl/mtt/mceachern_hays00.html","http://graphics.fansonly.com/photos/schools/okla/sports/m-footbl/auto_headshot/1268294.jpeg","Caucasian","Football","SR","other",1,"#000080","2007",71,182,"QB"
"368","Jonathan Nelson","accounting","https://web.archive.org/web/20110106072238/http://www.soonersports.com/sports/m-footbl/mtt/nelson_jonathan00.html","http://grfx.cstv.com/photos/schools/okla/sports/m-footbl/auto_headshot/5634268.jpeg","African-American","Football","SR","other",1,"#000080","2010",71,188,"DB"
"369","Kenny Stills","pre-broadcasting","https://web.archive.org/web/20120104171845/http://www.soonersports.com/sports/m-footbl/mtt/stills_kenny00.html","http://grfx.cstv.com/photos/schools/okla/sports/m-footbl/auto_headshot/6843583.jpeg","African-American","Football","SO","other",1,"#000080","2011",73,189,"WR"
"370","Sam Grant","petroleum engineering","http://www.soonersports.com/ViewArticle.dbml?SPSID=750326&SPID=127245&DB_LANG=C&DB_OEM_ID=31000&ATCLID=208409654&Q_SEASON=2013","http://image.cdnllnwnl.xosnetwork.com/pics33/200/LH/LHBMFBRKOATWVKM.20130808155441.jpg","Caucasian","Football","FR.RS","other",1,"#000080","2013",79,258,"TE"
"371","T.J. Franklin","information studies","https://web.archive.org/web/20120115060429/http://www.soonersports.com/sports/m-baskbl/mtt/franklin_tj00.html","http://grfx.cstv.com/photos/schools/okla/sports/m-baskbl/auto_headshot/6937061.jpeg","African-American","Mens Basketball","SR","other",1,"#000080","2012",71,175,"G"
"372","Trey Slate","sport psychology","http://www.soonersports.com/ViewArticle.dbml?SPSID=750394&SPID=127260&DB_LANG=C&DB_OEM_ID=31000&ATCLID=208863169&Q_SEASON=2013","http://image.cdnllnwnl.xosnetwork.com/pics33/200/VU/VUHIBTDVSLKKWMZ.20130828164958.jpg","Caucasian","Mens Basketball","FR","other",1,"#000080","2014",73,202,"G"
