team,player,player_off_roster_13,2013-2014,2014-2015,2015-2016,2016-2017,2017-2018,2018-2019,total
Rockets,Terrence Jones,FALSE,1551840,1618680,2489530,3532643,NA,NA,5660050
Rockets,Donatas Motiejunas,FALSE,1422720,1483920,2288205,3278997,NA,NA,5194845
Rockets,Francisco Garcia,FALSE,1265977,1316809,NA,NA,NA,NA,2582786
Rockets,Ronnie Brewer,FALSE,1186459,1310286,NA,NA,NA,NA,2496745
Rockets,Omri Casspi,FALSE,947907,1063384,NA,NA,NA,NA,2011291
Rockets,Reggie Williams,FALSE,947907,1063384,NA,NA,NA,NA,2011291
Rockets,Chandler Parsons,FALSE,926500,964750,NA,NA,NA,NA,1891250
Rockets,Aaron Brooks,FALSE,884293,NA,NA,NA,NA,NA,884293
Rockets,Marcus Camby,FALSE,884293,NA,NA,NA,NA,NA,884293
Rockets,Greg Smith,FALSE,884293,1148163,NA,NA,NA,NA,884293
Rockets,Patrick Beverley,FALSE,788872,915243,1181348,NA,NA,NA,1704115
Rockets,Isaiah Canaan,FALSE,570515,816482,947276,1215696,NA,NA,2334273
Rockets,Robert Covington,FALSE,490180,816482,947276,1215696,NA,NA,2253938
Rockets,Jordan Henriquez,FALSE,490180,816482,947276,1215696,NA,NA,2253938
Rockets,B.J. Young,FALSE,490180,816482,947276,1215696,NA,NA,2253938
Rockets,Tyler Honeycutt,TRUE,100000,NA,NA,NA,NA,NA,100000
Sixers,Thaddeus Young,FALSE,8850000,9410869,9971739,NA,NA,NA,28232608
Sixers,Evan Turner,FALSE,6679867,8717226,NA,NA,NA,NA,6679867
Sixers,Spencer Hawes,FALSE,6600000,NA,NA,NA,NA,NA,6600000
Sixers,Jason Richardson,FALSE,6204250,6601125,NA,NA,NA,NA,12805375
Sixers,Lavoy Allen,FALSE,3060000,3825000,NA,NA,NA,NA,3060000
Sixers,Kwame Brown,FALSE,2945901,NA,NA,NA,NA,NA,2945901
Sixers,Royce White,FALSE,1719480,1793520,2751260,3865520,NA,NA,6264260
Sixers,Tony Wroten,FALSE,1160040,1210080,2179354,3201471,NA,NA,4549474
Sixers,Arnett Moultrie,FALSE,1089240,1136160,2049633,3039605,NA,NA,4275033
Sixers,James Anderson,FALSE,916099,981084,NA,NA,NA,NA,1897183
Sixers,Tim Ohlbrecht,FALSE,788872,915243,1181348,NA,NA,NA,1704115
Spurs,Tony Parker,FALSE,12500000,12500000,NA,NA,NA,NA,25000000
Spurs,Tim Duncan,FALSE,10361446,10000000,NA,NA,NA,NA,20361446
Spurs,Tiago Splitter,FALSE,10000000,9250000,8500000,8250000,NA,NA,36000000
Spurs,Manu Ginobili,FALSE,7500000,7000000,NA,NA,NA,NA,14500000
Spurs,Boris Diaw,FALSE,4702500,NA,NA,NA,NA,NA,4702500
Spurs,Matt Bonner,FALSE,3945000,NA,NA,NA,NA,NA,3945000
Spurs,Danny Green,FALSE,3762500,4025000,NA,NA,NA,NA,7787500
Spurs,Marco Belinelli,FALSE,2750000,2873750,NA,NA,NA,NA,5623750
Spurs,Kawhi Leonard,FALSE,1887840,2894059,4045894,NA,NA,NA,4781899
Spurs,Jeff Pendergraph,FALSE,1750000,1828750,NA,NA,NA,NA,3578750
Spurs,Nando De Colo,FALSE,1463000,1828750,NA,NA,NA,NA,1463000
Spurs,Patrick Mills,FALSE,1133950,NA,NA,NA,NA,NA,1133950
Spurs,Cory Joseph,FALSE,1120920,2023261,3034891,NA,NA,NA,3144181
Spurs,Aron Baynes,FALSE,788872,1115243,NA,NA,NA,NA,788872
Suns,Marcin Gortat,FALSE,7727280,NA,NA,NA,NA,NA,7727280
Suns,Goran Dragic,FALSE,7500000,7500000,7500000,NA,NA,NA,22500000
Suns,Channing Frye,FALSE,6400000,6800000,NA,NA,NA,NA,13200000
Suns,Shannon Brown,FALSE,3500000,NA,NA,NA,NA,NA,3500000
Suns,Gerald Green,FALSE,3500000,3500000,NA,NA,NA,NA,7000000
Suns,Alex Len,FALSE,3492720,3649920,3807120,4823621,6396121,NA,15773381
Suns,Eric Bledsoe,FALSE,2626473,3726966,NA,NA,NA,NA,2626473
Suns,Markieff Morris,FALSE,2091840,2989239,4134118,NA,NA,NA,5081079
Suns,Kendall Marshall,FALSE,2005560,2091840,2989239,4134118,NA,NA,7086639
Suns,Marcus Morris,FALSE,1987320,2943221,4094020,NA,NA,NA,4930541
Suns,Viacheslav Kravtsov,FALSE,1500000,1875000,NA,NA,NA,NA,1500000
Suns,Miles Plumlee,FALSE,1121520,1169880,2109294,3113317,NA,NA,4400694
Suns,Archie Goodwin,FALSE,1064400,1112280,1160160,2094089,3141133,NA,5430929
Suns,Ish Smith,FALSE,951463,992435,NA,NA,NA,NA,1943898
Suns,Malcolm Lee,FALSE,884293,1148163,NA,NA,NA,NA,884293
Suns,P.J. Tucker,FALSE,884293,1148163,NA,NA,NA,NA,884293
Suns,Hamed Haddadi,TRUE,200000,NA,NA,NA,NA,NA,200000
Thunder,Kevin Durant,FALSE,17832627,18995624,20158622,NA,NA,NA,56986873
Thunder,Russell Westbrook,FALSE,14693906,15719063,16744219,17769374,NA,NA,64926562
Thunder,Serge Ibaka,FALSE,12350000,12350000,12350000,12350000,NA,NA,49400000
Thunder,Kendrick Perkins,FALSE,8727437,9404342,NA,NA,NA,NA,18131779
Thunder,Thabo Sefolosha,FALSE,3900000,NA,NA,NA,NA,NA,3900000
Thunder,Nick Collison,FALSE,2585668,2242003,NA,NA,NA,NA,4827671
Thunder,Jeremy Lamb,FALSE,2111160,2202000,3034356,4175274,NA,NA,7347516
Thunder,Steven Adams,FALSE,2090880,2184960,2279040,3140518,4321352,NA,9695398
Thunder,Reggie Jackson,FALSE,1260360,2204369,3222788,NA,NA,NA,3464729
Thunder,Hasheem Thabeet,FALSE,1200000,1250000,NA,NA,NA,NA,2450000
Thunder,Perry Jones,FALSE,1082520,1129200,2038206,3036927,NA,NA,4249926
Thunder,Daniel Orton,FALSE,916099,981084,NA,NA,NA,NA,1897183
Thunder,Derek Fisher,FALSE,884293,NA,NA,NA,NA,NA,884293
Thunder,Ryan Gomes,FALSE,884293,NA,NA,NA,NA,NA,884293
Thunder,Andre Roberson,FALSE,740560,1160880,1210800,2183072,3222215,NA,5295312
Timberwolves,Kevin Love,FALSE,14693906,15719063,16744219,NA,NA,NA,47157188
Timberwolves,Nikola Pekovic,FALSE,12100000,12100000,12100000,12100000,11600000,NA,60000000
Timberwolves,Kevin Martin,FALSE,6500000,6792500,7085000,7377500,NA,NA,27755000
Timberwolves,Derrick Williams,FALSE,5016960,6331404,8262482,NA,NA,NA,11348364
Timberwolves,Chase Budinger,FALSE,5000000,5000000,5000000,NA,NA,NA,15000000
Timberwolves,Jose Juan Barea,FALSE,4687000,4519500,NA,NA,NA,NA,9206500
Timberwolves,Corey Brewer,FALSE,4500000,4702500,4905000,NA,NA,NA,14107500
Timberwolves,Ricky Rubio,FALSE,3678358,4660479,6179795,NA,NA,NA,8338837
Timberwolves,Alexey Shved,FALSE,3150000,3282056,4102570,NA,NA,NA,6432056
Timberwolves,Dante Cunningham,FALSE,2180000,NA,NA,NA,NA,NA,2180000
Timberwolves,Shabazz Muhammad,FALSE,1887120,1971960,2056920,3046299,4237401,NA,8962299
Timberwolves,Ronny Turiaf,FALSE,1500000,1500000,NA,NA,NA,NA,3000000
Timberwolves,Gorgui Dieng,FALSE,1352640,1413480,1474440,2348783,3384596,NA,6589343
Timberwolves,Chris Johnson,FALSE,916099,NA,NA,NA,NA,NA,916099
Trail Blazers,LaMarcus Aldridge,FALSE,14878000,16006000,NA,NA,NA,NA,30884000
Trail Blazers,Nicolas Batum,FALSE,11295250,11765500,12235750,NA,NA,NA,35296500
Trail Blazers,Wesley Matthews,FALSE,6875480,7245640,NA,NA,NA,NA,14121120
Trail Blazers,Robin Lopez,FALSE,5904261,6124728,NA,NA,NA,NA,12028989
Trail Blazers,Thomas Robinson,FALSE,3526440,3678360,4660482,6179799,NA,NA,11865282
Trail Blazers,Damian Lillard,FALSE,3202920,3340920,4236287,5651206,NA,NA,10780127
Trail Blazers,Dorell Wright,FALSE,3000000,3135000,NA,NA,NA,NA,6135000
Trail Blazers,Joel Freeland,FALSE,2897976,3013512,3766890,NA,NA,NA,5911488
Trail Blazers,Mo Williams,FALSE,2652000,2771340,NA,NA,NA,NA,5423340
Trail Blazers,C.J. McCollum,FALSE,2316720,2421000,2525160,3219579,4385067,NA,10482459
Trail Blazers,Meyers Leonard,FALSE,2222160,2317920,3075880,4210880,NA,NA,7615960
Trail Blazers,Victor Claver,FALSE,1330000,1370000,1712500,NA,NA,NA,2700000
Trail Blazers,Terrel Harris,FALSE,884293,1148163,NA,NA,NA,NA,884293
Trail Blazers,Earl Watson,FALSE,884293,NA,NA,NA,NA,NA,884293
Trail Blazers,Allen Crabbe,FALSE,825000,862000,947276,1215696,NA,NA,2634276
Trail Blazers,Will Barton,FALSE,788872,915243,1181348,NA,NA,NA,1704115
Trail Blazers,Dee Bost,FALSE,490180,816482,1147276,NA,NA,NA,1306662
Warriors,Andrew Bogut,FALSE,14000000,NA,NA,NA,NA,NA,14000000
Warriors,David Lee,FALSE,13878000,15012000,15493680,NA,NA,NA,44383680
Warriors,Andre Iguodala,FALSE,12868632,12289544,11710456,11131368,NA,NA,48000000
Warriors,Stephen Curry,FALSE,9887642,10629213,11370786,12112359,NA,NA,44000000
Warriors,Marreese Speights,FALSE,3500000,3657500,3815000,NA,NA,NA,10972500
Warriors,Harrison Barnes,FALSE,2923920,3049920,3873398,5194227,NA,NA,9847238
Warriors,Klay Thompson,FALSE,2317920,3075880,4210880,NA,NA,NA,5393800
Warriors,Jermaine O'Neal,FALSE,2000000,NA,NA,NA,NA,NA,2000000
Warriors,Toney Douglas,FALSE,1600000,NA,NA,NA,NA,NA,1600000
Warriors,Festus Ezeli,FALSE,1066920,1112880,2008748,3013123,NA,NA,4188548
Warriors,Nemanja Nedovic,FALSE,1056720,1104240,1151760,2078927,3118390,NA,5391647
Warriors,Draymond Green,FALSE,875500,915243,1181348,NA,NA,NA,1790743
Warriors,Kent Bazemore,FALSE,788872,1115243,NA,NA,NA,NA,788872
Warriors,Seth Curry,FALSE,490180,1016482,NA,NA,NA,NA,490180
Warriors,Dewayne Dedmon,FALSE,490180,1016482,NA,NA,NA,NA,490180
Wizards,Emeka Okafor,FALSE,14487500,NA,NA,NA,NA,NA,14487500
Wizards,Nene,FALSE,13000000,13000000,13000000,NA,NA,NA,39000000
Wizards,Trevor Ariza,FALSE,7727280,NA,NA,NA,NA,NA,7727280
Wizards,John Wall,FALSE,7459925,13701250,14728844,15756438,16784031,17811625,86242113
Wizards,Bradley Beal,FALSE,4319280,4505280,5694674,7471412,NA,NA,14519234
Wizards,Otto Porter,FALSE,4278000,4470480,4662960,5893981,7732904,NA,19305421
Wizards,Jan Vesely,FALSE,3340920,4236287,5651206,NA,NA,NA,7577207
Wizards,Kevin Seraphin,FALSE,2761114,3898692,NA,NA,NA,NA,2761114
Wizards,Trevor Booker,FALSE,2350820,3420443,NA,NA,NA,NA,2350820
Wizards,Eric Maynor,FALSE,2016000,2106720,NA,NA,NA,NA,4122720
Wizards,Chris Singleton,FALSE,1618680,2489530,3532643,NA,NA,NA,4108210
Wizards,Al Harrington,FALSE,884293,NA,NA,NA,NA,NA,884293
Wizards,Garrett Temple,FALSE,884293,NA,NA,NA,NA,NA,884293
Wizards,Glen Rice Jr,FALSE,490180,816482,1147276,NA,NA,NA,1306662
