Player_Name,Draft_Year,Player_Combine_Year,Player_Height_WO_Shoes,Player_Height_WO_Shoes_Inches,Player_Height_W_Shoes,Player_Height_W_Shoes_Inches,Player_Height,Player_Height_Inches,Player_Weight_LBS,Player_Wingspan,Player_Wingspan_Inches,Player_Reach,Player_Reach_Inches,Player_Bodyfat_Percent,Player_Hand_Length_Inches,Player_Hand_Width_Inches,Player_Vertical_No_Step,Player_Vertical_No_Step_Reach,Player_Vertical_No_Step_Reach_Inches,Player_Max_Vertical_Inches,Player_Max_Vertical_Reach,Player_Max_Vertical_Reach_Inches,Player_Bench_225,Player_Agility_Seconds,Player_Sprint_Three_Quarter_Court,Player_Rank,Pick,Player_DraftExpress_Profile,Player_DraftExpress_Stats,Player_DBPedia_URL,Player_DBPedia_Data,ID.Pick,Round,Round.Pick,Pick_2,Draft_Franchise,Postdraft_Franchise,Player_Drafted_From,Player_Birthday
Derrick Wilson,2010,2010,"6'0.5""",72.5,NA,NA,6.14166421,73.7,216,"6'7""",79,"7'10""",94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,draftexpress.com/profile/Derrick-Wilson-41469/,draftexpress.com/profile/Derrick-Wilson-41469/stats,live.dbpedia.org/page/Derrick_Wilson,live.dbpedia.org/data/Derrick_Wilson.json,NA,NA,NA,NA,NA,NA,NA,NA
Derrick Zimmerman,2003,2003,"6'1""",73,"6'2.25""",74.25,6.187497525,74.25,190,"6'9""",81,"8'2.5""",98.5,0.053,NA,NA,34,"11'0.5""",132.5,40.5,"11'7""",139,13,11.09,3.1,7,40,draftexpress.com/profile/Derrick-Zimmerman-5300/,draftexpress.com/profile/Derrick-Zimmerman-5300/stats,live.dbpedia.org/page/Derrick_Zimmerman,live.dbpedia.org/data/Derrick_Zimmerman.json,2.11,2,11,40,Warriors,Warriors,Mississippi State,12/2/81
Derwin Kitchen,2011,2011,"6'2.5""",74.5,"6'3.5""",75.5,6.29166415,75.5,195,"6'9""",81,"8'2.5""",98.5,0.088,9,NA,29,"10'7.5""",127.5,34,"11'0.5""",132.5,NA,8.6,3.92,NA,NA,draftexpress.com/profile/Derwin-Kitchen-19921/,draftexpress.com/profile/Derwin-Kitchen-19921/stats,live.dbpedia.org/page/Derwin_Kitchen,live.dbpedia.org/data/Derwin_Kitchen.json,NA,NA,NA,NA,NA,NA,NA,NA
DeSagana Diop,2001,2001,"6'10""",82,"6'11.25""",83.25,6.937497225,83.25,314,"7'6.5""",90.5,"9'5""",113,NA,NA,NA,21.5,"11'2.5""",134.5,25.5,"11'6.5""",138.5,15,12.37,3.56,72,8,http://www.draftexpress.com/profile/Desagana-Diop-2241/,http://www.draftexpress.com/profile/Desagana-Diop-2241/stats,live.dbpedia.org/page/DeSagana_Diop,live.dbpedia.org/data/DeSagana_Diop.json,1.8,1,8,8,Cavaliers,Cavaliers,NA,1/30/82
Deshaun Thomas,2012,2012,NA,NA,"6'7""",79,6.5833307,79,221,"6'9""",81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,draftexpress.com/profile/Deshaun-Thomas-1290/,draftexpress.com/profile/Deshaun-Thomas-1290/stats,live.dbpedia.org/page/Deshaun_Thomas,live.dbpedia.org/data/Deshaun_Thomas.json,NA,NA,NA,NA,NA,NA,NA,NA
Deshaun Thomas,2013,2013,"6'5""",77,"6'7""",79,6.5833307,79,220,"6'10""",82,"8'8""",104,0.091,8,8.75,28.5,"11'0.5""",132.5,32,"11'4""",136,5,12.94,3.53,NA,NA,draftexpress.com/profile/Deshaun-Thomas-1290/,draftexpress.com/profile/Deshaun-Thomas-1290/stats,live.dbpedia.org/page/Deshaun_Thomas,live.dbpedia.org/data/Deshaun_Thomas.json,NA,NA,NA,NA,NA,NA,NA,NA
DeShaun Thomas,2009,2009,NA,NA,"6'7""",79,6.5833307,79,221,"6'8""",80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,draftexpress.com/profile/Deshaun-Thomas-1290/,draftexpress.com/profile/Deshaun-Thomas-1290/stats,live.dbpedia.org/page/DeShaun_Thomas,live.dbpedia.org/data/DeShaun_Thomas.json,NA,NA,NA,NA,NA,NA,NA,NA
Deshawn Painter,2013,2013,"6'7.5""",79.5,NA,NA,6.72499731,80.7,226,"7'1.5""",85.5,"8'11.5""",107.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,draftexpress.com/profile/DeShawn-Painter-5662/,draftexpress.com/profile/DeShawn-Painter-5662/stats,live.dbpedia.org/page/Deshawn_Painter,live.dbpedia.org/data/Deshawn_Painter.json,NA,NA,NA,NA,NA,NA,NA,NA
DeShawn Sims,2009,2009,NA,NA,"6'8""",80,6.666664,80,230,"6'9""",81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,draftexpress.com/profile/DeShawn-Sims-5503/,draftexpress.com/profile/DeShawn-Sims-5503/stats,live.dbpedia.org/page/DeShawn_Sims,live.dbpedia.org/data/DeShawn_Sims.json,NA,NA,NA,NA,NA,NA,NA,NA
DeShawn Sims,2010,2010,"6'6.75""",78.75,NA,NA,6.662497335,79.95,230,"7'0""",84,"8'8.25""",104.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,draftexpress.com/profile/DeShawn-Sims-5503/,draftexpress.com/profile/DeShawn-Sims-5503/stats,live.dbpedia.org/page/DeShawn_Sims,live.dbpedia.org/data/DeShawn_Sims.json,NA,NA,NA,NA,NA,NA,NA,NA
Desmon Farmer,2004,2004,"6'4.5""",76.5,"6'5.75""",77.75,6.479164075,77.75,214,"6'8.5""",80.5,"8'7""",103,NA,NA,NA,24,"10'7""",127,31,"11'2""",134,12,10.89,3.2,30,NA,draftexpress.com/profile/Desmon-Farmer-5199/,draftexpress.com/profile/Desmon-Farmer-5199/stats,live.dbpedia.org/page/Desmon_Farmer,live.dbpedia.org/data/Desmon_Farmer.json,NA,NA,NA,NA,NA,NA,NA,NA
Desmond Hubert,2010,2010,"6'9""",81,"6'8""",80,6.84999726,82.2,195,"7'2""",86,"8'11.5""",107.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,draftexpress.com/profile/Desmond-Hubert-41602/,draftexpress.com/profile/Desmond-Hubert-41602/stats,live.dbpedia.org/page/Desmond_Hubert,live.dbpedia.org/data/Desmond_Hubert.json,NA,NA,NA,NA,NA,NA,NA,NA
Deuce Bello,2010,2010,"6'3""",75,NA,NA,6.34999746,76.2,175,"6'11""",83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,draftexpress.com/profile/Deuce-Bello-6257/,draftexpress.com/profile/Deuce-Bello-6257/stats,live.dbpedia.org/page/Deuce_Bello,live.dbpedia.org/data/Deuce_Bello.json,NA,NA,NA,NA,NA,NA,NA,NA
Devan Downey,2009,2009,NA,NA,"5'9.5""",69.5,5.79166435,69.5,173,"6'0""",72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,draftexpress.com/profile/Devan-Downey-5834/,draftexpress.com/profile/Devan-Downey-5834/stats,live.dbpedia.org/page/Devan_Downey,live.dbpedia.org/data/Devan_Downey.json,NA,NA,NA,NA,NA,NA,NA,NA
Devan Downey,2010,2010,"5'8.5""",68.5,NA,NA,5.80833101,69.7,171,"6'0.5""",72.5,"7'6.5""",90.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,draftexpress.com/profile/Devan-Downey-5834/,draftexpress.com/profile/Devan-Downey-5834/stats,live.dbpedia.org/page/Devan_Downey,live.dbpedia.org/data/Devan_Downey.json,NA,NA,NA,NA,NA,NA,NA,NA
Devean George,1999,1999,"6'6.5""",78.5,NA,NA,6.64166401,79.7,220,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,draftexpress.com/profile/Devean-George-2539/,draftexpress.com/profile/Devean-George-2539/stats,live.dbpedia.org/page/Devean_George,live.dbpedia.org/data/Devean_George.json,1.23,1,23,23,Lakers,Lakers,Augsburg (MN),8/29/77
Deville Smith,2010,2010,NA,NA,"6'0""",72,5.9999976,72,180,"6'4""",76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,draftexpress.com/profile/DeVille-Smith-41518/,draftexpress.com/profile/DeVille-Smith-41518/stats,live.dbpedia.org/page/Deville_Smith,live.dbpedia.org/data/Deville_Smith.json,NA,NA,NA,NA,NA,NA,NA,NA
Deville Smith,2011,2011,NA,NA,"6'0""",72,5.9999976,72,190,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,draftexpress.com/profile/DeVille-Smith-41518/,draftexpress.com/profile/DeVille-Smith-41518/stats,live.dbpedia.org/page/Deville_Smith,live.dbpedia.org/data/Deville_Smith.json,NA,NA,NA,NA,NA,NA,NA,NA
Devin Booker,2012,2012,NA,NA,"6'5""",77,6.4166641,77,186,"6'6.5""",78.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,draftexpress.com/profile/Devin-Booker-7216/,draftexpress.com/profile/Devin-Booker-7216/stats,live.dbpedia.org/page/Devin_Booker,live.dbpedia.org/data/Devin_Booker.json,NA,NA,NA,NA,NA,NA,NA,NA
Devin Booker,2013,2013,"6'7.5""",79.5,NA,NA,6.72499731,80.7,242,"7'0.5""",84.5,"8'8""",104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,draftexpress.com/profile/Devin-Booker-20488/,draftexpress.com/profile/Devin-Booker-20488/stats,live.dbpedia.org/page/Devin_Booker,live.dbpedia.org/data/Devin_Booker.json,NA,NA,NA,NA,NA,NA,NA,NA
Devin Ebanks,2009,2009,NA,NA,"6'7""",79,6.5833307,79,204,"6'9""",81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,draftexpress.com/profile/Devin-Ebanks-1112/,draftexpress.com/profile/Devin-Ebanks-1112/stats,live.dbpedia.org/page/Devin_Ebanks,live.dbpedia.org/data/Devin_Ebanks.json,NA,NA,NA,NA,NA,NA,NA,NA
Devin Ebanks,2010,2010,"6'7""",79,"6'8.25""",80.25,6.687497325,80.25,208,"7'0.25""",84.25,"8'11.5""",107.5,0.079,8.25,9,23.5,"10'11""",131,32,"11'7.5""",139.5,6,11.69,3.44,NA,43,draftexpress.com/profile/Devin-Ebanks-1112/,draftexpress.com/profile/Devin-Ebanks-1112/stats,live.dbpedia.org/page/Devin_Ebanks,live.dbpedia.org/data/Devin_Ebanks.json,2.13,2,13,43,Lakers,Lakers,West Virginia,10/28/89
Devin Harris,2004,2004,"6'1.75""",73.75,"6'3""",75,6.2499975,75,170,"6'7.5""",79.5,"8'2.5""",98.5,NA,NA,NA,30.5,"10'9""",129,37,"11'3.5""",135.5,5,11.03,3.19,33,5,draftexpress.com/profile/Devin-Harris-2746/,draftexpress.com/profile/Devin-Harris-2746/stats,live.dbpedia.org/page/Devin_Harris,live.dbpedia.org/data/Devin_Harris.json,1.5,1,5,5,Wizards,Mavericks,Wisconsin,2/27/83
Devin Williams,2012,2012,NA,NA,"6'8.5""",80.5,6.70833065,80.5,235,"6'11""",83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,draftexpress.com/profile/Devin-Williams-7180/,draftexpress.com/profile/Devin-Williams-7180/stats,live.dbpedia.org/page/Devin_Williams,live.dbpedia.org/data/Devin_Williams.json,NA,NA,NA,NA,NA,NA,NA,NA
Devoe Joseph,2012,2012,"6'2.5""",74.5,NA,NA,6.30833081,75.7,175,"6'6.5""",78.5,NA,NA,NA,NA,NA,27.3,NA,NA,NA,NA,NA,NA,11.41,3.2,NA,NA,draftexpress.com/profile/Devoe-Joseph-1361/,draftexpress.com/profile/Devoe-Joseph-1361/stats,live.dbpedia.org/page/Devoe_Joseph,live.dbpedia.org/data/Devoe_Joseph.json,NA,NA,NA,NA,NA,NA,NA,NA
DeVon Hardin,2008,2008,"6'9.5""",81.5,"6'10.75""",82.75,6.895830575,82.75,235,"7'3""",87,"9'1.5""",109.5,0.058,NA,NA,29.5,"11'7""",139,32,"11'9.5""",141.5,20,11.49,3.33,NA,50,draftexpress.com/profile/DeVon-Hardin-225/,draftexpress.com/profile/DeVon-Hardin-225/stats,live.dbpedia.org/page/DeVon_Hardin,live.dbpedia.org/data/DeVon_Hardin.json,2.2,2,2,50,SuperSonics,Sonics,California,9/7/86
Devon Van Oostrum,2012,2012,"6'1.5""",73.5,"6'2.5""",74.5,6.20833085,74.5,173,"6'3.5""",75.5,"7'11""",95,NA,NA,NA,30.5,"10'5.5""",125.5,34.5,"10'9.5""",129.5,NA,11.51,3.32,NA,NA,draftexpress.com/profile/Devon-Van-Oostrum-6110/,draftexpress.com/profile/Devon-Van-Oostrum-6110/stats,live.dbpedia.org/page/Devon_Van_Oostrum,live.dbpedia.org/data/Devon_Van_Oostrum.json,NA,NA,NA,NA,NA,NA,NA,NA
Devonta Pollard,2011,2011,NA,NA,"6'8""",80,6.666664,80,192,"6'10""",82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,draftexpress.com/profile/Devonta-Pollard-6435/,draftexpress.com/profile/Devonta-Pollard-6435/stats,live.dbpedia.org/page/Devonta_Pollard,live.dbpedia.org/data/Devonta_Pollard.json,NA,NA,NA,NA,NA,NA,NA,NA
Dew Maddox,1998,1998,"6'3.5""",75.5,NA,NA,6.39166411,76.7,196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,draftexpress.com/profile/Drew-Maddux-55243/,draftexpress.com/profile/Drew-Maddux-55243/stats,live.dbpedia.org/page/Dew_Maddox,live.dbpedia.org/data/Dew_Maddox.json,NA,NA,NA,NA,NA,NA,NA,NA
Dewayne Dedmon,2013,2013,"6'10""",82,"6'11.5""",83.5,6.95833055,83.5,239,"7'4""",88,"9'1""",109,0.084,9,11,28,"11'5""",137,32.5,"11'9.5""",141.5,8,12.75,3.42,NA,NA,draftexpress.com/profile/DeWayne-Dedmon-6506/,draftexpress.com/profile/DeWayne-Dedmon-6506/stats,live.dbpedia.org/page/Dewayne_Dedmon,live.dbpedia.org/data/Dewayne_Dedmon.json,NA,NA,NA,NA,NA,NA,NA,NA
Dexter Pittman,2010,2010,"6'9.5""",81.5,"6'11.5""",83.5,6.95833055,83.5,303,"7'6""",90,"9'3""",111,0.208,10.25,10.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,draftexpress.com/profile/Dexter-Pittman-1182/,draftexpress.com/profile/Dexter-Pittman-1182/stats,live.dbpedia.org/page/Dexter_Pittman,live.dbpedia.org/data/Dexter_Pittman.json,2.2,2,2,32,Heat,Heat,Texas,3/2/88
Dexter Strickland,2013,2013,"6'2.5""",74.5,NA,NA,6.30833081,75.7,177,"6'8.5""",80.5,"8'3.5""",99.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,draftexpress.com/profile/Dexter-Strickland-1336/,draftexpress.com/profile/Dexter-Strickland-1336/stats,live.dbpedia.org/page/Dexter_Strickland,live.dbpedia.org/data/Dexter_Strickland.json,NA,NA,NA,NA,NA,NA,NA,NA
Dezmine Wells,2010,2010,"6'4""",76,"6'4.5""",76.5,6.43333076,77.2,218,"6'10""",82,"8'4""",100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,draftexpress.com/profile/Dezmine-Wells-6251/,draftexpress.com/profile/Dezmine-Wells-6251/stats,live.dbpedia.org/page/Dezmine_Wells,live.dbpedia.org/data/Dezmine_Wells.json,NA,NA,NA,NA,NA,NA,NA,NA
Diamon Simpson,2009,2009,"6'7.5""",79.5,"6'8.5""",80.5,6.70833065,80.5,229,"7'0.75""",84.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,draftexpress.com/profile/Diamon-Simpson-5271/,draftexpress.com/profile/Diamon-Simpson-5271/stats,live.dbpedia.org/page/Diamon_Simpson,live.dbpedia.org/data/Diamon_Simpson.json,NA,NA,NA,NA,NA,NA,NA,NA
Diamond Stone,2012,2012,NA,NA,"6'10""",82,6.8333306,82,253,"7'2""",86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,draftexpress.com/profile/Diamond-Stone-7177/,draftexpress.com/profile/Diamond-Stone-7177/stats,live.dbpedia.org/page/Diamond_Stone,live.dbpedia.org/data/Diamond_Stone.json,NA,NA,NA,NA,NA,NA,NA,NA
Diante Garrett,2011,2011,"6'3.5""",75.5,"6'5""",77,6.4166641,77,181,"6'8""",80,"8'3""",99,0.069,9.5,NA,28,"10'7""",127,32.5,NA,NA,NA,9.28,4.05,NA,NA,draftexpress.com/profile/Diante-Garrett-5775/,draftexpress.com/profile/Diante-Garrett-5775/stats,live.dbpedia.org/page/Diante_Garrett,live.dbpedia.org/data/Diante_Garrett.json,NA,NA,NA,NA,NA,NA,NA,NA
Dickey Simpkins,1994,1994,"6'8.5""",80.5,NA,NA,6.80833061,81.7,245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,draftexpress.com/profile/Dickey-Simpkins-4347/,draftexpress.com/profile/Dickey-Simpkins-4347/stats,live.dbpedia.org/page/Dickey_Simpkins,live.dbpedia.org/data/Dickey_Simpkins.json,1.21,1,21,21,Bulls,Bulls,Providence,4/6/72
Dijon Thompson,2004,2004,"6'6.5""",78.5,"6'8""",80,6.666664,80,195,"6'9.5""",81.5,"8'7.5""",103.5,NA,NA,NA,33.5,"11'5""",137,36,"11'7.5""",139.5,12,11.37,3.24,22,54,draftexpress.com/profile/Dijon-Thompson-112/,draftexpress.com/profile/Dijon-Thompson-112/stats,live.dbpedia.org/page/Dijon_Thompson,live.dbpedia.org/data/Dijon_Thompson.json,NA,NA,NA,NA,NA,NA,NA,NA
Dijon Thompson,2005,2005,"6'6.25""",78.25,"6'8""",80,6.666664,80,196,"6'9.75""",81.75,"8'9.5""",105.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91,54,draftexpress.com/profile/Dijon-Thompson-112/,draftexpress.com/profile/Dijon-Thompson-112/stats,live.dbpedia.org/page/Dijon_Thompson,live.dbpedia.org/data/Dijon_Thompson.json,2.24,2,24,54,Knicks,Suns,UCLA,2/23/83
Dikembe Mutombo,1991,1991,"7'1.25""",85.25,NA,NA,7.204163785,86.45,228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,draftexpress.com/profile/Dikembe-Mutombo-3705/,draftexpress.com/profile/Dikembe-Mutombo-3705/stats,live.dbpedia.org/page/Dikembe_Mutombo,live.dbpedia.org/data/Dikembe_Mutombo.json,1.4,1,4,4,Nuggets,Nuggets,Georgetown,6/25/66
Dimitris Katsivelis,2012,2012,"6'4.5""",76.5,"6'5.5""",77.5,6.45833075,77.5,197,"6'8""",80,"8'4""",100,NA,NA,NA,27,"10'7""",127,31.5,"10'11.5""",131.5,NA,12.05,3.44,NA,NA,draftexpress.com/profile/Dimitrios-Katsivelis-36197/,draftexpress.com/profile/Dimitrios-Katsivelis-36197/stats,live.dbpedia.org/page/Dimitris_Katsivelis,live.dbpedia.org/data/Dimitris_Katsivelis.json,NA,NA,NA,NA,NA,NA,NA,NA
Dimitry Khvostov ,2011,2011,"6'2.41""",74.41,"6'3.59""",75.59,6.299164147,75.59,195,"6'0.05""",72.05,"7'9.31""",93.31,0.148,NA,NA,24.2,"9'9.51""",117.51,27.1,"10'0.41""",120.41,NA,NA,3.51,NA,NA,draftexpress.com/profile/Dimitriy-KhvostovNA5/,draftexpress.com/profile/Dimitriy-KhvostovNA5/stats,live.dbpedia.org/page/Dimitry_Khvostov_,live.dbpedia.org/data/Dimitry_Khvostov_.json,NA,NA,NA,NA,NA,NA,NA,NA
Dimitry Kuligan,2012,2012,"6'4.75""",76.75,"6'6""",78,6.4999974,78,210,"6'7.75""",79.75,"8'4.5""",100.5,NA,NA,NA,27,"10'7.5""",127.5,38,"11'6.5""",138.5,NA,11.82,3.41,NA,NA,draftexpress.com/profile/Dmitry-Kulagin-6154/,draftexpress.com/profile/Dmitry-Kulagin-6154/stats,live.dbpedia.org/page/Dimitry_Kuligan,live.dbpedia.org/data/Dimitry_Kuligan.json,NA,NA,NA,NA,NA,NA,NA,NA
Dion Cross,1996,1996,"6'1""",73,NA,NA,6.18333086,74.2,178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,draftexpress.com/profile/Dion-Cross-55124/,draftexpress.com/profile/Dion-Cross-55124/stats,live.dbpedia.org/page/Dion_Cross,live.dbpedia.org/data/Dion_Cross.json,NA,NA,NA,NA,NA,NA,NA,NA
Dion Dowell,2008,2008,"6'5.25""",77.25,"6'6.5""",78.5,6.54166405,78.5,207,"6'9""",81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,draftexpress.com/profile/Dion-DowellNA4/,draftexpress.com/profile/Dion-DowellNA4/stats,live.dbpedia.org/page/Dion_Dowell,live.dbpedia.org/data/Dion_Dowell.json,NA,NA,NA,NA,NA,NA,NA,NA
Dion Harris,2007,2007,"6'3""",75,"6'4""",76,6.3333308,76,212,"6'10""",82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,draftexpress.com/profile/Dion-Harris-26450/,draftexpress.com/profile/Dion-Harris-26450/stats,live.dbpedia.org/page/Dion_Harris,live.dbpedia.org/data/Dion_Harris.json,NA,NA,NA,NA,NA,NA,NA,NA
Dion Waiters,2009,2009,NA,NA,"6'3.5""",75.5,6.29166415,75.5,201,"6'6.5""",78.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,draftexpress.com/profile/Dion-Waiters-5738/,draftexpress.com/profile/Dion-Waiters-5738/stats,live.dbpedia.org/page/Dion_Waiters,live.dbpedia.org/data/Dion_Waiters.json,NA,NA,NA,NA,NA,NA,NA,NA
Dion Waiters,2012,2012,"6'2.5""",74.5,"6'4""",76,6.3333308,76,221,"6'7.25""",79.25,"8'2""",98,0.085,8.5,9.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,draftexpress.com/profile/Dion-Waiters-5738/,draftexpress.com/profile/Dion-Waiters-5738/stats,live.dbpedia.org/page/Dion_Waiters,live.dbpedia.org/data/Dion_Waiters.json,1.4,1,4,4,Cavaliers,Cavaliers,Syracuse,12/1/91
Dionte Christmas,2009,2009,"6'4.25""",76.25,"6'5.5""",77.5,6.45833075,77.5,211,"6'9""",81,"8'6.5""",102.5,0.071,NA,NA,27,"10'9.5""",129.5,33.5,"11'4""",136,3,10.83,3.21,NA,NA,draftexpress.com/profile/Dionte-Christmas-1234/,draftexpress.com/profile/Dionte-Christmas-1234/stats,live.dbpedia.org/page/Dionte_Christmas,live.dbpedia.org/data/Dionte_Christmas.json,NA,NA,NA,NA,NA,NA,NA,NA
Dior Lowhorn,2010,2010,"6'5""",77,NA,NA,6.51666406,78.2,239,"6'10""",82,"8'5.75""",101.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,draftexpress.com/profile/Dior-Lowhorn-5058/,draftexpress.com/profile/Dior-Lowhorn-5058/stats,live.dbpedia.org/page/Dior_Lowhorn,live.dbpedia.org/data/Dior_Lowhorn.json,NA,NA,NA,NA,NA,NA,NA,NA
Dominic Artis,2011,2011,NA,NA,"6'1""",73,6.0833309,73,167,"6'1""",73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,draftexpress.com/profile/Dominic-Artis-58728/,draftexpress.com/profile/Dominic-Artis-58728/stats,live.dbpedia.org/page/Dominic_Artis,live.dbpedia.org/data/Dominic_Artis.json,NA,NA,NA,NA,NA,NA,NA,NA
Dominic James,2007,2007,"5'10.5""",70.5,"5'11.75""",71.75,5.979164275,71.75,175,"6'2""",74,"7'9""",93,0.048,NA,NA,33.5,"10'6.5""",126.5,38.5,"10'11.5""",131.5,14,10.94,3.11,3,NA,draftexpress.com/profile/Dominic-James-595/,draftexpress.com/profile/Dominic-James-595/stats,live.dbpedia.org/page/Dominic_James,live.dbpedia.org/data/Dominic_James.json,NA,NA,NA,NA,NA,NA,NA,NA
Dominic McGuire,2007,2007,"6'7.75""",79.75,"6'8.25""",80.25,6.687497325,80.25,220,"6'10.5""",82.5,"8'8""",104,0.047,NA,NA,28.5,"11'0.5""",132.5,34.5,"11'6.5""",138.5,12,10.95,3.25,20,47,draftexpress.com/profile/Dominic-McGuire-1162/,draftexpress.com/profile/Dominic-McGuire-1162/stats,live.dbpedia.org/page/Dominic_McGuire,live.dbpedia.org/data/Dominic_McGuire.json,2.17,2,17,47,Wizards,Wizards,Fresno State,10/20/85
Dominic Waters,2009,2009,NA,NA,"6'1""",73,6.0833309,73,176,"6'2.5""",74.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,draftexpress.com/profile/Dominic-Waters-21468/,draftexpress.com/profile/Dominic-Waters-21468/stats,live.dbpedia.org/page/Dominic_Waters,live.dbpedia.org/data/Dominic_Waters.json,NA,NA,NA,NA,NA,NA,NA,NA
Dominic Woodson,2012,2012,NA,NA,"6'10.5""",82.5,6.87499725,82.5,288,"7'1""",85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,draftexpress.com/profile/Dominic-Woodson-7184/,draftexpress.com/profile/Dominic-Woodson-7184/stats,live.dbpedia.org/page/Dominic_Woodson,live.dbpedia.org/data/Dominic_Woodson.json,NA,NA,NA,NA,NA,NA,NA,NA
Dominique Ferguson,2009,2009,NA,NA,"6'8""",80,6.666664,80,209,"7'3""",87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,draftexpress.com/profile/Dominique-Ferguson-5716/,draftexpress.com/profile/Dominique-Ferguson-5716/stats,live.dbpedia.org/page/Dominique_Ferguson,live.dbpedia.org/data/Dominique_Ferguson.json,NA,NA,NA,NA,NA,NA,NA,NA
Dominique Jones,2010,2010,"6'3.25""",75.25,"6'5""",77,6.4166641,77,216,"6'9.25""",81.25,"8'5""",101,0.059,9,10.25,26,"10'7""",127,32.5,"11'1.5""",133.5,19,10.88,3.31,NA,25,draftexpress.com/profile/Dominique-Jones-5052/,draftexpress.com/profile/Dominique-Jones-5052/stats,live.dbpedia.org/page/Dominique_Jones,live.dbpedia.org/data/Dominique_Jones.json,1.25,1,25,25,Grizzlies,Mavericks,South Florida,10/15/88
Dominique Kirk,2008,2008,"6'2.5""",74.5,"6'3.75""",75.75,6.312497475,75.75,180,"6'5""",77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,draftexpress.com/profile/Dominique-Kirk-5081/,draftexpress.com/profile/Dominique-Kirk-5081/stats,live.dbpedia.org/page/Dominique_Kirk,live.dbpedia.org/data/Dominique_Kirk.json,NA,NA,NA,NA,NA,NA,NA,NA
