Player_Name,Draft_Year,Player_Combine_Year,Player_Height_WO_Shoes,Player_Height_WO_Shoes_Inches,Player_Height_W_Shoes,Player_Height_W_Shoes_Inches,Player_Height,Player_Height_Inches,Player_Weight_LBS,Player_Wingspan,Player_Wingspan_Inches,Player_Reach,Player_Reach_Inches,Player_Bodyfat_Percent,Player_Hand_Length_Inches,Player_Hand_Width_Inches,Player_Vertical_No_Step,Player_Vertical_No_Step_Reach,Player_Vertical_No_Step_Reach_Inches,Player_Max_Vertical_Inches,Player_Max_Vertical_Reach,Player_Max_Vertical_Reach_Inches,Player_Bench_225,Player_Agility_Seconds,Player_Sprint_Three_Quarter_Court,Player_Rank,Pick,Player_DraftExpress_Profile,Player_DraftExpress_Stats,Player_DBPedia_URL,Player_DBPedia_Data,ID.Pick,Round,Round.Pick,Pick_2,Draft_Franchise,Postdraft_Franchise,Player_Drafted_From,Player_Birthday
Josh Hart,2012,2012,NA,NA,"6'4.5""",76.5,6.37499745,76.5,196,"6'7.5""",79.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,draftexpress.com/profile/Josh-Hart-7149/,draftexpress.com/profile/Josh-Hart-7149/stats,live.dbpedia.org/page/Josh_Hart,live.dbpedia.org/data/Josh_Hart.json,NA,NA,NA,NA,NA,NA,NA,NA
Josh Heytvelt,2009,2009,"6'10""",82,"6'11""",83,6.9166639,83,246,"7'1.25""",85.25,"9'0""",108,0.108,NA,NA,28.5,"11'4.5""",136.5,34,"11'10""",142,15,11.67,3.38,NA,NA,draftexpress.com/profile/Josh-Heytvelt-549/,draftexpress.com/profile/Josh-Heytvelt-549/stats,live.dbpedia.org/page/Josh_Heytvelt,live.dbpedia.org/data/Josh_Heytvelt.json,NA,NA,NA,NA,NA,NA,NA,NA
Josh Howard,2003,2003,"6'5.25""",77.25,"6'6.5""",78.5,6.54166405,78.5,202,"7'2""",86,"8'9.5""",105.5,0.06,NA,NA,33,"11'6.5""",138.5,36.5,"11'10""",142,4,10.89,3.09,22,29,draftexpress.com/profile/Josh-Howard-2887/,draftexpress.com/profile/Josh-Howard-2887/stats,live.dbpedia.org/page/Josh_Howard,live.dbpedia.org/data/Josh_Howard.json,1.29,1,29,29,Mavericks,Mavericks,Wake Forest,4/28/80
Josh McRoberts,2007,2007,"6'8.75""",80.75,"6'10""",82,6.8333306,82,240,"7'1""",85,"8'10.5""",106.5,0.137,NA,NA,27.5,"11'2""",134,31.5,"11'6""",138,12,11.7,3.47,58,37,draftexpress.com/profile/Josh-McRoberts-227/,draftexpress.com/profile/Josh-McRoberts-227/stats,live.dbpedia.org/page/Josh_McRoberts,live.dbpedia.org/data/Josh_McRoberts.json,2.7,2,7,37,Trail Blazers,Trail Blazers,Duke,3/1/87
Josh Owens,2012,2012,"6'7.75""",79.75,"6'8.75""",80.75,6.729163975,80.75,230,"7'0.5""",84.5,"8'9.75""",105.75,0.086,10.25,NA,34.8,"11'8.55""",140.55,40.8,"12'2.55""",146.55,21,11.72,3.29,NA,NA,draftexpress.com/profile/Josh-Owens-17124/,draftexpress.com/profile/Josh-Owens-17124/stats,live.dbpedia.org/page/Josh_Owens,live.dbpedia.org/data/Josh_Owens.json,NA,NA,NA,NA,NA,NA,NA,NA
Josh Pittman,1998,1998,"6'5.5""",77.5,NA,NA,6.55833071,78.7,204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,draftexpress.com/profile/Josh-Pittman-53947/,draftexpress.com/profile/Josh-Pittman-53947/stats,live.dbpedia.org/page/Josh_Pittman,live.dbpedia.org/data/Josh_Pittman.json,NA,NA,NA,NA,NA,NA,NA,NA
Josh Powell,2003,2003,"6'8""",80,"6'9.5""",81.5,6.79166395,81.5,227,"7'1""",85,"8'11.5""",107.5,0.08,NA,NA,32.5,"11'8""",140,38.5,"12'2""",146,15,11.72,3.2,16,NA,draftexpress.com/profile/Josh-Powell-5190/,draftexpress.com/profile/Josh-Powell-5190/stats,live.dbpedia.org/page/Josh_Powell,live.dbpedia.org/data/Josh_Powell.json,NA,NA,NA,NA,NA,NA,NA,NA
Josh Selby,2009,2009,NA,NA,"6'3""",75,6.2499975,75,183,"6'4""",76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,draftexpress.com/profile/Josh-Selby-5682/,draftexpress.com/profile/Josh-Selby-5682/stats,live.dbpedia.org/page/Josh_Selby,live.dbpedia.org/data/Josh_Selby.json,NA,NA,NA,NA,NA,NA,NA,NA
Josh Selby,2011,2011,"6'1.75""",73.75,"6'3""",75,6.2499975,75,195,"6'5.25""",77.25,"8'2""",98,0.079,8.5,9,29.5,"10'7.5""",127.5,42,"11'8""",140,5,11.13,3.2,NA,49,draftexpress.com/profile/Josh-Selby-5682/,draftexpress.com/profile/Josh-Selby-5682/stats,live.dbpedia.org/page/Josh_Selby,live.dbpedia.org/data/Josh_Selby.json,2.19,2,19,49,Grizzlies,Grizzlies,Kansas,3/27/91
Josh Smith,2004,2004,"6'7""",79,"6'8.25""",80.25,6.687497325,80.25,221,"7'0""",84,"8'10.5""",106.5,NA,NA,NA,32.5,"11'7""",139,39.5,"12'2""",146,12,11.43,3.24,19,17,draftexpress.com/profile/Josh-Smith-4421/,draftexpress.com/profile/Josh-Smith-4421/stats,live.dbpedia.org/page/Josh_Smith,live.dbpedia.org/data/Josh_Smith.json,1.17,1,17,17,Hawks,Hawks,,12/5/85
Josiah Turner,2010,2010,"6'3""",75,"6'3""",75,6.34999746,76.2,174,"6'4""",76,"8'0.5""",96.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,draftexpress.com/profile/Josiah-Turner-6260/,draftexpress.com/profile/Josiah-Turner-6260/stats,live.dbpedia.org/page/Josiah_Turner,live.dbpedia.org/data/Josiah_Turner.json,NA,NA,NA,NA,NA,NA,NA,NA
Josiah Turner,2011,2011,NA,NA,"6'4""",76,6.3333308,76,187,"6'3""",75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,draftexpress.com/profile/Josiah-Turner-6260/,draftexpress.com/profile/Josiah-Turner-6260/stats,live.dbpedia.org/page/Josiah_Turner,live.dbpedia.org/data/Josiah_Turner.json,NA,NA,NA,NA,NA,NA,NA,NA
Josiah Turner,2013,2013,"6'2.75""",74.75,"6'3.5""",75.5,6.29166415,75.5,183,"6'4.75""",76.75,"8'2""",98,0.043,7.25,8.75,31.5,"10'9.5""",129.5,37.5,"11'3.5""",135.5,5,10.67,3.14,NA,NA,draftexpress.com/profile/Josiah-Turner-6260/,draftexpress.com/profile/Josiah-Turner-6260/stats,live.dbpedia.org/page/Josiah_Turner,live.dbpedia.org/data/Josiah_Turner.json,NA,NA,NA,NA,NA,NA,NA,NA
Joston Thomas,2012,2012,"6'5""",77,"6'6""",78,6.4999974,78,227,"6'8.25""",80.25,"8'7""",103,0.128,9,NA,29,"11'0""",132,32.5,"11'3.5""",135.5,12,11.15,3.26,NA,NA,draftexpress.com/profile/Joston-Thomas-19632/,draftexpress.com/profile/Joston-Thomas-19632/stats,live.dbpedia.org/page/Joston_Thomas,live.dbpedia.org/data/Joston_Thomas.json,NA,NA,NA,NA,NA,NA,NA,NA
JP Tokoto,2011,2011,NA,NA,"6'6.5""",78.5,6.54166405,78.5,185,"6'9""",81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,draftexpress.com/profile/J.P.-Tokoto-6285/,draftexpress.com/profile/J.P.-Tokoto-6285/stats,live.dbpedia.org/page/JP_Tokoto,live.dbpedia.org/data/JP_Tokoto.json,NA,NA,NA,NA,NA,NA,NA,NA
Jrue Holiday,2009,2009,"6'3.25""",75.25,"6'4.25""",76.25,6.354164125,76.25,199,"6'7""",79,"8'4.5""",100.5,0.063,NA,NA,28.5,"10'9""",129,34,"11'2.5""",134.5,6,10.64,3.21,NA,17,http://www.draftexpress.com/profile/Jrue-Holiday-1108/,http://www.draftexpress.com/profile/Jrue-Holiday-1108/stats,live.dbpedia.org/page/Jrue_Holiday,live.dbpedia.org/data/Jrue_Holiday.json,1.17,1,17,17,76ers,76ers,UCLA,6/12/90
JT Terrell,2009,2009,NA,NA,"6'3""",75,6.2499975,75,165,"6'9""",81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,draftexpress.com/profile/J.T.-Terrell-5734/,draftexpress.com/profile/J.T.-Terrell-5734/stats,live.dbpedia.org/page/JT_Terrell,live.dbpedia.org/data/JT_Terrell.json,NA,NA,NA,NA,NA,NA,NA,NA
Juan Fernandez,2012,2012,"6'3""",75,NA,NA,6.34999746,76.2,194,"6'3.5""",75.5,NA,NA,NA,NA,NA,26.3,NA,NA,NA,NA,NA,NA,11.23,3.49,NA,NA,draftexpress.com/profile/Juan-Fernandez-5840/,draftexpress.com/profile/Juan-Fernandez-5840/stats,live.dbpedia.org/page/Juan_Fernandez,live.dbpedia.org/data/Juan_Fernandez.json,NA,NA,NA,NA,NA,NA,NA,NA
Juan Mendez,2005,2005,"6'5.25""",77.25,"6'6.75""",78.75,6.562497375,78.75,231,"7'0""",84,"8'10.5""",106.5,NA,NA,NA,29,"11'3.5""",135.5,33,"11'7.5""",139.5,14,11.7,3.24,29,NA,draftexpress.com/profile/Juan-Mendez-93/,draftexpress.com/profile/Juan-Mendez-93/stats,live.dbpedia.org/page/Juan_Mendez,live.dbpedia.org/data/Juan_Mendez.json,NA,NA,NA,NA,NA,NA,NA,NA
Julian Lewis,2010,2010,"6'3.5""",75.5,NA,NA,6.39166411,76.7,186,"6'5""",77,"8'0.5""",96.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,draftexpress.com/profile/Julien-Lewis-42026/,draftexpress.com/profile/Julien-Lewis-42026/stats,live.dbpedia.org/page/Julian_Lewis,live.dbpedia.org/data/Julian_Lewis.json,NA,NA,NA,NA,NA,NA,NA,NA
Julian Mavunga,2012,2012,"6'7""",79,NA,NA,6.68333066,80.2,254,"7'1.5""",85.5,NA,NA,NA,NA,NA,27.8,NA,NA,NA,NA,NA,NA,11.89,3.53,NA,NA,draftexpress.com/profile/Julian-Mavunga-18821/,draftexpress.com/profile/Julian-Mavunga-18821/stats,live.dbpedia.org/page/Julian_Mavunga,live.dbpedia.org/data/Julian_Mavunga.json,NA,NA,NA,NA,NA,NA,NA,NA
Julian Royal,2010,2010,"6'7""",79,"6'8""",80,6.68333066,80.2,225,"7'0""",84,"8'8""",104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,draftexpress.com/profile/Julian-Royal-41295/,draftexpress.com/profile/Julian-Royal-41295/stats,live.dbpedia.org/page/Julian_Royal,live.dbpedia.org/data/Julian_Royal.json,NA,NA,NA,NA,NA,NA,NA,NA
Julian Sensley,2002,2002,"6'7""",79,"6'8""",80,6.666664,80,228,"6'11.5""",83.5,"8'9.5""",105.5,NA,NA,NA,27.5,"11'1""",133,31.5,"11'5""",137,8,11.85,3.32,59,NA,draftexpress.com/profile/Julian-Sensley-363/,draftexpress.com/profile/Julian-Sensley-363/stats,live.dbpedia.org/page/Julian_Sensley,live.dbpedia.org/data/Julian_Sensley.json,NA,NA,NA,NA,NA,NA,NA,NA
Julian Wright,2007,2007,"6'6.5""",78.5,"6'8.5""",80.5,6.70833065,80.5,211,"7'2.25""",86.25,"9'0""",108,0.061,NA,NA,28.5,"11'4.5""",136.5,33.5,"11'9.5""",141.5,2,11.48,3.36,66,13,draftexpress.com/profile/Julian-Wright-275/,draftexpress.com/profile/Julian-Wright-275/stats,live.dbpedia.org/page/Julian_Wright,live.dbpedia.org/data/Julian_Wright.json,1.13,1,13,13,Hornets,Hornets,Kansas,5/22/87
Julius Doc Robinson,2000,2000,"6'0""",72,NA,NA,6.09999756,73.2,184,"6'3.75""",75.75,"7'11.5""",95.5,NA,NA,NA,30,"10'5.5""",125.5,37.5,"11'1""",133,NA,12.54,3.41,54,NA,draftexpress.com/profile/Doc-Robinson-55242/,draftexpress.com/profile/Doc-Robinson-55242/stats,live.dbpedia.org/page/Julius_Doc_Robinson,live.dbpedia.org/data/Julius_Doc_Robinson.json,NA,NA,NA,NA,NA,NA,NA,NA
Julius Hodge,2005,2005,"6'6""",78,"6'7""",79,6.5833307,79,202,"7'0.5""",84.5,"8'11.5""",107.5,NA,NA,NA,24.5,"11'0""",132,29,"11'4.5""",136.5,14,10.89,3.18,26,20,draftexpress.com/profile/Julius-Hodge-8/,draftexpress.com/profile/Julius-Hodge-8/stats,live.dbpedia.org/page/Julius_Hodge,live.dbpedia.org/data/Julius_Hodge.json,1.2,1,2,20,Nuggets,Nuggets,NC State,11/18/83
Julius Mays,2013,2013,"6'1""",73,"6'2.25""",74.25,6.187497525,74.25,195,"6'3.5""",75.5,"8'0""",96,0.113,7.75,8.5,26.5,"10'2.5""",122.5,31.5,"10'7.5""",127.5,13,11.02,3.23,NA,NA,draftexpress.com/profile/Julius-Mays-16285/,draftexpress.com/profile/Julius-Mays-16285/stats,live.dbpedia.org/page/Julius_Mays,live.dbpedia.org/data/Julius_Mays.json,NA,NA,NA,NA,NA,NA,NA,NA
Julius Michalik,1995,1995,"6'10""",82,NA,NA,6.93333056,83.2,222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,live.dbpedia.org/page/Julius_Michalik,live.dbpedia.org/data/Julius_Michalik.json,NA,NA,NA,NA,NA,NA,NA,NA
Julius Randle,2011,2011,NA,NA,"6'9""",81,6.7499973,81,243,"6'10""",82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,draftexpress.com/profile/Julius-Randle-6294/,draftexpress.com/profile/Julius-Randle-6294/stats,live.dbpedia.org/page/Julius_Randle,live.dbpedia.org/data/Julius_Randle.json,NA,NA,NA,NA,NA,NA,NA,NA
Julius Randle,2012,2012,NA,NA,"6'10""",82,6.8333306,82,240,"6'11""",83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,draftexpress.com/profile/Julius-Randle-6294/,draftexpress.com/profile/Julius-Randle-6294/stats,live.dbpedia.org/page/Julius_Randle,live.dbpedia.org/data/Julius_Randle.json,NA,NA,NA,NA,NA,NA,NA,NA
Julius Randle,2013,2013,NA,NA,"6'9""",81,6.7499973,81,248,"6'11""",83,"8'9.5""",105.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,draftexpress.com/profile/Julius-Randle-6294/,draftexpress.com/profile/Julius-Randle-6294/stats,live.dbpedia.org/page/Julius_Randle,live.dbpedia.org/data/Julius_Randle.json,NA,NA,NA,NA,NA,NA,NA,NA
Julyan Stone,2011,2011,"6'5.5""",77.5,"6'6.5""",78.5,6.54166405,78.5,206,"6'10""",82,"8'6.5""",102.5,0.082,9.5,NA,30.5,"11'1""",133,35.5,"11'6""",138,NA,9.07,3.91,NA,NA,draftexpress.com/profile/Julyan-Stone-6357/,draftexpress.com/profile/Julyan-Stone-6357/stats,live.dbpedia.org/page/Julyan_Stone,live.dbpedia.org/data/Julyan_Stone.json,NA,NA,NA,NA,NA,NA,NA,NA
Jumaine Jones,1999,1999,"6'7.5""",79.5,NA,NA,6.72499731,80.7,218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,draftexpress.com/profile/Jumaine-Jones-3058/,draftexpress.com/profile/Jumaine-Jones-3058/stats,live.dbpedia.org/page/Jumaine_Jones,live.dbpedia.org/data/Jumaine_Jones.json,1.27,1,27,27,Hawks,76ers,Georgia,2/10/79
Junior Burrough,1995,1995,"6'7""",79,NA,NA,6.68333066,80.2,252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,draftexpress.com/profile/Junior-Burrough-1882/,draftexpress.com/profile/Junior-Burrough-1882/stats,live.dbpedia.org/page/Junior_Burrough,live.dbpedia.org/data/Junior_Burrough.json,2.4,2,4,33,Celtics,Celtics,Virginia,1/18/73
Justin Anderson,2009,2009,NA,NA,"6'4""",76,6.3333308,76,208,"6'10.5""",82.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,draftexpress.com/profile/Justin-Anderson-5676/,draftexpress.com/profile/Justin-Anderson-5676/stats,live.dbpedia.org/page/Justin_Anderson,live.dbpedia.org/data/Justin_Anderson.json,NA,NA,NA,NA,NA,NA,NA,NA
Justin Anderson,2011,2011,NA,NA,"6'6""",78,6.4999974,78,222,"6'11""",83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,draftexpress.com/profile/Justin-Anderson-5676/,draftexpress.com/profile/Justin-Anderson-5676/stats,live.dbpedia.org/page/Justin_Anderson,live.dbpedia.org/data/Justin_Anderson.json,NA,NA,NA,NA,NA,NA,NA,NA
Justin Cage,2007,2007,"6'4.5""",76.5,"6'5.5""",77.5,6.45833075,77.5,229,"6'10""",82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,draftexpress.com/profile/Justin-Cage-1263/,draftexpress.com/profile/Justin-Cage-1263/stats,live.dbpedia.org/page/Justin_Cage,live.dbpedia.org/data/Justin_Cage.json,NA,NA,NA,NA,NA,NA,NA,NA
Justin Doellman,2007,2007,"6'8.75""",80.75,"6'9.5""",81.5,6.79166395,81.5,205,"6'8.75""",80.75,"8'9""",105,0.07,NA,NA,NA,NA,NA,NA,NA,NA,19,NA,NA,79,NA,draftexpress.com/profile/Justin-Doellman-1275/,draftexpress.com/profile/Justin-Doellman-1275/stats,live.dbpedia.org/page/Justin_Doellman,live.dbpedia.org/data/Justin_Doellman.json,NA,NA,NA,NA,NA,NA,NA,NA
Justin Gray,2006,2006,"6'1.5""",73.5,"6'2.5""",74.5,6.20833085,74.5,189,"6'4.25""",76.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,draftexpress.com/profile/Justin-Gray-7/,draftexpress.com/profile/Justin-Gray-7/stats,live.dbpedia.org/page/Justin_Gray,live.dbpedia.org/data/Justin_Gray.json,NA,NA,NA,NA,NA,NA,NA,NA
Justin Hamilton,2003,2003,"6'3""",75,"6'4.25""",76.25,6.354164125,76.25,217,"6'11""",83,"8'7""",103,0.08,NA,NA,30,"11'1""",133,37.5,"11'8.5""",140.5,17,11.18,3.18,11,NA,draftexpress.com/profile/Justin-Hamilton-5421/,draftexpress.com/profile/Justin-Hamilton-5421/stats,live.dbpedia.org/page/Justin_Hamilton,live.dbpedia.org/data/Justin_Hamilton.json,NA,NA,NA,NA,NA,NA,NA,NA
Justin Hamilton,2012,2012,"6'9.75""",81.75,"6'11.25""",83.25,6.937497225,83.25,264,"7'1.5""",85.5,"9'1.25""",109.25,0.155,10.75,NA,26.8,"11'4.05""",136.05,28.8,"11'6.05""",138.05,15,12.4,3.72,NA,45,http://www.draftexpress.com/profile/Justin-Hamilton-19074/,http://www.draftexpress.com/profile/Justin-Hamilton-19074/stats,live.dbpedia.org/page/Justin_Hamilton,live.dbpedia.org/data/Justin_Hamilton.json,2.15,2,15,45,76ers,76ers,LSU,4/1/90
Justin Harper,2011,2011,"6'8""",80,"6'8.75""",80.75,6.729163975,80.75,228,"6'11.75""",83.75,"8'10""",106,0.04,9,9.25,28.5,"11'2.5""",134.5,33,"11'7""",139,19,11.92,3.3,NA,32,draftexpress.com/profile/Justin-Harper-6341/,draftexpress.com/profile/Justin-Harper-6341/stats,live.dbpedia.org/page/Justin_Harper,live.dbpedia.org/data/Justin_Harper.json,2.2,2,2,32,Cavaliers,Magic,Richmond,8/30/89
Justin Hawkins,2008,2008,"6'5.75""",77.75,"6'7.5""",79.5,6.62499735,79.5,215,"6'9""",81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,draftexpress.com/profile/Justin-Hawkins-24956/,draftexpress.com/profile/Justin-Hawkins-24956/stats,live.dbpedia.org/page/Justin_Hawkins,live.dbpedia.org/data/Justin_Hawkins.json,NA,NA,NA,NA,NA,NA,NA,NA
Justin Holiday,2011,2011,"6'5.5""",77.5,"6'7""",79,6.5833307,79,177,"7'0.5""",84.5,"8'9.5""",105.5,0.038,8,NA,28.5,"11'2""",134,36.5,"11'10""",142,NA,8.81,3.95,NA,NA,draftexpress.com/profile/Justin-Holiday-6336/,draftexpress.com/profile/Justin-Holiday-6336/stats,live.dbpedia.org/page/Justin_Holiday,live.dbpedia.org/data/Justin_Holiday.json,NA,NA,NA,NA,NA,NA,NA,NA
Justin Hurtt,2011,2011,"6'3.25""",75.25,NA,NA,6.370830785,76.45,195,"6'7""",79,"8'3.25""",99.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,draftexpress.com/profile/Justin-Hurtt-6389/,draftexpress.com/profile/Justin-Hurtt-6389/stats,live.dbpedia.org/page/Justin_Hurtt,live.dbpedia.org/data/Justin_Hurtt.json,NA,NA,NA,NA,NA,NA,NA,NA
Justin Jackson,2011,2011,NA,NA,"6'7""",79,6.5833307,79,168,"6'9""",81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,draftexpress.com/profile/Justin-Jackson-7083/,draftexpress.com/profile/Justin-Jackson-7083/stats,live.dbpedia.org/page/Justin_Jackson,live.dbpedia.org/data/Justin_Jackson.json,NA,NA,NA,NA,NA,NA,NA,NA
Justin Jackson,2012,2012,NA,NA,"6'7""",79,6.5833307,79,173,"6'9.5""",81.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,draftexpress.com/profile/Justin-Jackson-7083/,draftexpress.com/profile/Justin-Jackson-7083/stats,live.dbpedia.org/page/Justin_Jackson,live.dbpedia.org/data/Justin_Jackson.json,NA,NA,NA,NA,NA,NA,NA,NA
Justin Love,2000,2000,"6'1.5""",73.5,"6'2.5""",74.5,6.20833085,74.5,206,"6'4.5""",76.5,"8'1.5""",97.5,NA,NA,NA,31,"10'8.5""",128.5,38.5,"11'4""",136,24,10.99,3.31,5,NA,draftexpress.com/profile/Justin-Love-37974/,draftexpress.com/profile/Justin-Love-37974/stats,live.dbpedia.org/page/Justin_Love,live.dbpedia.org/data/Justin_Love.json,NA,NA,NA,NA,NA,NA,NA,NA
Justin Martin,2009,2009,NA,NA,"6'6""",78,6.4999974,78,191,"6'10""",82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,draftexpress.com/profile/Justin-Martin-5748/,draftexpress.com/profile/Justin-Martin-5748/stats,live.dbpedia.org/page/Justin_Martin,live.dbpedia.org/data/Justin_Martin.json,NA,NA,NA,NA,NA,NA,NA,NA
Justin Neuhaus,2010,2010,"6'10""",82,NA,NA,6.93333056,83.2,220,"7'1""",85,"8'11.75""",107.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,draftexpress.com/profile/Justin-Neuhaus-42260/,draftexpress.com/profile/Justin-Neuhaus-42260/stats,live.dbpedia.org/page/Justin_Neuhaus,live.dbpedia.org/data/Justin_Neuhaus.json,NA,NA,NA,NA,NA,NA,NA,NA
Justin Williams,2006,2006,"6'7.25""",79.25,"6'8.75""",80.75,6.729163975,80.75,211,"7'1.5""",85.5,"9'1""",109,0.065,NA,NA,26.5,"11'3.5""",135.5,31.5,"11'8.5""",140.5,7,11.9,3.31,63,NA,draftexpress.com/profile/Justin-Williams-346/,draftexpress.com/profile/Justin-Williams-346/stats,live.dbpedia.org/page/Justin_Williams,live.dbpedia.org/data/Justin_Williams.json,NA,NA,NA,NA,NA,NA,NA,NA
Juwan Howard,1994,1994,"6'8.5""",80.5,NA,NA,6.80833061,81.7,253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,draftexpress.com/profile/Juwan-Howard-2883/,draftexpress.com/profile/Juwan-Howard-2883/stats,live.dbpedia.org/page/Juwan_Howard,live.dbpedia.org/data/Juwan_Howard.json,1.5,1,5,5,Wizards,Wizards,Michigan,2/7/73
Juwan Staten,2009,2009,NA,NA,"5'10.5""",70.5,5.87499765,70.5,169,"6'2""",74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,draftexpress.com/profile/Juwan-Staten-20264/,draftexpress.com/profile/Juwan-Staten-20264/stats,live.dbpedia.org/page/Juwan_Staten,live.dbpedia.org/data/Juwan_Staten.json,NA,NA,NA,NA,NA,NA,NA,NA
K.C. Rivers,2009,2009,"6'4""",76,"6'5""",77,6.4166641,77,211,"6'9""",81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,draftexpress.com/profile/K.C.-Rivers-5111/,draftexpress.com/profile/K.C.-Rivers-5111/stats,live.dbpedia.org/page/K.C._Rivers,live.dbpedia.org/data/K.C._Rivers.json,NA,NA,NA,NA,NA,NA,NA,NA
Kahiem Seawright,2009,2009,"6'6.25""",78.25,"6'7.5""",79.5,6.62499735,79.5,236,"7'0.75""",84.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,draftexpress.com/profile/Kahiem-Seawright-23161/,draftexpress.com/profile/Kahiem-Seawright-23161/stats,live.dbpedia.org/page/Kahiem_Seawright,live.dbpedia.org/data/Kahiem_Seawright.json,NA,NA,NA,NA,NA,NA,NA,NA
Kaleb Tarczewski,2012,2012,"6'10.25""",82.25,"6'11.75""",83.75,6.979163875,83.75,243,"6'11""",83,"9'0.5""",108.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,draftexpress.com/profile/Kaleb-Tarczewski-6290/,draftexpress.com/profile/Kaleb-Tarczewski-6290/stats,live.dbpedia.org/page/Kaleb_Tarczewski,live.dbpedia.org/data/Kaleb_Tarczewski.json,NA,NA,NA,NA,NA,NA,NA,NA
Kalin Lucas,2009,2009,NA,NA,"6'0.5""",72.5,6.04166425,72.5,186,"6'1.5""",73.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,draftexpress.com/profile/Kalin-Lucas-5308/,draftexpress.com/profile/Kalin-Lucas-5308/stats,live.dbpedia.org/page/Kalin_Lucas,live.dbpedia.org/data/Kalin_Lucas.json,NA,NA,NA,NA,NA,NA,NA,NA
Kameron Williams,2012,2012,NA,NA,"6'3""",75,6.2499975,75,161,"6'5""",77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,draftexpress.com/profile/Kameron-Williams-7179/,draftexpress.com/profile/Kameron-Williams-7179/stats,live.dbpedia.org/page/Kameron_Williams,live.dbpedia.org/data/Kameron_Williams.json,NA,NA,NA,NA,NA,NA,NA,NA
Kammron Taylor,2007,2007,"6'1.25""",73.25,"6'2.5""",74.5,6.20833085,74.5,166,"6'2.75""",74.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,draftexpress.com/profile/Kammron-Taylor-27438/,draftexpress.com/profile/Kammron-Taylor-27438/stats,live.dbpedia.org/page/Kammron_Taylor,live.dbpedia.org/data/Kammron_Taylor.json,NA,NA,NA,NA,NA,NA,NA,NA
