league,team,player,player_off_roster_13_14,season,id_contract_type,salary
nba,Rockets,Donatas Motiejunas,FALSE,2013-2014,G,1422720
nba,Rockets,Francisco Garcia,FALSE,2013-2014,G,1265977
nba,Rockets,Ronnie Brewer,FALSE,2013-2014,U,1186459
nba,Rockets,Omri Casspi,FALSE,2013-2014,G,947907
nba,Rockets,Reggie Williams,FALSE,2013-2014,U,947907
nba,Rockets,Chandler Parsons,FALSE,2013-2014,G,926500
nba,Rockets,Aaron Brooks,FALSE,2013-2014,G,884293
nba,Rockets,Marcus Camby,FALSE,2013-2014,G,884293
nba,Rockets,Greg Smith,FALSE,2013-2014,U,884293
nba,Rockets,Patrick Beverley,FALSE,2013-2014,U,788872
nba,Rockets,Isaiah Canaan,FALSE,2013-2014,G,570515
nba,Rockets,Robert Covington,FALSE,2013-2014,G,490180
nba,Rockets,Jordan Henriquez,FALSE,2013-2014,U,490180
nba,Rockets,B.J. Young,FALSE,2013-2014,U,490180
nba,Rockets,Tyler Honeycutt,TRUE,2013-2014,G,100000
nba,Rockets,Dwight Howard,FALSE,2014-2015,G,21436271
nba,Rockets,James Harden,FALSE,2014-2015,G,14728844
nba,Rockets,Omer Asik,FALSE,2014-2015,G,8374646
nba,Rockets,Jeremy Lin,FALSE,2014-2015,G,8374646
nba,Rockets,Terrence Jones,FALSE,2014-2015,TO,1618680
nba,Rockets,Donatas Motiejunas,FALSE,2014-2015,TO,1483920
nba,Rockets,Francisco Garcia,FALSE,2014-2015,PO,1316809
nba,Rockets,Ronnie Brewer,FALSE,2014-2015,U,1310286
nba,Rockets,Omri Casspi,FALSE,2014-2015,U,1063384
nba,Rockets,Reggie Williams,FALSE,2014-2015,U,1063384
nba,Rockets,Chandler Parsons,FALSE,2014-2015,U,964750
nba,Rockets,Greg Smith,FALSE,2014-2015,QO,1148163
nba,Rockets,Patrick Beverley,FALSE,2014-2015,U,915243
nba,Rockets,Isaiah Canaan,FALSE,2014-2015,G,816482
nba,Rockets,Robert Covington,FALSE,2014-2015,U,816482
nba,Rockets,Jordan Henriquez,FALSE,2014-2015,U,816482
nba,Rockets,B.J. Young,FALSE,2014-2015,U,816482
nba,Rockets,Dwight Howard,FALSE,2015-2016,G,22359364
nba,Rockets,James Harden,FALSE,2015-2016,G,15756438
nba,Rockets,Terrence Jones,FALSE,2015-2016,TO,2489530
nba,Rockets,Donatas Motiejunas,FALSE,2015-2016,TO,2288205
nba,Rockets,Patrick Beverley,FALSE,2015-2016,QO,1181348
nba,Rockets,Isaiah Canaan,FALSE,2015-2016,U,947276
nba,Rockets,Robert Covington,FALSE,2015-2016,U,947276
nba,Rockets,Jordan Henriquez,FALSE,2015-2016,U,947276
nba,Rockets,B.J. Young,FALSE,2015-2016,U,947276
nba,Rockets,Dwight Howard,FALSE,2016-2017,PO,23282457
nba,Rockets,James Harden,FALSE,2016-2017,G,16784031
nba,Rockets,Terrence Jones,FALSE,2016-2017,QO,3532643
nba,Rockets,Donatas Motiejunas,FALSE,2016-2017,QO,3278997
nba,Rockets,Isaiah Canaan,FALSE,2016-2017,QO,1215696
nba,Rockets,Robert Covington,FALSE,2016-2017,QO,1215696
nba,Rockets,Jordan Henriquez,FALSE,2016-2017,QO,1215696
nba,Rockets,B.J. Young,FALSE,2016-2017,QO,1215696
nba,Rockets,James Harden,FALSE,2017-2018,U,17811625
nba,Sixers,Thaddeus Young,FALSE,2013-2014,G,8850000
nba,Sixers,Evan Turner,FALSE,2013-2014,G,6679867
nba,Sixers,Spencer Hawes,FALSE,2013-2014,G,6600000
nba,Sixers,Jason Richardson,FALSE,2013-2014,G,6204250
nba,Sixers,Lavoy Allen,FALSE,2013-2014,G,3060000
nba,Sixers,Kwame Brown,FALSE,2013-2014,G,2945901
nba,Sixers,Royce White,FALSE,2013-2014,G,1719480
nba,Sixers,Tony Wroten,FALSE,2013-2014,G,1160040
nba,Sixers,Arnett Moultrie,FALSE,2013-2014,G,1089240
nba,Sixers,James Anderson,FALSE,2013-2014,U,916099
nba,Sixers,Tim Ohlbrecht,FALSE,2013-2014,U,788872
nba,Sixers,Thaddeus Young,FALSE,2014-2015,G,9410869
nba,Sixers,Evan Turner,FALSE,2014-2015,QO,8717226
nba,Sixers,Jason Richardson,FALSE,2014-2015,PO,6601125
nba,Sixers,Lavoy Allen,FALSE,2014-2015,QO,3825000
nba,Sixers,Royce White,FALSE,2014-2015,TO,1793520
nba,Sixers,Tony Wroten,FALSE,2014-2015,TO,1210080
nba,Sixers,Arnett Moultrie,FALSE,2014-2015,TO,1136160
nba,Sixers,James Anderson,FALSE,2014-2015,U,981084
nba,Sixers,Tim Ohlbrecht,FALSE,2014-2015,U,915243
nba,Sixers,Thaddeus Young,FALSE,2015-2016,ETO,9971739
nba,Sixers,Royce White,FALSE,2015-2016,TO,2751260
nba,Sixers,Tony Wroten,FALSE,2015-2016,TO,2179354
nba,Sixers,Arnett Moultrie,FALSE,2015-2016,TO,2049633
nba,Sixers,Tim Ohlbrecht,FALSE,2015-2016,QO,1181348
nba,Sixers,Royce White,FALSE,2016-2017,QO,3865520
nba,Sixers,Tony Wroten,FALSE,2016-2017,QO,3201471
nba,Sixers,Arnett Moultrie,FALSE,2016-2017,QO,3039605
nba,Spurs,Tony Parker,FALSE,2013-2014,G,12500000
nba,Spurs,Tim Duncan,FALSE,2013-2014,G,10361446
nba,Spurs,Tiago Splitter,FALSE,2013-2014,G,10000000
nba,Spurs,Manu Ginobili,FALSE,2013-2014,G,7500000
nba,Spurs,Boris Diaw,FALSE,2013-2014,G,4702500
nba,Spurs,Matt Bonner,FALSE,2013-2014,G,3945000
nba,Spurs,Danny Green,FALSE,2013-2014,G,3762500
nba,Spurs,Marco Belinelli,FALSE,2013-2014,G,2750000
nba,Spurs,Kawhi Leonard,FALSE,2013-2014,G,1887840
nba,Spurs,Jeff Pendergraph,FALSE,2013-2014,G,1750000
nba,Spurs,Nando De Colo,FALSE,2013-2014,G,1463000
nba,Spurs,Patrick Mills,FALSE,2013-2014,G,1133950
nba,Spurs,Cory Joseph,FALSE,2013-2014,G,1120920
nba,Spurs,Aron Baynes,FALSE,2013-2014,G,788872
nba,Spurs,Tony Parker,FALSE,2014-2015,G,12500000
nba,Spurs,Tim Duncan,FALSE,2014-2015,PO,10000000
nba,Spurs,Tiago Splitter,FALSE,2014-2015,G,9250000
nba,Spurs,Manu Ginobili,FALSE,2014-2015,G,7000000
nba,Spurs,Danny Green,FALSE,2014-2015,G,4025000
nba,Spurs,Marco Belinelli,FALSE,2014-2015,G,2873750
nba,Spurs,Kawhi Leonard,FALSE,2014-2015,TO,2894059
nba,Spurs,Jeff Pendergraph,FALSE,2014-2015,G,1828750
nba,Spurs,Nando De Colo,FALSE,2014-2015,QO,1828750
nba,Spurs,Cory Joseph,FALSE,2014-2015,TO,2023261
nba,Spurs,Aron Baynes,FALSE,2014-2015,QO,1115243
nba,Spurs,Tiago Splitter,FALSE,2015-2016,G,8500000
nba,Spurs,Kawhi Leonard,FALSE,2015-2016,QO,4045894
nba,Spurs,Cory Joseph,FALSE,2015-2016,QO,3034891
nba,Spurs,Tiago Splitter,FALSE,2016-2017,G,8250000
nba,Suns,Marcin Gortat,FALSE,2013-2014,G,7727280
nba,Suns,Goran Dragic,FALSE,2013-2014,G,7500000
nba,Suns,Channing Frye,FALSE,2013-2014,G,6400000
nba,Suns,Shannon Brown,FALSE,2013-2014,G,3500000
nba,Suns,Gerald Green,FALSE,2013-2014,G,3500000
nba,Suns,Alex Len,FALSE,2013-2014,G,3492720
nba,Suns,Eric Bledsoe,FALSE,2013-2014,G,2626473
nba,Suns,Markieff Morris,FALSE,2013-2014,G,2091840
nba,Suns,Kendall Marshall,FALSE,2013-2014,G,2005560
nba,Suns,Marcus Morris,FALSE,2013-2014,G,1987320
nba,Suns,Viacheslav Kravtsov,FALSE,2013-2014,G,1500000
nba,Suns,Miles Plumlee,FALSE,2013-2014,G,1121520
nba,Suns,Archie Goodwin,FALSE,2013-2014,G,1064400
nba,Suns,Ish Smith,FALSE,2013-2014,G,951463
nba,Suns,Malcolm Lee,FALSE,2013-2014,G,884293
nba,Suns,P.J. Tucker,FALSE,2013-2014,G,884293
nba,Suns,Hamed Haddadi,TRUE,2013-2014,G,200000
nba,Suns,Goran Dragic,FALSE,2014-2015,G,7500000
nba,Suns,Channing Frye,FALSE,2014-2015,PO,6800000
nba,Suns,Gerald Green,FALSE,2014-2015,G,3500000
nba,Suns,Alex Len,FALSE,2014-2015,G,3649920
nba,Suns,Eric Bledsoe,FALSE,2014-2015,QO,3726966
nba,Suns,Markieff Morris,FALSE,2014-2015,TO,2989239
nba,Suns,Kendall Marshall,FALSE,2014-2015,TO,2091840
nba,Suns,Marcus Morris,FALSE,2014-2015,TO,2943221
nba,Suns,Viacheslav Kravtsov,FALSE,2014-2015,QO,1875000
nba,Suns,Miles Plumlee,FALSE,2014-2015,TO,1169880
nba,Suns,Archie Goodwin,FALSE,2014-2015,G,1112280
nba,Suns,Ish Smith,FALSE,2014-2015,U,992435
nba,Suns,Malcolm Lee,FALSE,2014-2015,QO,1148163
nba,Suns,P.J. Tucker,FALSE,2014-2015,QO,1148163
nba,Suns,Goran Dragic,FALSE,2015-2016,PO,7500000
nba,Suns,Alex Len,FALSE,2015-2016,TO,3807120
nba,Suns,Markieff Morris,FALSE,2015-2016,QO,4134118
nba,Suns,Kendall Marshall,FALSE,2015-2016,TO,2989239
nba,Suns,Marcus Morris,FALSE,2015-2016,QO,4094020
nba,Suns,Miles Plumlee,FALSE,2015-2016,TO,2109294
nba,Suns,Archie Goodwin,FALSE,2015-2016,TO,1160160
nba,Suns,Alex Len,FALSE,2016-2017,TO,4823621
nba,Suns,Kendall Marshall,FALSE,2016-2017,QO,4134118
nba,Suns,Miles Plumlee,FALSE,2016-2017,QO,3113317
nba,Suns,Archie Goodwin,FALSE,2016-2017,TO,2094089
nba,Suns,Alex Len,FALSE,2017-2018,QO,6396121
nba,Suns,Archie Goodwin,FALSE,2017-2018,QO,3141133
nba,Thunder,Kevin Durant,FALSE,2013-2014,G,17832627
nba,Thunder,Russell Westbrook,FALSE,2013-2014,G,14693906
nba,Thunder,Serge Ibaka,FALSE,2013-2014,G,12350000
nba,Thunder,Kendrick Perkins,FALSE,2013-2014,G,8727437
nba,Thunder,Thabo Sefolosha,FALSE,2013-2014,G,3900000
nba,Thunder,Nick Collison,FALSE,2013-2014,G,2585668
nba,Thunder,Jeremy Lamb,FALSE,2013-2014,G,2111160
nba,Thunder,Steven Adams,FALSE,2013-2014,G,2090880
nba,Thunder,Reggie Jackson,FALSE,2013-2014,G,1260360
nba,Thunder,Hasheem Thabeet,FALSE,2013-2014,U,1200000
nba,Thunder,Perry Jones,FALSE,2013-2014,G,1082520
nba,Thunder,Daniel Orton,FALSE,2013-2014,U,916099
nba,Thunder,Derek Fisher,FALSE,2013-2014,G,884293
nba,Thunder,Ryan Gomes,FALSE,2013-2014,U,884293
nba,Thunder,Andre Roberson,FALSE,2013-2014,G,740560
nba,Thunder,Kevin Durant,FALSE,2014-2015,G,18995624
nba,Thunder,Russell Westbrook,FALSE,2014-2015,G,15719063
nba,Thunder,Serge Ibaka,FALSE,2014-2015,G,12350000
nba,Thunder,Kendrick Perkins,FALSE,2014-2015,G,9404342
nba,Thunder,Nick Collison,FALSE,2014-2015,G,2242003
nba,Thunder,Jeremy Lamb,FALSE,2014-2015,TO,2202000
nba,Thunder,Steven Adams,FALSE,2014-2015,G,2184960
nba,Thunder,Reggie Jackson,FALSE,2014-2015,TO,2204369
nba,Thunder,Hasheem Thabeet,FALSE,2014-2015,U,1250000
nba,Thunder,Perry Jones,FALSE,2014-2015,TO,1129200
nba,Thunder,Daniel Orton,FALSE,2014-2015,U,981084
nba,Thunder,Andre Roberson,FALSE,2014-2015,G,1160880
nba,Thunder,Kevin Durant,FALSE,2015-2016,G,20158622
nba,Thunder,Russell Westbrook,FALSE,2015-2016,G,16744219
nba,Thunder,Serge Ibaka,FALSE,2015-2016,G,12350000
nba,Thunder,Jeremy Lamb,FALSE,2015-2016,TO,3034356
nba,Thunder,Steven Adams,FALSE,2015-2016,TO,2279040
nba,Thunder,Reggie Jackson,FALSE,2015-2016,QO,3222788
nba,Thunder,Perry Jones,FALSE,2015-2016,TO,2038206
nba,Thunder,Andre Roberson,FALSE,2015-2016,TO,1210800
nba,Thunder,Russell Westbrook,FALSE,2016-2017,G,17769374
nba,Thunder,Serge Ibaka,FALSE,2016-2017,G,12350000
nba,Thunder,Jeremy Lamb,FALSE,2016-2017,QO,4175274
nba,Thunder,Steven Adams,FALSE,2016-2017,TO,3140518
nba,Thunder,Perry Jones,FALSE,2016-2017,QO,3036927
nba,Thunder,Andre Roberson,FALSE,2016-2017,TO,2183072
nba,Thunder,Steven Adams,FALSE,2017-2018,QO,4321352
nba,Thunder,Andre Roberson,FALSE,2017-2018,QO,3222215
nba,Timberwolves,Kevin Love,FALSE,2013-2014,G,14693906
nba,Timberwolves,Nikola Pekovic,FALSE,2013-2014,G,12100000
nba,Timberwolves,Kevin Martin,FALSE,2013-2014,G,6500000
nba,Timberwolves,Derrick Williams,FALSE,2013-2014,G,5016960
nba,Timberwolves,Chase Budinger,FALSE,2013-2014,G,5000000
nba,Timberwolves,Jose Juan Barea,FALSE,2013-2014,G,4687000
nba,Timberwolves,Corey Brewer,FALSE,2013-2014,G,4500000
nba,Timberwolves,Ricky Rubio,FALSE,2013-2014,G,3678358
nba,Timberwolves,Alexey Shved,FALSE,2013-2014,G,3150000
nba,Timberwolves,Dante Cunningham,FALSE,2013-2014,G,2180000
nba,Timberwolves,Shabazz Muhammad,FALSE,2013-2014,G,1887120
nba,Timberwolves,Ronny Turiaf,FALSE,2013-2014,G,1500000
nba,Timberwolves,Gorgui Dieng,FALSE,2013-2014,G,1352640
nba,Timberwolves,Chris Johnson,FALSE,2013-2014,G,916099
nba,Timberwolves,Kevin Love,FALSE,2014-2015,G,15719063
nba,Timberwolves,Nikola Pekovic,FALSE,2014-2015,G,12100000
nba,Timberwolves,Kevin Martin,FALSE,2014-2015,G,6792500
nba,Timberwolves,Derrick Williams,FALSE,2014-2015,TO,6331404
nba,Timberwolves,Chase Budinger,FALSE,2014-2015,G,5000000
nba,Timberwolves,Jose Juan Barea,FALSE,2014-2015,G,4519500
nba,Timberwolves,Corey Brewer,FALSE,2014-2015,G,4702500
nba,Timberwolves,Ricky Rubio,FALSE,2014-2015,TO,4660479
nba,Timberwolves,Alexey Shved,FALSE,2014-2015,G,3282056
nba,Timberwolves,Shabazz Muhammad,FALSE,2014-2015,G,1971960
nba,Timberwolves,Ronny Turiaf,FALSE,2014-2015,G,1500000
nba,Timberwolves,Gorgui Dieng,FALSE,2014-2015,G,1413480
nba,Timberwolves,Kevin Love,FALSE,2015-2016,PO,16744219
nba,Timberwolves,Nikola Pekovic,FALSE,2015-2016,G,12100000
nba,Timberwolves,Kevin Martin,FALSE,2015-2016,G,7085000
nba,Timberwolves,Derrick Williams,FALSE,2015-2016,QO,8262482
nba,Timberwolves,Chase Budinger,FALSE,2015-2016,PO,5000000
nba,Timberwolves,Corey Brewer,FALSE,2015-2016,PO,4905000
nba,Timberwolves,Ricky Rubio,FALSE,2015-2016,QO,6179795
nba,Timberwolves,Alexey Shved,FALSE,2015-2016,QO,4102570
nba,Timberwolves,Shabazz Muhammad,FALSE,2015-2016,TO,2056920
nba,Timberwolves,Gorgui Dieng,FALSE,2015-2016,TO,1474440
nba,Timberwolves,Nikola Pekovic,FALSE,2016-2017,G,12100000
nba,Timberwolves,Kevin Martin,FALSE,2016-2017,PO,7377500
nba,Timberwolves,Shabazz Muhammad,FALSE,2016-2017,TO,3046299
nba,Timberwolves,Gorgui Dieng,FALSE,2016-2017,TO,2348783
nba,Timberwolves,Nikola Pekovic,FALSE,2017-2018,G,11600000
nba,Timberwolves,Shabazz Muhammad,FALSE,2017-2018,QO,4237401
nba,Timberwolves,Gorgui Dieng,FALSE,2017-2018,QO,3384596
nba,Trail Blazers,LaMarcus Aldridge,FALSE,2013-2014,G,14878000
nba,Trail Blazers,Nicolas Batum,FALSE,2013-2014,G,11295250
nba,Trail Blazers,Wesley Matthews,FALSE,2013-2014,G,6875480
nba,Trail Blazers,Robin Lopez,FALSE,2013-2014,G,5904261
nba,Trail Blazers,Thomas Robinson,FALSE,2013-2014,G,3526440
nba,Trail Blazers,Damian Lillard,FALSE,2013-2014,G,3202920
nba,Trail Blazers,Dorell Wright,FALSE,2013-2014,G,3000000
nba,Trail Blazers,Joel Freeland,FALSE,2013-2014,G,2897976
nba,Trail Blazers,Mo Williams,FALSE,2013-2014,G,2652000
nba,Trail Blazers,C.J. McCollum,FALSE,2013-2014,G,2316720
nba,Trail Blazers,Meyers Leonard,FALSE,2013-2014,G,2222160
nba,Trail Blazers,Victor Claver,FALSE,2013-2014,G,1330000
nba,Trail Blazers,Terrel Harris,FALSE,2013-2014,U,884293
nba,Trail Blazers,Earl Watson,FALSE,2013-2014,G,884293
nba,Trail Blazers,Allen Crabbe,FALSE,2013-2014,G,825000
nba,Trail Blazers,Will Barton,FALSE,2013-2014,G,788872
nba,Trail Blazers,Dee Bost,FALSE,2013-2014,U,490180
nba,Trail Blazers,LaMarcus Aldridge,FALSE,2014-2015,G,16006000
nba,Trail Blazers,Nicolas Batum,FALSE,2014-2015,G,11765500
nba,Trail Blazers,Wesley Matthews,FALSE,2014-2015,G,7245640
nba,Trail Blazers,Robin Lopez,FALSE,2014-2015,G,6124728
nba,Trail Blazers,Thomas Robinson,FALSE,2014-2015,TO,3678360
nba,Trail Blazers,Damian Lillard,FALSE,2014-2015,TO,3340920
nba,Trail Blazers,Dorell Wright,FALSE,2014-2015,G,3135000
nba,Trail Blazers,Joel Freeland,FALSE,2014-2015,G,3013512
nba,Trail Blazers,Mo Williams,FALSE,2014-2015,PO,2771340
nba,Trail Blazers,C.J. McCollum,FALSE,2014-2015,G,2421000
nba,Trail Blazers,Meyers Leonard,FALSE,2014-2015,TO,2317920
nba,Trail Blazers,Victor Claver,FALSE,2014-2015,G,1370000
nba,Trail Blazers,Terrel Harris,FALSE,2014-2015,QO,1148163
nba,Trail Blazers,Allen Crabbe,FALSE,2014-2015,G,862000
nba,Trail Blazers,Will Barton,FALSE,2014-2015,U,915243
nba,Trail Blazers,Dee Bost,FALSE,2014-2015,U,816482
nba,Trail Blazers,Nicolas Batum,FALSE,2015-2016,G,12235750
nba,Trail Blazers,Thomas Robinson,FALSE,2015-2016,TO,4660482
nba,Trail Blazers,Damian Lillard,FALSE,2015-2016,TO,4236287
nba,Trail Blazers,Joel Freeland,FALSE,2015-2016,QO,3766890
nba,Trail Blazers,C.J. McCollum,FALSE,2015-2016,TO,2525160
nba,Trail Blazers,Meyers Leonard,FALSE,2015-2016,TO,3075880
nba,Trail Blazers,Victor Claver,FALSE,2015-2016,QO,1712500
nba,Trail Blazers,Allen Crabbe,FALSE,2015-2016,U,947276
nba,Trail Blazers,Will Barton,FALSE,2015-2016,QO,1181348
nba,Trail Blazers,Dee Bost,FALSE,2015-2016,QO,1147276
nba,Trail Blazers,Thomas Robinson,FALSE,2016-2017,QO,6179799
nba,Trail Blazers,Damian Lillard,FALSE,2016-2017,QO,5651206
nba,Trail Blazers,C.J. McCollum,FALSE,2016-2017,TO,3219579
nba,Trail Blazers,Meyers Leonard,FALSE,2016-2017,QO,4210880
nba,Trail Blazers,Allen Crabbe,FALSE,2016-2017,QO,1215696
nba,Trail Blazers,C.J. McCollum,FALSE,2017-2018,QO,4385067
nba,Warriors,Andrew Bogut,FALSE,2013-2014,G,14000000
nba,Warriors,David Lee,FALSE,2013-2014,G,13878000
nba,Warriors,Andre Iguodala,FALSE,2013-2014,G,12868632
nba,Warriors,Stephen Curry,FALSE,2013-2014,G,9887642
nba,Warriors,Marreese Speights,FALSE,2013-2014,G,3500000
nba,Warriors,Harrison Barnes,FALSE,2013-2014,G,2923920
nba,Warriors,Klay Thompson,FALSE,2013-2014,G,2317920
nba,Warriors,Jermaine O'Neal,FALSE,2013-2014,G,2000000
nba,Warriors,Toney Douglas,FALSE,2013-2014,G,1600000
nba,Warriors,Festus Ezeli,FALSE,2013-2014,G,1066920
nba,Warriors,Nemanja Nedovic,FALSE,2013-2014,G,1056720
nba,Warriors,Draymond Green,FALSE,2013-2014,G,875500
nba,Warriors,Kent Bazemore,FALSE,2013-2014,U,788872
nba,Warriors,Seth Curry,FALSE,2013-2014,U,490180
nba,Warriors,Dewayne Dedmon,FALSE,2013-2014,U,490180
nba,Warriors,David Lee,FALSE,2014-2015,G,15012000
nba,Warriors,Andre Iguodala,FALSE,2014-2015,G,12289544
nba,Warriors,Stephen Curry,FALSE,2014-2015,G,10629213
nba,Warriors,Marreese Speights,FALSE,2014-2015,G,3657500
nba,Warriors,Harrison Barnes,FALSE,2014-2015,TO,3049920
nba,Warriors,Klay Thompson,FALSE,2014-2015,TO,3075880
nba,Warriors,Festus Ezeli,FALSE,2014-2015,TO,1112880
nba,Warriors,Nemanja Nedovic,FALSE,2014-2015,G,1104240
nba,Warriors,Draymond Green,FALSE,2014-2015,U,915243
nba,Warriors,Kent Bazemore,FALSE,2014-2015,QO,1115243
nba,Warriors,Seth Curry,FALSE,2014-2015,QO,1016482
nba,Warriors,Dewayne Dedmon,FALSE,2014-2015,QO,1016482
nba,Warriors,David Lee,FALSE,2015-2016,G,15493680
nba,Warriors,Andre Iguodala,FALSE,2015-2016,G,11710456
nba,Warriors,Stephen Curry,FALSE,2015-2016,G,11370786
nba,Warriors,Marreese Speights,FALSE,2015-2016,TO,3815000
nba,Warriors,Harrison Barnes,FALSE,2015-2016,TO,3873398
nba,Warriors,Klay Thompson,FALSE,2015-2016,WO,4210880
nba,Warriors,Festus Ezeli,FALSE,2015-2016,TO,2008748
nba,Warriors,Nemanja Nedovic,FALSE,2015-2016,TO,1151760
nba,Warriors,Draymond Green,FALSE,2015-2016,QO,1181348
nba,Warriors,Andre Iguodala,FALSE,2016-2017,G,11131368
nba,Warriors,Stephen Curry,FALSE,2016-2017,G,12112359
nba,Warriors,Harrison Barnes,FALSE,2016-2017,QO,5194227
nba,Warriors,Festus Ezeli,FALSE,2016-2017,QO,3013123
nba,Warriors,Nemanja Nedovic,FALSE,2016-2017,TO,2078927
nba,Warriors,Nemanja Nedovic,FALSE,2017-2018,QO,3118390
nba,Wizards,Emeka Okafor,FALSE,2013-2014,G,14487500
nba,Wizards,Nene,FALSE,2013-2014,G,13000000
nba,Wizards,Trevor Ariza,FALSE,2013-2014,G,7727280
nba,Wizards,John Wall,FALSE,2013-2014,G,7459925
nba,Wizards,Bradley Beal,FALSE,2013-2014,G,4319280
nba,Wizards,Otto Porter,FALSE,2013-2014,G,4278000
nba,Wizards,Jan Vesely,FALSE,2013-2014,G,3340920
nba,Wizards,Kevin Seraphin,FALSE,2013-2014,G,2761114
nba,Wizards,Trevor Booker,FALSE,2013-2014,G,2350820
nba,Wizards,Eric Maynor,FALSE,2013-2014,G,2016000
nba,Wizards,Chris Singleton,FALSE,2013-2014,G,1618680
nba,Wizards,Al Harrington,FALSE,2013-2014,G,884293
nba,Wizards,Garrett Temple,FALSE,2013-2014,G,884293
nba,Wizards,Glen Rice Jr,FALSE,2013-2014,G,490180
nba,Wizards,Nene,FALSE,2014-2015,G,13000000
nba,Wizards,John Wall,FALSE,2014-2015,G,13701250
nba,Wizards,Bradley Beal,FALSE,2014-2015,TO,4505280
nba,Wizards,Otto Porter,FALSE,2014-2015,G,4470480
nba,Wizards,Jan Vesely,FALSE,2014-2015,TO,4236287
nba,Wizards,Kevin Seraphin,FALSE,2014-2015,QO,3898692
nba,Wizards,Trevor Booker,FALSE,2014-2015,QO,3420443
nba,Wizards,Eric Maynor,FALSE,2014-2015,PO,2106720
nba,Wizards,Chris Singleton,FALSE,2014-2015,TO,2489530
nba,Wizards,Glen Rice Jr,FALSE,2014-2015,U,816482
nba,Wizards,Nene,FALSE,2015-2016,G,13000000
nba,Wizards,John Wall,FALSE,2015-2016,G,14728844
nba,Wizards,Bradley Beal,FALSE,2015-2016,TO,5694674
nba,Wizards,Otto Porter,FALSE,2015-2016,TO,4662960
nba,Wizards,Jan Vesely,FALSE,2015-2016,QO,5651206
nba,Wizards,Chris Singleton,FALSE,2015-2016,QO,3532643
nba,Wizards,Glen Rice Jr,FALSE,2015-2016,QO,1147276
nba,Wizards,John Wall,FALSE,2016-2017,G,15756438
nba,Wizards,Bradley Beal,FALSE,2016-2017,U,7471412
nba,Wizards,Otto Porter,FALSE,2016-2017,QO,5893981
nba,Wizards,John Wall,FALSE,2017-2018,TO,16784031
nba,Wizards,Otto Porter,FALSE,2017-2018,QO,7732904
nba,Wizards,John Wall,FALSE,2018-2019,G,17811625
