league,team,player,player_off_roster_13_14,season,id_contract_type,salary
nba,Kings,Jason Thompson,FALSE,2013-2014,G,5643750
nba,Kings,DeMarcus Cousins,FALSE,2013-2014,G,4916974
nba,Kings,Luc Mbah A Moute,FALSE,2013-2014,G,4588384
nba,Kings,Patrick Patterson,FALSE,2013-2014,G,3105301
nba,Kings,Travis Outlaw,FALSE,2013-2014,G,3000000
nba,Kings,Ben McLemore,FALSE,2013-2014,G,2895960
nba,Kings,Jimmer Fredette,FALSE,2013-2014,G,2439840
nba,Kings,Greivis Vasquez,FALSE,2013-2014,G,2150188
nba,Kings,Isaiah Thomas,FALSE,2013-2014,G,884293
nba,Kings,Aaron Brooks,TRUE,2013-2014,G,674194
nba,Kings,Ray McCallum,FALSE,2013-2014,G,524616
nba,Kings,Trent Lockett,FALSE,2013-2014,U,490180
nba,Kings,Marcus Thornton,FALSE,2014-2015,G,8575000
nba,Kings,John Salmons,FALSE,2014-2015,U,7000000
nba,Kings,Carl Landry,FALSE,2014-2015,G,6500000
nba,Kings,Chuck Hayes,FALSE,2014-2015,G,5958750
nba,Kings,Jason Thompson,FALSE,2014-2015,G,6037500
nba,Kings,DeMarcus Cousins,FALSE,2014-2015,QO,6519907
nba,Kings,Luc Mbah A Moute,FALSE,2014-2015,G,4382576
nba,Kings,Patrick Patterson,FALSE,2014-2015,QO,4319474
nba,Kings,Travis Outlaw,FALSE,2014-2015,G,3000000
nba,Kings,Ben McLemore,FALSE,2014-2015,G,3026280
nba,Kings,Jimmer Fredette,FALSE,2014-2015,TO,3110796
nba,Kings,Greivis Vasquez,FALSE,2014-2015,QO,3203780
nba,Kings,Isaiah Thomas,FALSE,2014-2015,QO,1148163
nba,Kings,Ray McCallum,FALSE,2014-2015,G,816482
nba,Kings,Trent Lockett,FALSE,2014-2015,U,816482
nba,Kings,Carl Landry,FALSE,2015-2016,G,6500000
nba,Kings,Jason Thompson,FALSE,2015-2016,G,6431250
nba,Kings,Ben McLemore,FALSE,2015-2016,TO,3156600
nba,Kings,Jimmer Fredette,FALSE,2015-2016,QO,4236904
nba,Kings,Ray McCallum,FALSE,2015-2016,U,947276
nba,Kings,Trent Lockett,FALSE,2015-2016,QO,1147276
nba,Kings,Carl Landry,FALSE,2016-2017,G,6500000
nba,Kings,Jason Thompson,FALSE,2016-2017,U,6825000
nba,Kings,Ben McLemore,FALSE,2016-2017,TO,4008882
nba,Kings,Ray McCallum,FALSE,2016-2017,QO,1215696
nba,Kings,Ben McLemore,FALSE,2017-2018,QO,5375911
nba,Knicks,Amar'e Stoudemire,FALSE,2013-2014,G,21679893
nba,Knicks,Carmelo Anthony,FALSE,2013-2014,G,21388954
nba,Knicks,Tyson Chandler,FALSE,2013-2014,G,14100538
nba,Knicks,Andrea Bargnani,FALSE,2013-2014,G,11862500
nba,Knicks,J.R. Smith,FALSE,2013-2014,G,5565000
nba,Knicks,Raymond Felton,FALSE,2013-2014,G,3637073
nba,Knicks,Iman Shumpert,FALSE,2013-2014,G,1703760
nba,Knicks,Pablo Prigioni,FALSE,2013-2014,G,1591350
nba,Knicks,Metta World Peace,FALSE,2013-2014,G,1590000
nba,Knicks,Tim Hardaway Jr,FALSE,2013-2014,G,1196760
nba,Knicks,Kenyon Martin,FALSE,2013-2014,G,884293
nba,Knicks,Jeremy Tyler,FALSE,2013-2014,U,884293
nba,Knicks,Beno Udrih,FALSE,2013-2014,G,884293
nba,Knicks,C.J. Leslie,FALSE,2013-2014,U,490180
nba,Knicks,Chris Smith,FALSE,2013-2014,U,490180
nba,Knicks,Amar'e Stoudemire,FALSE,2014-2015,ETO,23410988
nba,Knicks,Carmelo Anthony,FALSE,2014-2015,ETO,23333405
nba,Knicks,Tyson Chandler,FALSE,2014-2015,G,14596888
nba,Knicks,Andrea Bargnani,FALSE,2014-2015,ETO,11500000
nba,Knicks,J.R. Smith,FALSE,2014-2015,G,5982375
nba,Knicks,Raymond Felton,FALSE,2014-2015,G,3793693
nba,Knicks,Iman Shumpert,FALSE,2014-2015,TO,2616975
nba,Knicks,Pablo Prigioni,FALSE,2014-2015,G,1662961
nba,Knicks,Metta World Peace,FALSE,2014-2015,PO,1661550
nba,Knicks,Tim Hardaway Jr,FALSE,2014-2015,G,1250640
nba,Knicks,Jeremy Tyler,FALSE,2014-2015,U,948163
nba,Knicks,C.J. Leslie,FALSE,2014-2015,U,816482
nba,Knicks,Chris Smith,FALSE,2014-2015,U,816482
nba,Knicks,J.R. Smith,FALSE,2015-2016,PO,6399750
nba,Knicks,Raymond Felton,FALSE,2015-2016,PO,3950313
nba,Knicks,Iman Shumpert,FALSE,2015-2016,QO,3695169
nba,Knicks,Pablo Prigioni,FALSE,2015-2016,U,1734572
nba,Knicks,Tim Hardaway Jr,FALSE,2015-2016,TO,1304520
nba,Knicks,C.J. Leslie,FALSE,2015-2016,QO,1147276
nba,Knicks,Chris Smith,FALSE,2015-2016,QO,1147276
nba,Knicks,Tim Hardaway Jr,FALSE,2016-2017,TO,2281605
nba,Knicks,Tim Hardaway Jr,FALSE,2017-2018,QO,3335707
nba,Lakers,Kobe Bryant,FALSE,2013-2014,G,30453805
nba,Lakers,Pau Gasol,FALSE,2013-2014,G,19285850
nba,Lakers,Steve Nash,FALSE,2013-2014,G,9300500
nba,Lakers,Steve Blake,FALSE,2013-2014,G,4000000
nba,Lakers,Jordan Hill,FALSE,2013-2014,G,3500000
nba,Lakers,Chris Kaman,FALSE,2013-2014,G,3183000
nba,Lakers,Jodie Meeks,FALSE,2013-2014,G,1550000
nba,Lakers,Chris Duhon,TRUE,2013-2014,G,1500000
nba,Lakers,Nick Young,FALSE,2013-2014,G,1106942
nba,Lakers,Jordan Farmar,FALSE,2013-2014,G,884293
nba,Lakers,Xavier Henry,FALSE,2013-2014,U,884293
nba,Lakers,Wesley Johnson,FALSE,2013-2014,G,884293
nba,Lakers,Shawne Williams,FALSE,2013-2014,G,884293
nba,Lakers,Robert Sacre,FALSE,2013-2014,G,788872
nba,Lakers,Elias Harris,FALSE,2013-2014,U,490180
nba,Lakers,Steve Nash,FALSE,2014-2015,G,9701000
nba,Lakers,Nick Young,FALSE,2014-2015,PO,1227985
nba,Lakers,Robert Sacre,FALSE,2014-2015,G,915243
nba,Lakers,Elias Harris,FALSE,2014-2015,U,816482
nba,Lakers,Robert Sacre,FALSE,2015-2016,U,981348
nba,Lakers,Elias Harris,FALSE,2015-2016,QO,1147276
nba,Magic,Hidayet Turkoglu,FALSE,2013-2014,U,12000000
nba,Magic,Jameer Nelson,FALSE,2013-2014,G,8600000
nba,Magic,Arron Afflalo,FALSE,2013-2014,G,7500000
nba,Magic,Glen Davis,FALSE,2013-2014,G,6400000
nba,Magic,Victor Oladipo,FALSE,2013-2014,G,4763760
nba,Magic,Al Harrington,TRUE,2013-2014,G,3574300
nba,Magic,Quentin Richardson,TRUE,2013-2014,G,2808600
nba,Magic,Jason Maxiell,FALSE,2013-2014,G,2500000
nba,Magic,Maurice Harkless,FALSE,2013-2014,G,1809840
nba,Magic,Nikola Vucevic,FALSE,2013-2014,G,1793520
nba,Magic,Tobias Harris,FALSE,2013-2014,G,1545840
nba,Magic,Andrew Nicholson,FALSE,2013-2014,G,1482000
nba,Magic,Ronnie Price,FALSE,2013-2014,G,1265977
nba,Magic,E'Twaun Moore,FALSE,2013-2014,G,884293
nba,Magic,Doron Lamb,FALSE,2013-2014,G,788872
nba,Magic,Kyle O'Quinn,FALSE,2013-2014,U,788872
nba,Magic,Jameer Nelson,FALSE,2014-2015,U,8000000
nba,Magic,Arron Afflalo,FALSE,2014-2015,G,7500000
nba,Magic,Glen Davis,FALSE,2014-2015,G,6600000
nba,Magic,Victor Oladipo,FALSE,2014-2015,G,4978200
nba,Magic,Al Harrington,TRUE,2014-2015,G,3804900
nba,Magic,Jason Maxiell,FALSE,2014-2015,G,2500000
nba,Magic,Maurice Harkless,FALSE,2014-2015,TO,1887840
nba,Magic,Nikola Vucevic,FALSE,2014-2015,TO,2751260
nba,Magic,Tobias Harris,FALSE,2014-2015,TO,2380594
nba,Magic,Andrew Nicholson,FALSE,2014-2015,TO,1545840
nba,Magic,Ronnie Price,FALSE,2014-2015,U,1316809
nba,Magic,E'Twaun Moore,FALSE,2014-2015,QO,1148163
nba,Magic,Doron Lamb,FALSE,2014-2015,U,915243
nba,Magic,Kyle O'Quinn,FALSE,2014-2015,U,915243
nba,Magic,Arron Afflalo,FALSE,2015-2016,PO,7500000
nba,Magic,Victor Oladipo,FALSE,2015-2016,TO,5192520
nba,Magic,Maurice Harkless,FALSE,2015-2016,TO,2894059
nba,Magic,Nikola Vucevic,FALSE,2015-2016,QO,3865520
nba,Magic,Tobias Harris,FALSE,2015-2016,QO,3394726
nba,Magic,Andrew Nicholson,FALSE,2015-2016,TO,2380594
nba,Magic,Doron Lamb,FALSE,2015-2016,QO,1181348
nba,Magic,Kyle O'Quinn,FALSE,2015-2016,QO,1181348
nba,Magic,Victor Oladipo,FALSE,2016-2017,TO,6552961
nba,Magic,Maurice Harkless,FALSE,2016-2017,QO,4045894
nba,Magic,Andrew Nicholson,FALSE,2016-2017,QO,3394726
nba,Magic,Victor Oladipo,FALSE,2017-2018,QO,8551613
nba,Mavericks,Dirk Nowitzki,FALSE,2013-2014,G,22721381
nba,Mavericks,Shawn Marion,FALSE,2013-2014,G,9316796
nba,Mavericks,Monta Ellis,FALSE,2013-2014,G,8000000
nba,Mavericks,Jose Calderon,FALSE,2013-2014,G,6791570
nba,Mavericks,Brandan Wright,FALSE,2013-2014,G,5000000
nba,Mavericks,Samuel Dalembert,FALSE,2013-2014,G,3700748
nba,Mavericks,Vince Carter,FALSE,2013-2014,G,3180000
nba,Mavericks,Wayne Ellington,FALSE,2013-2014,G,2652000
nba,Mavericks,Shane Larkin,FALSE,2013-2014,G,1536960
nba,Mavericks,DeJuan Blair,FALSE,2013-2014,G,884293
nba,Mavericks,Devin Harris,FALSE,2013-2014,G,884293
nba,Mavericks,Jae Crowder,FALSE,2013-2014,G,788872
nba,Mavericks,Bernard James,FALSE,2013-2014,G,788872
nba,Mavericks,Fab Melo,FALSE,2013-2014,U,788872
nba,Mavericks,Ricky Ledo,FALSE,2013-2014,G,544000
nba,Mavericks,Gal Mekel,FALSE,2013-2014,G,490180
nba,Mavericks,Monta Ellis,FALSE,2014-2015,G,8360000
nba,Mavericks,Jose Calderon,FALSE,2014-2015,G,7097191
nba,Mavericks,Brandan Wright,FALSE,2014-2015,G,5000000
nba,Mavericks,Samuel Dalembert,FALSE,2014-2015,U,3867282
nba,Mavericks,Wayne Ellington,FALSE,2014-2015,G,2771340
nba,Mavericks,Shane Larkin,FALSE,2014-2015,G,1606080
nba,Mavericks,Jae Crowder,FALSE,2014-2015,TO,915243
nba,Mavericks,Bernard James,FALSE,2014-2015,QO,1115243
nba,Mavericks,Fab Melo,FALSE,2014-2015,U,915243
nba,Mavericks,Ricky Ledo,FALSE,2014-2015,G,816482
nba,Mavericks,Gal Mekel,FALSE,2014-2015,G,816482
nba,Mavericks,Monta Ellis,FALSE,2015-2016,PO,8720000
nba,Mavericks,Jose Calderon,FALSE,2015-2016,G,7402812
nba,Mavericks,Shane Larkin,FALSE,2015-2016,TO,1675320
nba,Mavericks,Jae Crowder,FALSE,2015-2016,QO,1181348
nba,Mavericks,Fab Melo,FALSE,2015-2016,QO,1181348
nba,Mavericks,Ricky Ledo,FALSE,2015-2016,U,947276
nba,Mavericks,Gal Mekel,FALSE,2015-2016,G,947276
nba,Mavericks,Jose Calderon,FALSE,2016-2017,G,7708427
nba,Mavericks,Shane Larkin,FALSE,2016-2017,TO,2576642
nba,Mavericks,Ricky Ledo,FALSE,2016-2017,U,1015696
nba,Mavericks,Gal Mekel,FALSE,2016-2017,QO,1215696
nba,Mavericks,Shane Larkin,FALSE,2017-2018,QO,3656255
nba,Nets,Joe Johnson,FALSE,2013-2014,G,21466718
nba,Nets,Deron Williams,FALSE,2013-2014,G,18466130
nba,Nets,Paul Pierce,FALSE,2013-2014,G,15333334
nba,Nets,Brook Lopez,FALSE,2013-2014,G,14693906
nba,Nets,Kevin Garnett,FALSE,2013-2014,G,12433735
nba,Nets,Jason Terry,FALSE,2013-2014,G,5625313
nba,Nets,Mirza Teletovic,FALSE,2013-2014,G,3229050
nba,Nets,Andrei Kirilenko,FALSE,2013-2014,G,3183000
nba,Nets,Reggie Evans,FALSE,2013-2014,G,1695635
nba,Nets,Andray Blatche,FALSE,2013-2014,G,1375604
nba,Nets,Mason Plumlee,FALSE,2013-2014,G,1298640
nba,Nets,Alan Anderson,FALSE,2013-2014,G,947907
nba,Nets,Shaun Livingston,FALSE,2013-2014,G,884293
nba,Nets,Tornike Shengelia,FALSE,2013-2014,G,788872
nba,Nets,Tyshawn Taylor,FALSE,2013-2014,G,788872
nba,Nets,Joe Johnson,FALSE,2014-2015,G,23180790
nba,Nets,Deron Williams,FALSE,2014-2015,G,19754465
nba,Nets,Brook Lopez,FALSE,2014-2015,G,15719063
nba,Nets,Kevin Garnett,FALSE,2014-2015,G,12000000
nba,Nets,Jason Terry,FALSE,2014-2015,G,5850313
nba,Nets,Mirza Teletovic,FALSE,2014-2015,G,3368100
nba,Nets,Andrei Kirilenko,FALSE,2014-2015,PO,3326235
nba,Nets,Reggie Evans,FALSE,2014-2015,G,1768653
nba,Nets,Andray Blatche,FALSE,2014-2015,PO,1437506
nba,Nets,Mason Plumlee,FALSE,2014-2015,G,1357080
nba,Nets,Alan Anderson,FALSE,2014-2015,PO,1063384
nba,Nets,Tornike Shengelia,FALSE,2014-2015,QO,1115243
nba,Nets,Tyshawn Taylor,FALSE,2014-2015,QO,1115243
nba,Nets,Joe Johnson,FALSE,2015-2016,G,24894863
nba,Nets,Deron Williams,FALSE,2015-2016,G,21042800
nba,Nets,Brook Lopez,FALSE,2015-2016,PO,16744218
nba,Nets,Mirza Teletovic,FALSE,2015-2016,QO,4210125
nba,Nets,Mason Plumlee,FALSE,2015-2016,TO,1415520
nba,Nets,Deron Williams,FALSE,2016-2017,ETO,22331135
nba,Nets,Mason Plumlee,FALSE,2016-2017,TO,2328530
nba,Nets,Mason Plumlee,FALSE,2017-2018,QO,3371712
nba,Nuggets,Ty Lawson,FALSE,2013-2014,G,10786517
nba,Nuggets,JaVale McGee,FALSE,2013-2014,G,10750000
nba,Nuggets,Danilo Gallinari,FALSE,2013-2014,G,10146925
nba,Nuggets,Wilson Chandler,FALSE,2013-2014,G,6344164
nba,Nuggets,J.J. Hickson,FALSE,2013-2014,G,5150000
nba,Nuggets,Andre Miller,FALSE,2013-2014,G,5000000
nba,Nuggets,Timofey Mozgov,FALSE,2013-2014,G,4400000
nba,Nuggets,Darrell Arthur,FALSE,2013-2014,G,3231683
nba,Nuggets,Randy Foye,FALSE,2013-2014,G,3000000
nba,Nuggets,Nate Robinson,FALSE,2013-2014,G,2016000
nba,Nuggets,Anthony Randolph,FALSE,2013-2014,G,1750000
nba,Nuggets,Evan Fournier,FALSE,2013-2014,G,1422720
nba,Nuggets,Kenneth Faried,FALSE,2013-2014,G,1367640
nba,Nuggets,Jordan Hamilton,FALSE,2013-2014,G,1169880
nba,Nuggets,Quincy Miller,FALSE,2013-2014,U,788872
nba,Nuggets,Ty Lawson,FALSE,2014-2015,G,11595506
nba,Nuggets,JaVale McGee,FALSE,2014-2015,G,11250000
nba,Nuggets,Danilo Gallinari,FALSE,2014-2015,G,10854850
nba,Nuggets,Wilson Chandler,FALSE,2014-2015,G,6757913
nba,Nuggets,J.J. Hickson,FALSE,2014-2015,G,5381750
nba,Nuggets,Andre Miller,FALSE,2014-2015,U,4625000
nba,Nuggets,Timofey Mozgov,FALSE,2014-2015,G,4650000
nba,Nuggets,Darrell Arthur,FALSE,2014-2015,PO,3457149
nba,Nuggets,Randy Foye,FALSE,2014-2015,G,3000000
nba,Nuggets,Nate Robinson,FALSE,2014-2015,PO,2106720
nba,Nuggets,Anthony Randolph,FALSE,2014-2015,G,1825359
nba,Nuggets,Evan Fournier,FALSE,2014-2015,TO,1483920
nba,Nuggets,Kenneth Faried,FALSE,2014-2015,TO,2249768
nba,Nuggets,Jordan Hamilton,FALSE,2014-2015,TO,2109294
nba,Nuggets,Quincy Miller,FALSE,2014-2015,U,915243
nba,Nuggets,Ty Lawson,FALSE,2015-2016,G,12404495
nba,Nuggets,JaVale McGee,FALSE,2015-2016,G,12000000
nba,Nuggets,Danilo Gallinari,FALSE,2015-2016,G,11559225
nba,Nuggets,Wilson Chandler,FALSE,2015-2016,U,7171662
nba,Nuggets,J.J. Hickson,FALSE,2015-2016,G,5613500
nba,Nuggets,Timofey Mozgov,FALSE,2015-2016,TO,4950000
nba,Nuggets,Randy Foye,FALSE,2015-2016,G,3135000
nba,Nuggets,Evan Fournier,FALSE,2015-2016,TO,2288205
nba,Nuggets,Kenneth Faried,FALSE,2015-2016,QO,3257664
nba,Nuggets,Jordan Hamilton,FALSE,2015-2016,QO,3113317
nba,Nuggets,Quincy Miller,FALSE,2015-2016,QO,1181348
nba,Nuggets,Ty Lawson,FALSE,2016-2017,G,13213482
nba,Nuggets,Evan Fournier,FALSE,2016-2017,QO,3278997
nba,Pacers,Roy Hibbert,FALSE,2013-2014,G,14283844
nba,Pacers,Danny Granger,FALSE,2013-2014,G,14021788
nba,Pacers,David West,FALSE,2013-2014,G,12000000
nba,Pacers,George Hill,FALSE,2013-2014,G,8000000
nba,Pacers,Luis Scola,FALSE,2013-2014,G,4508504
nba,Pacers,Ian Mahinmi,FALSE,2013-2014,G,4000000
nba,Pacers,Paul George,FALSE,2013-2014,G,3282003
nba,Pacers,Chris Copeland,FALSE,2013-2014,G,3000000
nba,Pacers,C.J. Watson,FALSE,2013-2014,G,2016000
nba,Pacers,Solomon Hill,FALSE,2013-2014,G,1246680
nba,Pacers,Lance Stephenson,FALSE,2013-2014,G,1005000
nba,Pacers,Donald Sloan,FALSE,2013-2014,G,884293
nba,Pacers,Orlando Johnson,FALSE,2013-2014,G,788872
nba,Pacers,Ron Howard,FALSE,2013-2014,U,490180
nba,Pacers,Roy Hibbert,FALSE,2014-2015,G,14898938
nba,Pacers,David West,FALSE,2014-2015,G,12000000
nba,Pacers,George Hill,FALSE,2014-2015,G,8000000
nba,Pacers,Luis Scola,FALSE,2014-2015,U,4868499
nba,Pacers,Ian Mahinmi,FALSE,2014-2015,G,4000000
nba,Pacers,Paul George,FALSE,2014-2015,QO,4470088
nba,Pacers,Chris Copeland,FALSE,2014-2015,G,3135000
nba,Pacers,C.J. Watson,FALSE,2014-2015,G,2077000
nba,Pacers,Solomon Hill,FALSE,2014-2015,G,1302840
nba,Pacers,Donald Sloan,FALSE,2014-2015,G,948163
nba,Pacers,Orlando Johnson,FALSE,2014-2015,U,915243
nba,Pacers,Ron Howard,FALSE,2014-2015,QO,1016482
nba,Pacers,Roy Hibbert,FALSE,2015-2016,PO,15514031
nba,Pacers,David West,FALSE,2015-2016,PO,12600000
nba,Pacers,George Hill,FALSE,2015-2016,G,8000000
nba,Pacers,Ian Mahinmi,FALSE,2015-2016,G,4000000
nba,Pacers,Chris Copeland,FALSE,2015-2016,QO,3918750
nba,Pacers,Solomon Hill,FALSE,2015-2016,TO,1358880
nba,Pacers,Orlando Johnson,FALSE,2015-2016,QO,1181348
nba,Pacers,George Hill,FALSE,2016-2017,G,8000000
nba,Pacers,Solomon Hill,FALSE,2016-2017,TO,2306019
nba,Pacers,Solomon Hill,FALSE,2017-2018,QO,3355258
nba,Pelicans,Eric Gordon,FALSE,2013-2014,G,14283844
nba,Pelicans,Tyreke Evans,FALSE,2013-2014,G,11796247
nba,Pelicans,Jrue Holiday,FALSE,2013-2014,G,9713484
nba,Pelicans,Ryan Anderson,FALSE,2013-2014,G,8308500
nba,Pelicans,Anthony Davis,FALSE,2013-2014,G,5375760
nba,Pelicans,Al-Farouq Aminu,FALSE,2013-2014,G,3749602
nba,Pelicans,Greg Stiemsma,FALSE,2013-2014,G,2676000
nba,Pelicans,Jason Smith,FALSE,2013-2014,G,2500000
nba,Pelicans,Austin Rivers,FALSE,2013-2014,G,2339040
nba,Pelicans,Anthony Morrow,FALSE,2013-2014,G,1027424
nba,Pelicans,Lance Thomas,FALSE,2013-2014,U,884293
nba,Pelicans,Darius Miller,FALSE,2013-2014,G,788872
nba,Pelicans,Brian Roberts,FALSE,2013-2014,G,788872
nba,Pelicans,Arinze Onuaku,FALSE,2013-2014,U,490180
nba,Pelicans,Jeff Withey,FALSE,2013-2014,G,490180
nba,Pelicans,Eric Gordon,FALSE,2014-2015,G,14898938
nba,Pelicans,Tyreke Evans,FALSE,2014-2015,G,11265416
nba,Pelicans,Jrue Holiday,FALSE,2014-2015,G,10404495
nba,Pelicans,Ryan Anderson,FALSE,2014-2015,G,8491500
nba,Pelicans,Anthony Davis,FALSE,2014-2015,TO,5607240
nba,Pelicans,Austin Rivers,FALSE,2014-2015,TO,2439840
nba,Pelicans,Anthony Morrow,FALSE,2014-2015,PO,1145685
nba,Pelicans,Lance Thomas,FALSE,2014-2015,U,948163
nba,Pelicans,Darius Miller,FALSE,2014-2015,QO,1115243
nba,Pelicans,Brian Roberts,FALSE,2014-2015,QO,1115243
nba,Pelicans,Arinze Onuaku,FALSE,2014-2015,U,816482
nba,Pelicans,Jeff Withey,FALSE,2014-2015,U,816482
nba,Pelicans,Eric Gordon,FALSE,2015-2016,PO,15514031
nba,Pelicans,Tyreke Evans,FALSE,2015-2016,G,10734586
nba,Pelicans,Jrue Holiday,FALSE,2015-2016,G,11095507
nba,Pelicans,Ryan Anderson,FALSE,2015-2016,G,8500000
nba,Pelicans,Anthony Davis,FALSE,2015-2016,TO,7070730
nba,Pelicans,Austin Rivers,FALSE,2015-2016,TO,3110796
nba,Pelicans,Arinze Onuaku,FALSE,2015-2016,QO,1147276
nba,Pelicans,Jeff Withey,FALSE,2015-2016,QO,1147276
nba,Pelicans,Tyreke Evans,FALSE,2016-2017,G,10203755
nba,Pelicans,Jrue Holiday,FALSE,2016-2017,G,11786518
nba,Pelicans,Anthony Davis,FALSE,2016-2017,QO,9191949
nba,Pelicans,Austin Rivers,FALSE,2016-2017,QO,4236904
nba,Pistons,Josh Smith,FALSE,2013-2014,G,13500000
nba,Pistons,Charlie Villanueva,FALSE,2013-2014,G,8580000
nba,Pistons,Rodney Stuckey,FALSE,2013-2014,G,8500000
nba,Pistons,Brandon Jennings,FALSE,2013-2014,G,7655503
nba,Pistons,Jonas Jerebko,FALSE,2013-2014,G,4500000
nba,Pistons,Greg Monroe,FALSE,2013-2014,G,4086454
nba,Pistons,Will Bynum,FALSE,2013-2014,G,2790343
nba,Pistons,Kentavious Caldwell-Pope,FALSE,2013-2014,G,2653080
nba,Pistons,Chauncey Billups,FALSE,2013-2014,G,2500000
nba,Pistons,Andre Drummond,FALSE,2013-2014,G,2462400
nba,Pistons,Luigi Datome,FALSE,2013-2014,G,1750000
nba,Pistons,Kyle Singler,FALSE,2013-2014,G,1045000
nba,Pistons,Josh Harrellson,FALSE,2013-2014,U,884293
nba,Pistons,Tony Mitchell,FALSE,2013-2014,G,500000
nba,Pistons,Peyton Siva,FALSE,2013-2014,U,490180
nba,Pistons,Josh Smith,FALSE,2014-2015,G,13500000
nba,Pistons,Brandon Jennings,FALSE,2014-2015,G,8000000
nba,Pistons,Jonas Jerebko,FALSE,2014-2015,PO,4500000
nba,Pistons,Greg Monroe,FALSE,2014-2015,QO,5479934
nba,Pistons,Will Bynum,FALSE,2014-2015,G,2915908
nba,Pistons,Kentavious Caldwell-Pope,FALSE,2014-2015,G,2772480
nba,Pistons,Chauncey Billups,FALSE,2014-2015,TO,2500000
nba,Pistons,Andre Drummond,FALSE,2014-2015,TO,2568360
nba,Pistons,Luigi Datome,FALSE,2014-2015,G,1750000
nba,Pistons,Kyle Singler,FALSE,2014-2015,G,1090000
nba,Pistons,Josh Harrellson,FALSE,2014-2015,U,948163
nba,Pistons,Tony Mitchell,FALSE,2014-2015,G,816482
nba,Pistons,Peyton Siva,FALSE,2014-2015,U,816482
nba,Pistons,Josh Smith,FALSE,2015-2016,G,13500000
nba,Pistons,Brandon Jennings,FALSE,2015-2016,G,8344497
nba,Pistons,Kentavious Caldwell-Pope,FALSE,2015-2016,TO,2891760
nba,Pistons,Andre Drummond,FALSE,2015-2016,TO,3272091
nba,Pistons,Luigi Datome,FALSE,2015-2016,QO,2187500
nba,Pistons,Kyle Singler,FALSE,2015-2016,QO,1362500
nba,Pistons,Tony Mitchell,FALSE,2015-2016,U,947276
nba,Pistons,Peyton Siva,FALSE,2015-2016,QO,1147276
nba,Pistons,Josh Smith,FALSE,2016-2017,G,13500000
nba,Pistons,Kentavious Caldwell-Pope,FALSE,2016-2017,TO,3678319
nba,Pistons,Andre Drummond,FALSE,2016-2017,QO,4433683
nba,Pistons,Tony Mitchell,FALSE,2016-2017,QO,1215696
nba,Pistons,Kentavious Caldwell-Pope,FALSE,2017-2018,QO,4958374
nba,Raptors,Rudy Gay,FALSE,2013-2014,G,17888932
nba,Raptors,DeMar Derozan,FALSE,2013-2014,G,9500000
nba,Raptors,Amir Johnson,FALSE,2013-2014,G,6500000
nba,Raptors,Landry Fields,FALSE,2013-2014,G,6250000
nba,Raptors,Kyle Lowry,FALSE,2013-2014,G,6210000
nba,Raptors,Steve Novak,FALSE,2013-2014,G,3750001
nba,Raptors,Jonas Valanciunas,FALSE,2013-2014,G,3526440
nba,Raptors,Tyler Hansbrough,FALSE,2013-2014,G,3183000
nba,Raptors,Marcus Camby,TRUE,2013-2014,G,2763054
nba,Raptors,Aaron Gray,FALSE,2013-2014,G,2690875
nba,Raptors,Terrence Ross,FALSE,2013-2014,G,2678640
nba,Raptors,Quentin Richardson,TRUE,2013-2014,G,1399507
nba,Raptors,D.J. Augustin,FALSE,2013-2014,G,1267000
nba,Raptors,Austin Daye,FALSE,2013-2014,G,947907
nba,Raptors,Quincy Acy,FALSE,2013-2014,G,788872
nba,Raptors,Dwight Buycks,FALSE,2013-2014,G,700000
nba,Raptors,Rudy Gay,FALSE,2014-2015,PO,19317326
nba,Raptors,DeMar Derozan,FALSE,2014-2015,G,9500000
nba,Raptors,Amir Johnson,FALSE,2014-2015,U,7000000
nba,Raptors,Landry Fields,FALSE,2014-2015,G,6250000
nba,Raptors,Steve Novak,FALSE,2014-2015,TO,3445947
nba,Raptors,Jonas Valanciunas,FALSE,2014-2015,U,3678360
nba,Raptors,Tyler Hansbrough,FALSE,2014-2015,G,3326235
nba,Raptors,Marcus Camby,TRUE,2014-2015,G,646609
nba,Raptors,Terrence Ross,FALSE,2014-2015,TO,2793960
nba,Raptors,Austin Daye,FALSE,2014-2015,U,1063384
nba,Raptors,Quincy Acy,FALSE,2014-2015,U,915243
nba,Raptors,Dwight Buycks,FALSE,2014-2015,U,816482
nba,Raptors,DeMar Derozan,FALSE,2015-2016,G,9500000
nba,Raptors,Steve Novak,FALSE,2015-2016,G,3750001
nba,Raptors,Jonas Valanciunas,FALSE,2015-2016,TO,4660482
nba,Raptors,Terrence Ross,FALSE,2015-2016,TO,3553917
nba,Raptors,Quincy Acy,FALSE,2015-2016,QO,1181348
nba,Raptors,Dwight Buycks,FALSE,2015-2016,QO,1147276
nba,Raptors,DeMar Derozan,FALSE,2016-2017,G,9500000
nba,Raptors,Jonas Valanciunas,FALSE,2016-2017,QO,6179799
nba,Raptors,Terrence Ross,FALSE,2016-2017,QO,4790680
nba,Rockets,Dwight Howard,FALSE,2013-2014,G,20513178
nba,Rockets,James Harden,FALSE,2013-2014,G,13701250
nba,Rockets,Omer Asik,FALSE,2013-2014,G,8374646
nba,Rockets,Jeremy Lin,FALSE,2013-2014,G,8374646
nba,Rockets,Terrence Jones,FALSE,2013-2014,G,1551840
