"","player","league","team","player_off_roster_13_14","season","id_contract_type","salary","agency","agent","salary_amnesty"
"452","J.J. Redick","nba","Clippers",FALSE,"2014-2015","G",6792500,"Wasserman Media Group","Arn Tellem",FALSE
"453","J.J. Redick","nba","Clippers",FALSE,"2015-2016","G",7085000,"Wasserman Media Group","Arn Tellem",FALSE
"454","J.J. Redick","nba","Clippers",FALSE,"2016-2017","G",7377500,"Wasserman Media Group","Arn Tellem",FALSE
"455","J.J. Redick","nba","Clippers",FALSE,"2013-2014","G",6500000,"Wasserman Media Group","Arn Tellem",FALSE
"456","J.R. Smith","nba","Knicks",FALSE,"2013-2014","G",5565000,"Creative Artists Agency","Leon Rose",FALSE
"457","J.R. Smith","nba","Knicks",FALSE,"2014-2015","G",5982375,"Creative Artists Agency","Leon Rose",FALSE
"458","J.R. Smith","nba","Knicks",FALSE,"2015-2016","PO",6399750,"Creative Artists Agency","Leon Rose",FALSE
"459","Jae Crowder","nba","Mavericks",FALSE,"2013-2014","G",788872,"Alliance Sports Management","Glenn Schwartzman",FALSE
"460","Jae Crowder","nba","Mavericks",FALSE,"2015-2016","QO",1181348,"Alliance Sports Management","Glenn Schwartzman",FALSE
"461","Jae Crowder","nba","Mavericks",FALSE,"2014-2015","TO",915243,"Alliance Sports Management","Glenn Schwartzman",FALSE
"462","Jamaal Franklin","nba","Grizzlies",FALSE,"2014-2015","G",816482,"Impact Sports Basketball","Brian Elfus",FALSE
"463","Jamaal Franklin","nba","Grizzlies",FALSE,"2013-2014","G",535000,"Impact Sports Basketball","Brian Elfus",FALSE
"464","Jamaal Franklin","nba","Grizzlies",FALSE,"2015-2016","U",947276,"Impact Sports Basketball","Brian Elfus",FALSE
"465","Jamaal Franklin","nba","Grizzlies",FALSE,"2016-2017","QO",1215696,"Impact Sports Basketball","Brian Elfus",FALSE
"466","Jamal Crawford","nba","Clippers",FALSE,"2014-2015","U",5450000,"ASM Sports","Andy Miller",FALSE
"467","Jamal Crawford","nba","Clippers",FALSE,"2015-2016","U",5675000,"ASM Sports","Andy Miller",FALSE
"468","Jamal Crawford","nba","Clippers",FALSE,"2013-2014","G",5225000,"ASM Sports","Andy Miller",FALSE
"469","Jameer Nelson","nba","Magic",FALSE,"2013-2014","G",8600000,"Cornerstone Management","Steve Mountain",FALSE
"470","Jameer Nelson","nba","Magic",FALSE,"2014-2015","U",8000000,"Cornerstone Management","Steve Mountain",FALSE
"471","James Anderson","nba","Sixers",FALSE,"2014-2015","U",981084,"ASM Sports","Andy Miller",FALSE
"472","James Anderson","nba","Sixers",FALSE,"2013-2014","U",916099,"ASM Sports","Andy Miller",FALSE
"473","James Harden","nba","Rockets",FALSE,"2013-2014","G",13701250,"Landmark Sports Agency","Rob Pelinka",FALSE
"474","James Harden","nba","Rockets",FALSE,"2017-2018","U",17811625,"Landmark Sports Agency","Rob Pelinka",FALSE
"475","James Harden","nba","Rockets",FALSE,"2015-2016","G",15756438,"Landmark Sports Agency","Rob Pelinka",FALSE
"476","James Harden","nba","Rockets",FALSE,"2014-2015","G",14728844,"Landmark Sports Agency","Rob Pelinka",FALSE
"477","James Harden","nba","Rockets",FALSE,"2016-2017","G",16784031,"Landmark Sports Agency","Rob Pelinka",FALSE
"478","James Jones","nba","Heat",FALSE,"2013-2014","G",1500000,"Bell Management","Joel Bell",FALSE
"479","Jan Vesely","nba","Wizards",FALSE,"2013-2014","G",3340920,"Wasserman Media Group","Arn Tellem",FALSE
"480","Jan Vesely","nba","Wizards",FALSE,"2015-2016","QO",5651206,"Wasserman Media Group","Arn Tellem",FALSE
"481","Jan Vesely","nba","Wizards",FALSE,"2014-2015","TO",4236287,"Wasserman Media Group","Arn Tellem",FALSE
"482","Jannero Pargo","nba","Bobcats",FALSE,"2013-2014","U",884293,"Priority Sports & Entertainment","Mark Bartelstein",FALSE
"483","Jared Cunningham","nba","Hawks",FALSE,"2016-2017","QO",3222788,"Excel Sports Management","Jeff Schwartz",FALSE
"484","Jared Cunningham","nba","Hawks",FALSE,"2015-2016","TO",2204370,"Excel Sports Management","Jeff Schwartz",FALSE
"485","Jared Cunningham","nba","Hawks",FALSE,"2014-2015","TO",1260360,"Excel Sports Management","Jeff Schwartz",FALSE
"486","Jared Cunningham","nba","Hawks",FALSE,"2013-2014","G",1208400,"Excel Sports Management","Jeff Schwartz",FALSE
"487","Jared Dudley","nba","Clippers",FALSE,"2014-2015","G",4250000,"Priority Sports & Entertainment","Mark Bartelstein",FALSE
"488","Jared Dudley","nba","Clippers",FALSE,"2015-2016","ETO",4250000,"Priority Sports & Entertainment","Mark Bartelstein",FALSE
"489","Jared Dudley","nba","Clippers",FALSE,"2013-2014","G",4250000,"Priority Sports & Entertainment","Mark Bartelstein",FALSE
"490","Jared Sullinger","nba","Celtics",FALSE,"2013-2014","G",1365720,"FAME","David Falk",FALSE
"491","Jared Sullinger","nba","Celtics",FALSE,"2015-2016","TO",2269260,"FAME","David Falk",FALSE
"492","Jared Sullinger","nba","Celtics",FALSE,"2014-2015","TO",1424520,"FAME","David Falk",FALSE
"493","Jared Sullinger","nba","Celtics",FALSE,"2016-2017","QO",3270004,"FAME","David Falk",FALSE
"494","Jarrett Jack","nba","Cavaliers",FALSE,"2014-2015","G",6300000,"Excel Sports Management","Jeff Schwartz",FALSE
"495","Jarrett Jack","nba","Cavaliers",FALSE,"2013-2014","G",6300000,"Excel Sports Management","Jeff Schwartz",FALSE
"496","Jarrett Jack","nba","Cavaliers",FALSE,"2016-2017","U",6300000,"Excel Sports Management","Jeff Schwartz",FALSE
"497","Jarrett Jack","nba","Cavaliers",FALSE,"2015-2016","QO",6300000,"Excel Sports Management","Jeff Schwartz",FALSE
"498","Jarvis Varnado","nba","Heat",FALSE,"2014-2015","QO",1115243,"Impact Sports Basketball","Mitch Frankel",FALSE
"499","Jarvis Varnado","nba","Heat",FALSE,"2013-2014","U",788872,"Impact Sports Basketball","Mitch Frankel",FALSE
"500","Jason Maxiell","nba","Magic",FALSE,"2013-2014","G",2500000,"ASM Sports","Andy Miller",FALSE
"501","Jason Maxiell","nba","Magic",FALSE,"2014-2015","G",2500000,"ASM Sports","Andy Miller",FALSE
"502","Jason Richardson","nba","Sixers",FALSE,"2014-2015","PO",6601125,"Relativity Sports","Dan Fegan",FALSE
"503","Jason Richardson","nba","Sixers",FALSE,"2013-2014","G",6204250,"Relativity Sports","Dan Fegan",FALSE
"504","Jason Smith","nba","Pelicans",FALSE,"2013-2014","G",2500000,"Priority Sports & Entertainment","Mark Bartelstein",FALSE
"505","Jason Terry","nba","Nets",FALSE,"2014-2015","G",5850313,"Wasserman Media Group","Arn Tellem",FALSE
"506","Jason Terry","nba","Nets",FALSE,"2013-2014","G",5625313,"Wasserman Media Group","Arn Tellem",FALSE
"507","Jason Thompson","nba","Kings",FALSE,"2013-2014","G",5643750,"Creative Artists Agency","Leon Rose",FALSE
"508","Jason Thompson","nba","Kings",FALSE,"2014-2015","G",6037500,"Creative Artists Agency","Leon Rose",FALSE
"509","Jason Thompson","nba","Kings",FALSE,"2016-2017","U",6825000,"Creative Artists Agency","Leon Rose",FALSE
"510","Jason Thompson","nba","Kings",FALSE,"2015-2016","G",6431250,"Creative Artists Agency","Leon Rose",FALSE
"511","JaVale McGee","nba","Nuggets",FALSE,"2013-2014","G",10750000,"Wasserman Media Group","BJ Armstrong",FALSE
"512","JaVale McGee","nba","Nuggets",FALSE,"2014-2015","G",11250000,"Wasserman Media Group","BJ Armstrong",FALSE
"513","JaVale McGee","nba","Nuggets",FALSE,"2015-2016","G",12000000,"Wasserman Media Group","BJ Armstrong",FALSE
"514","Jeff Adrien","nba","Bobcats",FALSE,"2013-2014","U",916099,"Priority Sports & Entertainment","Mark Bartelstein",FALSE
"515","Jeff Green","nba","Celtics",FALSE,"2015-2016","PO",9200000,"FAME","David Falk",FALSE
"516","Jeff Green","nba","Celtics",FALSE,"2014-2015","G",9200000,"FAME","David Falk",FALSE
"517","Jeff Green","nba","Celtics",FALSE,"2013-2014","G",8700000,"FAME","David Falk",FALSE
"518","Jeff Pendergraph","nba","Spurs",FALSE,"2014-2015","G",1828750,"Impact Sports Basketball","Mitch Frankel",FALSE
"519","Jeff Pendergraph","nba","Spurs",FALSE,"2013-2014","G",1750000,"Impact Sports Basketball","Mitch Frankel",FALSE
"520","Jeff Teague","nba","Hawks",FALSE,"2014-2015","G",8000000,"ASM Sports","Andy Miller",FALSE
"521","Jeff Teague","nba","Hawks",FALSE,"2016-2017","G",8000000,"ASM Sports","Andy Miller",FALSE
"522","Jeff Teague","nba","Hawks",FALSE,"2015-2016","G",8000000,"ASM Sports","Andy Miller",FALSE
"523","Jeff Teague","nba","Hawks",FALSE,"2013-2014","G",8000000,"ASM Sports","Andy Miller",FALSE
"524","Jeff Withey","nba","Pelicans",FALSE,"2014-2015","U",816482,"Wasserman Media Group","Arn Tellem",FALSE
"525","Jeff Withey","nba","Pelicans",FALSE,"2015-2016","QO",1147276,"Wasserman Media Group","Arn Tellem",FALSE
"526","Jeff Withey","nba","Pelicans",FALSE,"2013-2014","G",490180,"Wasserman Media Group","Arn Tellem",FALSE
"527","Jeffery Taylor","nba","Bobcats",FALSE,"2014-2015","U",915243,"BDA Sports Management","Todd Ramasar",FALSE
"528","Jeffery Taylor","nba","Bobcats",FALSE,"2013-2014","G",788872,"BDA Sports Management","Todd Ramasar",FALSE
"529","Jeffery Taylor","nba","Bobcats",FALSE,"2015-2016","QO",1181348,"BDA Sports Management","Todd Ramasar",FALSE
"530","Jerel McNeal","nba","Jazz",FALSE,"2014-2015","U",948163,"The Neustadt Group","Doug Neustadt",FALSE
"531","Jerel McNeal","nba","Jazz",FALSE,"2013-2014","U",884293,"The Neustadt Group","Doug Neustadt",FALSE
"532","Jeremy Evans","nba","Jazz",FALSE,"2014-2015","G",1794872,"Priority Sports & Entertainment","Mark Bartelstein",FALSE
"533","Jeremy Evans","nba","Jazz",FALSE,"2013-2014","G",1660257,"Priority Sports & Entertainment","Mark Bartelstein",FALSE
"534","Jeremy Lamb","nba","Thunder",FALSE,"2014-2015","TO",2202000,"Excel Sports Management","Jeff Schwartz",FALSE
"535","Jeremy Lamb","nba","Thunder",FALSE,"2016-2017","QO",4175274,"Excel Sports Management","Jeff Schwartz",FALSE
"536","Jeremy Lamb","nba","Thunder",FALSE,"2013-2014","G",2111160,"Excel Sports Management","Jeff Schwartz",FALSE
"537","Jeremy Lamb","nba","Thunder",FALSE,"2015-2016","TO",3034356,"Excel Sports Management","Jeff Schwartz",FALSE
"538","Jeremy Lin","nba","Rockets",FALSE,"2013-2014","G",8374646,"Williams & Connolly","Jim Tanner",FALSE
"539","Jeremy Lin","nba","Rockets",FALSE,"2014-2015","G",8374646,"Williams & Connolly","Jim Tanner",FALSE
"540","Jeremy Tyler","nba","Hawks",TRUE,"2013-2014","G",100000,"Wasserman Media Group","Arn Tellem",FALSE
"541","Jeremy Tyler","nba","Knicks",FALSE,"2013-2014","U",884293,"Wasserman Media Group","Arn Tellem",FALSE
"542","Jeremy Tyler","nba","Knicks",FALSE,"2014-2015","U",948163,"Wasserman Media Group","Arn Tellem",FALSE
"543","Jermaine O'Neal","nba","Warriors",FALSE,"2013-2014","G",2000000,"Wasserman Media Group","Arn Tellem",FALSE
"544","Jerryd Bayless","nba","Grizzlies",FALSE,"2013-2014","G",3135000,"Excel Sports Management","Jeff Schwartz",FALSE
"545","Jimmer Fredette","nba","Kings",FALSE,"2013-2014","G",2439840,"Octagon Athlete Representation","Chris Emens",FALSE
"546","Jimmer Fredette","nba","Kings",FALSE,"2015-2016","QO",4236904,"Octagon Athlete Representation","Chris Emens",FALSE
"547","Jimmer Fredette","nba","Kings",FALSE,"2014-2015","TO",3110796,"Octagon Athlete Representation","Chris Emens",FALSE
"548","Jimmy Butler","nba","Bulls",FALSE,"2013-2014","G",1112880,"Relativity Sports","Dan Fegan",FALSE
"549","Jimmy Butler","nba","Bulls",FALSE,"2015-2016","QO",3013123,"Relativity Sports","Dan Fegan",FALSE
"550","Jimmy Butler","nba","Bulls",FALSE,"2014-2015","TO",2008748,"Relativity Sports","Dan Fegan",FALSE
"551","Joakim Noah","nba","Bulls",FALSE,"2014-2015","G",12200000,"BDA Sports Management","Bill Duffy",FALSE
"552","Joakim Noah","nba","Bulls",FALSE,"2013-2014","G",11100000,"BDA Sports Management","Bill Duffy",FALSE
"553","Joakim Noah","nba","Bulls",FALSE,"2015-2016","G",13400000,"BDA Sports Management","Bill Duffy",FALSE
"554","Jodie Meeks","nba","Lakers",FALSE,"2013-2014","G",1550000,"Lagardere Unlimited","David Bauman",FALSE
"555","Joe Johnson","nba","Nets",FALSE,"2013-2014","G",21466718,"Wasserman Media Group","Arn Tellem",FALSE
"556","Joe Johnson","nba","Nets",FALSE,"2014-2015","G",23180790,"Wasserman Media Group","Arn Tellem",FALSE
"557","Joe Johnson","nba","Nets",FALSE,"2015-2016","G",24894863,"Wasserman Media Group","Arn Tellem",FALSE
"558","Joel Anthony","nba","Heat",FALSE,"2014-2015","PO",3800000,"Excel Sports Management","Mike Higgins",FALSE
"559","Joel Anthony","nba","Heat",FALSE,"2013-2014","G",3800000,"Excel Sports Management","Mike Higgins",FALSE
"560","Joel Freeland","nba","Trail Blazers",FALSE,"2015-2016","QO",3766890,"Elite Sports","Rafael Calvo",FALSE
"561","Joel Freeland","nba","Trail Blazers",FALSE,"2013-2014","G",2897976,"Elite Sports","Rafael Calvo",FALSE
"562","Joel Freeland","nba","Trail Blazers",FALSE,"2014-2015","G",3013512,"Elite Sports","Rafael Calvo",FALSE
"563","John Henson","nba","Bucks",FALSE,"2014-2015","TO",1987320,"Williams & Connolly","Jim Tanner",FALSE
"564","John Henson","nba","Bucks",FALSE,"2013-2014","G",1905360,"Williams & Connolly","Jim Tanner",FALSE
"565","John Henson","nba","Bucks",FALSE,"2015-2016","TO",2943221,"Williams & Connolly","Jim Tanner",FALSE
"566","John Henson","nba","Bucks",FALSE,"2016-2017","QO",4094020,"Williams & Connolly","Jim Tanner",FALSE
"567","John Jenkins","nba","Hawks",FALSE,"2016-2017","QO",3241777,"BDA Sports Management","Bill Duffy",FALSE
"568","John Jenkins","nba","Hawks",FALSE,"2014-2015","TO",1312920,"BDA Sports Management","Bill Duffy",FALSE
"569","John Jenkins","nba","Hawks",FALSE,"2015-2016","TO",2228025,"BDA Sports Management","Bill Duffy",FALSE
"570","John Jenkins","nba","Hawks",FALSE,"2013-2014","G",1258800,"BDA Sports Management","Bill Duffy",FALSE
"571","John Lucas III","nba","Jazz",FALSE,"2013-2014","G",1600000,"Lee Basketball Services LTD","Bernie Lee",FALSE
"572","John Lucas III","nba","Jazz",FALSE,"2014-2015","U",1600000,"Lee Basketball Services LTD","Bernie Lee",FALSE
"573","John Salmons","nba","Kings",FALSE,"2013-2014","G",7583000,"Bell Management","Joel Bell",FALSE
"574","John Salmons","nba","Kings",FALSE,"2014-2015","U",7000000,"Bell Management","Joel Bell",FALSE
"575","John Wall","nba","Wizards",FALSE,"2016-2017","G",15756438,"Relativity Sports","Dan Fegan",FALSE
"576","John Wall","nba","Wizards",FALSE,"2013-2014","G",7459925,"Relativity Sports","Dan Fegan",FALSE
"577","John Wall","nba","Wizards",FALSE,"2017-2018","TO",16784031,"Relativity Sports","Dan Fegan",FALSE
"578","John Wall","nba","Wizards",FALSE,"2018-2019","G",17811625,"Relativity Sports","Dan Fegan",FALSE
"579","John Wall","nba","Wizards",FALSE,"2014-2015","G",13701250,"Relativity Sports","Dan Fegan",FALSE
"580","John Wall","nba","Wizards",FALSE,"2015-2016","G",14728844,"Relativity Sports","Dan Fegan",FALSE
"581","Jon Leuer","nba","Grizzlies",FALSE,"2014-2015","G",967500,"Priority Sports & Entertainment","Mark Bartelstein",FALSE
"582","Jon Leuer","nba","Grizzlies",FALSE,"2013-2014","G",900000,"Priority Sports & Entertainment","Mark Bartelstein",FALSE
"583","Jon Leuer","nba","Grizzlies",FALSE,"2015-2016","U",1035000,"Priority Sports & Entertainment","Mark Bartelstein",FALSE
"584","Jonas Jerebko","nba","Pistons",FALSE,"2013-2014","G",4500000,"The Neustadt Group","Doug Neustadt",FALSE
"585","Jonas Jerebko","nba","Pistons",FALSE,"2014-2015","PO",4500000,"The Neustadt Group","Doug Neustadt",FALSE
"586","Jonas Valanciunas","nba","Raptors",FALSE,"2015-2016","TO",4660482,"Creative Artists Agency","Leon Rose",FALSE
"587","Jonas Valanciunas","nba","Raptors",FALSE,"2014-2015","U",3678360,"Creative Artists Agency","Leon Rose",FALSE
"588","Jonas Valanciunas","nba","Raptors",FALSE,"2013-2014","G",3526440,"Creative Artists Agency","Leon Rose",FALSE
"589","Jonas Valanciunas","nba","Raptors",FALSE,"2016-2017","QO",6179799,"Creative Artists Agency","Leon Rose",FALSE
"590","Jordan Crawford","nba","Celtics",FALSE,"2014-2015","QO",3206867,"Creative Artists Agency","Aaron Mintz",FALSE
"591","Jordan Crawford","nba","Celtics",FALSE,"2013-2014","G",2162419,"Creative Artists Agency","Aaron Mintz",FALSE
"592","Jordan Farmar","nba","Lakers",FALSE,"2013-2014","G",884293,"Rival Sports Group","Tony Dutt",FALSE
"593","Jordan Hamilton","nba","Nuggets",FALSE,"2015-2016","QO",3113317,"Premier Sports","Gregory Nunn",FALSE
"594","Jordan Hamilton","nba","Nuggets",FALSE,"2014-2015","TO",2109294,"Premier Sports","Gregory Nunn",FALSE
"595","Jordan Hamilton","nba","Nuggets",FALSE,"2013-2014","G",1169880,"Premier Sports","Gregory Nunn",FALSE
"596","Jordan Henriquez","nba","Rockets",FALSE,"2014-2015","U",816482,"Premier Sports","Gregory Nunn",FALSE
"597","Jordan Henriquez","nba","Rockets",FALSE,"2016-2017","QO",1215696,"Premier Sports","Gregory Nunn",FALSE
"598","Jordan Henriquez","nba","Rockets",FALSE,"2015-2016","U",947276,"Premier Sports","Gregory Nunn",FALSE
"599","Jordan Henriquez","nba","Rockets",FALSE,"2013-2014","U",490180,"Premier Sports","Gregory Nunn",FALSE
"600","Jordan Hill","nba","Lakers",FALSE,"2013-2014","G",3500000,"BDA Sports Management","Kevin Bradbury",FALSE
"601","Jose Calderon","nba","Mavericks",FALSE,"2013-2014","G",6791570,"Priority Sports & Entertainment","Mark Bartelstein",FALSE
"602","Jose Calderon","nba","Mavericks",FALSE,"2016-2017","G",7708427,"Priority Sports & Entertainment","Mark Bartelstein",FALSE
"603","Jose Calderon","nba","Mavericks",FALSE,"2015-2016","G",7402812,"Priority Sports & Entertainment","Mark Bartelstein",FALSE
"604","Jose Calderon","nba","Mavericks",FALSE,"2014-2015","G",7097191,"Priority Sports & Entertainment","Mark Bartelstein",FALSE
"605","Jose Juan Barea","nba","Timberwolves",FALSE,"2014-2015","G",4519500,"Relativity Sports","Dan Fegan",FALSE
"606","Jose Juan Barea","nba","Timberwolves",FALSE,"2013-2014","G",4687000,"Relativity Sports","Dan Fegan",FALSE
"607","Josh Akognon","nba","Grizzlies",FALSE,"2013-2014","U",788872,"Rize Management","Scott Nichols",FALSE
"608","Josh Akognon","nba","Grizzlies",FALSE,"2014-2015","QO",1115243,"Rize Management","Scott Nichols",FALSE
"609","Josh Harrellson","nba","Pistons",FALSE,"2014-2015","U",948163,"United Sports and Entertainment Group","Merle Scott",FALSE
"610","Josh Harrellson","nba","Pistons",FALSE,"2013-2014","U",884293,"United Sports and Entertainment Group","Merle Scott",FALSE
"611","Josh McRoberts","nba","Bobcats",FALSE,"2013-2014","G",2652000,"BDA Sports Management","Mike Conley",FALSE
"612","Josh McRoberts","nba","Bobcats",FALSE,"2014-2015","PO",2771340,"BDA Sports Management","Mike Conley",FALSE
"613","Josh Smith","nba","Pistons",FALSE,"2014-2015","G",13500000,"Perennial","Wallace Prather",FALSE
"614","Josh Smith","nba","Pistons",FALSE,"2015-2016","G",13500000,"Perennial","Wallace Prather",FALSE
"615","Josh Smith","nba","Pistons",FALSE,"2013-2014","G",13500000,"Perennial","Wallace Prather",FALSE
"616","Josh Smith","nba","Pistons",FALSE,"2016-2017","G",13500000,"Perennial","Wallace Prather",FALSE
"617","Jrue Holiday","nba","Pelicans",FALSE,"2015-2016","G",11095507,"Rival Sports Group","Tony Dutt",FALSE
"618","Jrue Holiday","nba","Pelicans",FALSE,"2014-2015","G",10404495,"Rival Sports Group","Tony Dutt",FALSE
"619","Jrue Holiday","nba","Pelicans",FALSE,"2016-2017","G",11786518,"Rival Sports Group","Tony Dutt",FALSE
"620","Jrue Holiday","nba","Pelicans",FALSE,"2013-2014","G",9713484,"Rival Sports Group","Tony Dutt",FALSE
"621","Justin Hamilton","nba","Heat",FALSE,"2013-2014","U",490180,"ASM Sports","J.R. Hensley",FALSE
"622","Justin Hamilton","nba","Heat",FALSE,"2014-2015","QO",1016482,"ASM Sports","J.R. Hensley",FALSE
"623","Kalin Lucas","nba","Bulls",FALSE,"2013-2014","U",490180,"Reid Entertainment","Michael Whitaker",FALSE
"624","Kalin Lucas","nba","Bulls",FALSE,"2014-2015","QO",1016482,"Reid Entertainment","Michael Whitaker",FALSE
"625","Kawhi Leonard","nba","Spurs",FALSE,"2015-2016","QO",4045894,"Impact Sports Basketball","Brian Elfus",FALSE
"626","Kawhi Leonard","nba","Spurs",FALSE,"2014-2015","TO",2894059,"Impact Sports Basketball","Brian Elfus",FALSE
"627","Kawhi Leonard","nba","Spurs",FALSE,"2013-2014","G",1887840,"Impact Sports Basketball","Brian Elfus",FALSE
"628","Keith Bogans","nba","Celtics",FALSE,"2015-2016","U",5513435,"Relativity Sports","Dan Fegan",FALSE
"629","Keith Bogans","nba","Celtics",FALSE,"2014-2015","U",5285817,"Relativity Sports","Dan Fegan",FALSE
"630","Keith Bogans","nba","Celtics",FALSE,"2013-2014","G",5058198,"Relativity Sports","Dan Fegan",FALSE
"631","Kelly Olynyk","nba","Celtics",FALSE,"2014-2015","G",2075760,"Wasserman Media Group","Arn Tellem",FALSE
"632","Kelly Olynyk","nba","Celtics",FALSE,"2015-2016","TO",2165160,"Wasserman Media Group","Arn Tellem",FALSE
"633","Kelly Olynyk","nba","Celtics",FALSE,"2013-2014","G",1986360,"Wasserman Media Group","Arn Tellem",FALSE
"634","Kelly Olynyk","nba","Celtics",FALSE,"2016-2017","TO",3094013,"Wasserman Media Group","Arn Tellem",FALSE
"635","Kelly Olynyk","nba","Celtics",FALSE,"2017-2018","QO",4279021,"Wasserman Media Group","Arn Tellem",FALSE
"636","Kemba Walker","nba","Bobcats",FALSE,"2014-2015","TO",3272091,"Excel Sports Management","Jeff Schwartz",FALSE
"637","Kemba Walker","nba","Bobcats",FALSE,"2013-2014","G",2568360,"Excel Sports Management","Jeff Schwartz",FALSE
"638","Kemba Walker","nba","Bobcats",FALSE,"2015-2016","QO",4433683,"Excel Sports Management","Jeff Schwartz",FALSE
"639","Kendall Marshall","nba","Suns",FALSE,"2014-2015","TO",2091840,"Octagon Athlete Representation","Jeff Austin",FALSE
"640","Kendall Marshall","nba","Suns",FALSE,"2015-2016","TO",2989239,"Octagon Athlete Representation","Jeff Austin",FALSE
"641","Kendall Marshall","nba","Suns",FALSE,"2016-2017","QO",4134118,"Octagon Athlete Representation","Jeff Austin",FALSE
"642","Kendall Marshall","nba","Suns",FALSE,"2013-2014","G",2005560,"Octagon Athlete Representation","Jeff Austin",FALSE
"643","Kendrick Perkins","nba","Thunder",FALSE,"2014-2015","G",9404342,"Wasserman Media Group","Arn Tellem",FALSE
"644","Kendrick Perkins","nba","Thunder",FALSE,"2013-2014","G",8727437,"Wasserman Media Group","Arn Tellem",FALSE
"645","Kenneth Faried","nba","Nuggets",FALSE,"2014-2015","TO",2249768,"Wasserman Media Group","Arn Tellem",FALSE
"646","Kenneth Faried","nba","Nuggets",FALSE,"2013-2014","G",1367640,"Wasserman Media Group","Arn Tellem",FALSE
"647","Kenneth Faried","nba","Nuggets",FALSE,"2015-2016","QO",3257664,"Wasserman Media Group","Arn Tellem",FALSE
"648","Kent Bazemore","nba","Warriors",FALSE,"2013-2014","U",788872,"Walton Sports","Austin Walton",FALSE
"649","Kent Bazemore","nba","Warriors",FALSE,"2014-2015","QO",1115243,"Walton Sports","Austin Walton",FALSE
"650","Kentavious Caldwell-Pope","nba","Pistons",FALSE,"2013-2014","G",2653080,"Wasserman Media Group","Thaddeus Foucher",FALSE
"651","Kentavious Caldwell-Pope","nba","Pistons",FALSE,"2017-2018","QO",4958374,"Wasserman Media Group","Thaddeus Foucher",FALSE
"652","Kentavious Caldwell-Pope","nba","Pistons",FALSE,"2016-2017","TO",3678319,"Wasserman Media Group","Thaddeus Foucher",FALSE
"653","Kentavious Caldwell-Pope","nba","Pistons",FALSE,"2015-2016","TO",2891760,"Wasserman Media Group","Thaddeus Foucher",FALSE
"654","Kentavious Caldwell-Pope","nba","Pistons",FALSE,"2014-2015","G",2772480,"Wasserman Media Group","Thaddeus Foucher",FALSE
"655","Kenyon Martin","nba","Knicks",FALSE,"2013-2014","G",884293,"ASM Sports","Andy Miller",FALSE
"656","Kevin Durant","nba","Thunder",FALSE,"2013-2014","G",17832627,"Roc Nation Sports","Juan Perez",FALSE
"657","Kevin Durant","nba","Thunder",FALSE,"2014-2015","G",18995624,"Roc Nation Sports","Juan Perez",FALSE
"658","Kevin Durant","nba","Thunder",FALSE,"2015-2016","G",20158622,"Roc Nation Sports","Juan Perez",FALSE
"659","Kevin Garnett","nba","Nets",FALSE,"2014-2015","G",12000000,"ASM Sports","Andy Miller",FALSE
"660","Kevin Garnett","nba","Nets",FALSE,"2013-2014","G",12433735,"ASM Sports","Andy Miller",FALSE
"661","Kevin Love","nba","Timberwolves",FALSE,"2013-2014","G",14693906,"Excel Sports Management","Jeff Schwartz",FALSE
"662","Kevin Love","nba","Timberwolves",FALSE,"2014-2015","G",15719063,"Excel Sports Management","Jeff Schwartz",FALSE
"663","Kevin Love","nba","Timberwolves",FALSE,"2015-2016","PO",16744219,"Excel Sports Management","Jeff Schwartz",FALSE
"664","Kevin Martin","nba","Timberwolves",FALSE,"2016-2017","PO",7377500,"Relativity Sports","Dan Fegan",FALSE
"665","Kevin Martin","nba","Timberwolves",FALSE,"2014-2015","G",6792500,"Relativity Sports","Dan Fegan",FALSE
"666","Kevin Martin","nba","Timberwolves",FALSE,"2015-2016","G",7085000,"Relativity Sports","Dan Fegan",FALSE
"667","Kevin Martin","nba","Timberwolves",FALSE,"2013-2014","G",6500000,"Relativity Sports","Dan Fegan",FALSE
"668","Kevin Seraphin","nba","Wizards",FALSE,"2013-2014","G",2761114,"Klutch Sports Management","Rich Paul",FALSE
"669","Kevin Seraphin","nba","Wizards",FALSE,"2014-2015","QO",3898692,"Klutch Sports Management","Rich Paul",FALSE
"670","Khris Middleton","nba","Bucks",FALSE,"2014-2015","U",915243,"Excel Sports Management","Michael Lindeman",FALSE
"671","Khris Middleton","nba","Bucks",FALSE,"2013-2014","G",788872,"Excel Sports Management","Michael Lindeman",FALSE
"672","Khris Middleton","nba","Bucks",FALSE,"2015-2016","QO",1181348,"Excel Sports Management","Michael Lindeman",FALSE
"673","Kirk Hinrich","nba","Bulls",FALSE,"2013-2014","G",4059000,"Octagon Athlete Representation","Jeff Austin",FALSE
"674","Klay Thompson","nba","Warriors",FALSE,"2014-2015","TO",3075880,"BDA Sports Management","Bill Duffy",FALSE
"675","Klay Thompson","nba","Warriors",FALSE,"2015-2016","WO",4210880,"BDA Sports Management","Bill Duffy",FALSE
"676","Klay Thompson","nba","Warriors",FALSE,"2013-2014","G",2317920,"BDA Sports Management","Bill Duffy",FALSE
"677","Kobe Bryant","nba","Lakers",FALSE,"2013-2014","G",30453805,"Landmark Sports Agency","Rob Pelinka",FALSE
