"","latitude","longitude","popup","fillColor"
"1514",21.5041651,-104.8945887,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Gustavo Ayon</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Gustavo Ayon+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Tepic, Mexico<br>Years: 2<br>PPG: 4.8<br>MPG: 16.7<br>FG: 54.2<br>APG: 1.3<br>RPG: 4.3<br>3PT Percentage: 0<br>FT Percentage: 52.2</td></tr></table>","#bf6900"
"1515",33.660297,-117.9892265,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Dennis Hamilton</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Dennis Hamilton+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Huntington Beach, CA, USA<br>Years: 4<br>PPG: 4.6<br>MPG: 12.9<br>FG: 51.1<br>APG: 0.8<br>RPG: 3.1<br>3PT Percentage: 0<br>FT Percentage: 77.3</td></tr></table>","#bf6900"
"1516",32.3668052,-86.2989689,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Marcus Webb</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Marcus Webb+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Montgomery, AL, USA<br>Years: 1<br>PPG: 4.3<br>MPG: 5.7<br>FG: 52<br>APG: 0.2<br>RPG: 1.1<br>3PT Percentage: 0<br>FT Percentage: 61.9</td></tr></table>","#bf6900"
"1517",39.4278253,-86.4283279,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Jerry Sichting</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Jerry Sichting+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Martinsville, IN, USA<br>Years: 10<br>PPG: 6.9<br>MPG: 21.3<br>FG: 50.7<br>APG: 3.3<br>RPG: 1.4<br>3PT Percentage: 27.1<br>FT Percentage: 85.7</td></tr></table>","#bf6900"
"1518",44.4492982,-92.2666914,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Randy Breuer</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Randy Breuer+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Lake City, MN, USA<br>Years: 11<br>PPG: 6.8<br>MPG: 18.4<br>FG: 46.7<br>APG: 0.9<br>RPG: 4.4<br>3PT Percentage: 0<br>FT Percentage: 62.8</td></tr></table>","#bf6900"
"1519",18.5,-69.9833333,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Felipe Lopez</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Felipe Lopez+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Santo Domingo, Dominican Republic<br>Years: 4<br>PPG: 5.8<br>MPG: 16.6<br>FG: 43.2<br>APG: 1<br>RPG: 2.4<br>3PT Percentage: 32.7<br>FT Percentage: 65.9</td></tr></table>","#bf6900"
"1520",38.2526647,-85.7244557,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Felton Spencer</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Felton Spencer+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Louisville, KY, USA<br>Years: 12<br>PPG: 5.2<br>MPG: 19.2<br>FG: 48.4<br>APG: 0.3<br>RPG: 5.4<br>3PT Percentage: 0<br>FT Percentage: 65.8</td></tr></table>","#bf6900"
"1521",-20.7197335,-47.884917,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Alex Garcia</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Alex Garcia+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Orlandia, Brazil<br>Years: 2<br>PPG: 4.7<br>MPG: 15.9<br>FG: 32.2<br>APG: 1.8<br>RPG: 1.5<br>3PT Percentage: 27.8<br>FT Percentage: 66.7</td></tr></table>","#bf6900"
"1522",34.0522342,-118.1906849,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Sean Higgins</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Sean Higgins+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Los Angeles, CA, USA<br>Years: 6<br>PPG: 6.3<br>MPG: 15.2<br>FG: 42.8<br>APG: 1<br>RPG: 1.8<br>3PT Percentage: 32.1<br>FT Percentage: 85</td></tr></table>","#bf6900"
"1523",40.8014826,-75.6101867,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Bill Mlkvy</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Bill Mlkvy+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Palmerton, PA, USA<br>Years: 1<br>PPG: 5.8<br>MPG: 19.6<br>FG: 30.5<br>APG: 2<br>RPG: 3.3<br>3PT Percentage: NA<br>FT Percentage: 64.6</td></tr></table>","#bf6900"
"1524",29.7601927,-95.3493896,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Joe Cooper</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Joe Cooper+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Houston, TX, USA<br>Years: 3<br>PPG: 4.5<br>MPG: 16.2<br>FG: 50.6<br>APG: 0.8<br>RPG: 4<br>3PT Percentage: NA<br>FT Percentage: 54.3</td></tr></table>","#bf6900"
"1525",42.3584308,-71.0577732,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Ron Lee</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Ron Lee+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Boston, MA, USA<br>Years: 6<br>PPG: 7.3<br>MPG: 21.4<br>FG: 41.6<br>APG: 3.8<br>RPG: 2.7<br>3PT Percentage: 32.1<br>FT Percentage: 70.5</td></tr></table>","#bf6900"
"1526",40.7143528,-74.0019731,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Sean Rooks</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Sean Rooks+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: New York, NY, USA<br>Years: 12<br>PPG: 6.2<br>MPG: 18.1<br>FG: 45.9<br>APG: 0.8<br>RPG: 3.8<br>3PT Percentage: 9.1<br>FT Percentage: 69.9</td></tr></table>","#bf6900"
"1527",40.884267,-72.3895296,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Foots Walker</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Foots Walker+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Southampton, NY, USA<br>Years: 10<br>PPG: 6.4<br>MPG: 22.9<br>FG: 43.5<br>APG: 4.7<br>RPG: 2.6<br>3PT Percentage: 22.7<br>FT Percentage: 76.2</td></tr></table>","#bf6900"
"1528",29.7601927,-95.3463896,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Sean Williams</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Sean Williams+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Houston, TX, USA<br>Years: 4<br>PPG: 4.2<br>MPG: 14.4<br>FG: 51.1<br>APG: 0.3<br>RPG: 3.4<br>3PT Percentage: 0<br>FT Percentage: 62.4</td></tr></table>","#bf6900"
"1529",41.6100344,-87.6407131,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Jim Ard</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Jim Ard+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Harvey, IL, USA<br>Years: 8<br>PPG: 4.4<br>MPG: 13.4<br>FG: 40.2<br>APG: 0.6<br>RPG: 4.3<br>3PT Percentage: 23.5<br>FT Percentage: 66.2</td></tr></table>","#bf6900"
"1530",34.0522342,-118.2186849,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Ron Riley</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Ron Riley+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Los Angeles, CA, USA<br>Years: 4<br>PPG: 5.8<br>MPG: 18.4<br>FG: 41.9<br>APG: 1.2<br>RPG: 5.2<br>3PT Percentage: NA<br>FT Percentage: 69.1</td></tr></table>","#bf6900"
"1531",36.6987493,-78.9013987,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Jamie Waller</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Jamie Waller+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: South Boston, VA, USA<br>Years: 1<br>PPG: 4.7<br>MPG: 10.1<br>FG: 40<br>APG: 0.3<br>RPG: 1.4<br>3PT Percentage: 0<br>FT Percentage: 55.6</td></tr></table>","#bf6900"
"1532",33.9204354,-80.3414693,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Pete Chilcutt</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Pete Chilcutt+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Sumter, SC, USA<br>Years: 9<br>PPG: 4.3<br>MPG: 14.4<br>FG: 44.1<br>APG: 0.8<br>RPG: 3.3<br>3PT Percentage: 38.1<br>FT Percentage: 69.6</td></tr></table>","#bf6900"
"1533",40.1551096,-74.8287747,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Earl Williams</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Earl Williams+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Levittown, PA, USA<br>Years: 4<br>PPG: 4.5<br>MPG: 12.9<br>FG: 43.2<br>APG: 0.9<br>RPG: 5.6<br>3PT Percentage: NA<br>FT Percentage: 47.5</td></tr></table>","#bf6900"
"1534",40.85,-73.866667,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Allan Ray</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Allan Ray+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Bronx, NY, USA<br>Years: 1<br>PPG: 6.2<br>MPG: 15.1<br>FG: 38.6<br>APG: 0.9<br>RPG: 1.5<br>3PT Percentage: 41.4<br>FT Percentage: 76.4</td></tr></table>","#bf6900"
"1535",33.7513419,-117.9939921,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Mark Eaton</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Mark Eaton+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Westminster, CA, USA<br>Years: 11<br>PPG: 6<br>MPG: 28.8<br>FG: 45.8<br>APG: 1<br>RPG: 7.9<br>3PT Percentage: 0<br>FT Percentage: 64.9</td></tr></table>","#bf6900"
"1536",41.8781136,-87.6503982,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Jannero Pargo</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Jannero Pargo+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Chicago, IL, USA<br>Years: 9<br>PPG: 6.5<br>MPG: 15.5<br>FG: 38.9<br>APG: 2<br>RPG: 1.5<br>3PT Percentage: 35.2<br>FT Percentage: 86.8</td></tr></table>","#bf6900"
"1537",40.65,-73.941,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Dave Newmark</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Dave Newmark+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Brooklyn, NY, USA<br>Years: 3<br>PPG: 5.7<br>MPG: 12.7<br>FG: 42<br>APG: 0.7<br>RPG: 3.9<br>3PT Percentage: NA<br>FT Percentage: 64.9</td></tr></table>","#bf6900"
"1538",33.5206608,-86.79249,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Allen Murphy</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Allen Murphy+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Birmingham, AL, USA<br>Years: 2<br>PPG: 3.8<br>MPG: 8.6<br>FG: 37<br>APG: 0.4<br>RPG: 1.6<br>3PT Percentage: 0<br>FT Percentage: 68.2</td></tr></table>","#bf6900"
"1539",39.165325,-86.5253857,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Jared Jeffries</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Jared Jeffries+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Bloomington, IN, USA<br>Years: 11<br>PPG: 4.8<br>MPG: 21.6<br>FG: 42.6<br>APG: 1.3<br>RPG: 4.1<br>3PT Percentage: 25<br>FT Percentage: 58.3</td></tr></table>","#bf6900"
"1540",40.1483768,-89.3648183,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Brian Cook</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Brian Cook+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Lincoln, IL, USA<br>Years: 9<br>PPG: 5.5<br>MPG: 13.4<br>FG: 43.9<br>APG: 0.6<br>RPG: 2.6<br>3PT Percentage: 38.2<br>FT Percentage: 78.3</td></tr></table>","#bf6900"
"1541",41.6005448,-93.6041064,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Bob Hansen</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Bob Hansen+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Des Moines, IA, USA<br>Years: 9<br>PPG: 6.9<br>MPG: 19.3<br>FG: 46.8<br>APG: 1.6<br>RPG: 2.2<br>3PT Percentage: 32.3<br>FT Percentage: 66.2</td></tr></table>","#bf6900"
"1542",35.6172917,-87.8394704,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Bob Harris</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Bob Harris+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Linden, TN, USA<br>Years: 5<br>PPG: 6.8<br>MPG: 27.9<br>FG: 38.5<br>APG: 1.5<br>RPG: 6.9<br>3PT Percentage: NA<br>FT Percentage: 62.8</td></tr></table>","#bf6900"
"1543",35.9606384,-83.9107392,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Paul Hogue</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Paul Hogue+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Knoxville, TN, USA<br>Years: 2<br>PPG: 6.3<br>MPG: 22.9<br>FG: 36.5<br>APG: 0.7<br>RPG: 7.1<br>3PT Percentage: NA<br>FT Percentage: 44.8</td></tr></table>","#bf6900"
"1544",40.6936488,-89.5849864,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Shaun Livingston</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Shaun Livingston+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Peoria, IL, USA<br>Years: 8<br>PPG: 6.7<br>MPG: 22.5<br>FG: 46.3<br>APG: 3.5<br>RPG: 2.5<br>3PT Percentage: 20.9<br>FT Percentage: 79.2</td></tr></table>","#bf6900"
"1545",40.7143528,-74.0026731,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Mike Bloom</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Mike Bloom+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: New York, NY, USA<br>Years: 2<br>PPG: 6.8<br>MPG: NA<br>FG: 25.5<br>APG: 0.8<br>RPG: NA<br>3PT Percentage: NA<br>FT Percentage: 71.3</td></tr></table>","#bf6900"
"1546",46.4590218,16.9896796,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Kornel David</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Kornel David+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Nagykanizsa, Hungary<br>Years: 3<br>PPG: 5<br>MPG: 14.5<br>FG: 44.6<br>APG: 0.6<br>RPG: 2.8<br>3PT Percentage: 0<br>FT Percentage: 81.7</td></tr></table>","#bf6900"
"1547",46.3990941,-112.7383721,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Phil Jackson</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Phil Jackson+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Deer Lodge, MT, USA<br>Years: 12<br>PPG: 6.7<br>MPG: 17.6<br>FG: 45.3<br>APG: 1.1<br>RPG: 4.3<br>3PT Percentage: 0<br>FT Percentage: 73.6</td></tr></table>","#bf6900"
"1548",33.7489954,-84.3679824,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Mark Strickland</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Mark Strickland+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Atlanta, GA, USA<br>Years: 8<br>PPG: 4.6<br>MPG: 12.2<br>FG: 48.8<br>APG: 0.4<br>RPG: 2.7<br>3PT Percentage: 22.2<br>FT Percentage: 66.8</td></tr></table>","#bf6900"
"1549",39.9242266,-83.8068171,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Jason Collier</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Jason Collier+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Springfield, OH, USA<br>Years: 5<br>PPG: 5.6<br>MPG: 14.4<br>FG: 45.5<br>APG: 0.3<br>RPG: 2.9<br>3PT Percentage: 35<br>FT Percentage: 73.8</td></tr></table>","#bf6900"
"1550",34.0522342,-118.2116849,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Jason Hart</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Jason Hart+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Los Angeles, CA, USA<br>Years: 9<br>PPG: 4.8<br>MPG: 15.5<br>FG: 41.7<br>APG: 2.3<br>RPG: 1.7<br>3PT Percentage: 31.5<br>FT Percentage: 78.8</td></tr></table>","#bf6900"
"1551",40.65,-73.867,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Phil Sellers</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Phil Sellers+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Brooklyn, NY, USA<br>Years: 1<br>PPG: 4.5<br>MPG: 7.5<br>FG: 38.4<br>APG: 0.6<br>RPG: 0.9<br>3PT Percentage: NA<br>FT Percentage: 72.2</td></tr></table>","#bf6900"
"1552",38.9653588,-89.4174641,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Byron Irvin</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Byron Irvin+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: LaGrange, IL, USA<br>Years: 3<br>PPG: 5.2<br>MPG: 9.8<br>FG: 47.1<br>APG: 0.8<br>RPG: 1.4<br>3PT Percentage: 35<br>FT Percentage: 72.2</td></tr></table>","#bf6900"
"1553",39.952335,-75.161289,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Phil Walker</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Phil Walker+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Philadelphia, PA, USA<br>Years: 1<br>PPG: 4.5<br>MPG: 9.6<br>FG: 35.4<br>APG: 1.4<br>RPG: 1.3<br>3PT Percentage: NA<br>FT Percentage: 66.7</td></tr></table>","#bf6900"
"1554",44.8205556,20.4642222,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Marko Jaric</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Marko Jaric+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Belgrade, Serbia<br>Years: 7<br>PPG: 7.1<br>MPG: 25.2<br>FG: 40.4<br>APG: 3.6<br>RPG: 2.7<br>3PT Percentage: 34.4<br>FT Percentage: 73</td></tr></table>","#bf6900"
"1555",41.1399814,-104.8202462,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>James Johnson</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=James Johnson+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Cheyenne, WY, USA<br>Years: 4<br>PPG: 6.3<br>MPG: 18.3<br>FG: 44.3<br>APG: 1.4<br>RPG: 3.2<br>3PT Percentage: 27.3<br>FT Percentage: 67.8</td></tr></table>","#bf6900"
"1556",41.719978,-87.7479528,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>C.J. Kupec</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=C.J. Kupec+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Oak Lawn, IL, USA<br>Years: 3<br>PPG: 4.1<br>MPG: 10.8<br>FG: 42.7<br>APG: 0.7<br>RPG: 2.1<br>3PT Percentage: NA<br>FT Percentage: 77.2</td></tr></table>","#bf6900"
"1557",37.5629917,-122.3255254,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Bob Peterson</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Bob Peterson+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: San Mateo, CA, USA<br>Years: 3<br>PPG: 4.7<br>MPG: 13<br>FG: 38.6<br>APG: 0.8<br>RPG: 3.8<br>3PT Percentage: NA<br>FT Percentage: 66.9</td></tr></table>","#bf6900"
"1558",37.7749295,-122.4194155,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Bob Portman</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Bob Portman+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: San Francisco, CA, USA<br>Years: 4<br>PPG: 5.7<br>MPG: 13.3<br>FG: 44.3<br>APG: 0.6<br>RPG: 3.3<br>3PT Percentage: NA<br>FT Percentage: 78</td></tr></table>","#bf6900"
"1559",36.2914512,-88.7081122,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Popeye Jones</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Popeye Jones+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Dresden, TN, USA<br>Years: 11<br>PPG: 7<br>MPG: 23.5<br>FG: 44.7<br>APG: 1.3<br>RPG: 7.4<br>3PT Percentage: 28.1<br>FT Percentage: 75.1</td></tr></table>","#bf6900"
"1560",36.114646,-115.159816,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Greg Anthony</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Greg Anthony+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Las Vegas, NV, USA<br>Years: 11<br>PPG: 7.3<br>MPG: 20.9<br>FG: 40.3<br>APG: 4<br>RPG: 1.9<br>3PT Percentage: 34.9<br>FT Percentage: 73.3</td></tr></table>","#bf6900"
"1561",45.5234515,-122.6742071,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Ime Udoka</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Ime Udoka+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Portland, OR, USA<br>Years: 7<br>PPG: 5.2<br>MPG: 18.1<br>FG: 41.7<br>APG: 1<br>RPG: 2.9<br>3PT Percentage: 35.6<br>FT Percentage: 70.5</td></tr></table>","#bf6900"
"1562",38.882334,-77.1710914,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Jim O'Brien</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Jim O'Brien+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Falls Church, VA, USA<br>Years: 2<br>PPG: 4.6<br>MPG: 11.5<br>FG: 42.9<br>APG: 1.5<br>RPG: 2.4<br>3PT Percentage: 20<br>FT Percentage: 74.7</td></tr></table>","#bf6900"
"1563",39.0836712,-84.5085536,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Bob Arnzen</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Bob Arnzen+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Covington, KY, USA<br>Years: 4<br>PPG: 4<br>MPG: 8.6<br>FG: 46.5<br>APG: 0.3<br>RPG: 2<br>3PT Percentage: 20<br>FT Percentage: 80</td></tr></table>","#bf6900"
"1564",34.2001086,-90.5709323,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Earl Barron</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Earl Barron+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Clarksdale, MS, USA<br>Years: 7<br>PPG: 4.9<br>MPG: 14.9<br>FG: 37.5<br>APG: 0.5<br>RPG: 3.7<br>3PT Percentage: 7.1<br>FT Percentage: 71.6</td></tr></table>","#bf6900"
"1565",35.6497909,-88.1267024,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Calvin Garrett</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Calvin Garrett+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Parsons, TN, USA<br>Years: 4<br>PPG: 5.2<br>MPG: 18.1<br>FG: 45.7<br>APG: 1.5<br>RPG: 2.6<br>3PT Percentage: 30<br>FT Percentage: 76.7</td></tr></table>","#bf6900"
"1566",47.2528768,-122.4422906,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Dale Schlueter</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Dale Schlueter+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Tacoma, WA, USA<br>Years: 10<br>PPG: 5.3<br>MPG: 16.4<br>FG: 49.7<br>APG: 1.6<br>RPG: 5.2<br>3PT Percentage: NA<br>FT Percentage: 67.8</td></tr></table>","#bf6900"
"1567",32.3512601,-95.3010624,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Quincy Acy</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Quincy Acy+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Tyler, TX, USA<br>Years: 1<br>PPG: 4<br>MPG: 11.8<br>FG: 56<br>APG: 0.4<br>RPG: 2.7<br>3PT Percentage: 50<br>FT Percentage: 81.6</td></tr></table>","#bf6900"
