"","latitude","longitude","popup","fillColor"
"976",47.2528768,-122.4412906,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Larry Bunce</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Larry Bunce+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Tacoma, WA, USA<br>Years: 2<br>PPG: 8.9<br>MPG: 23.8<br>FG: 42<br>APG: 0.7<br>RPG: 6.4<br>3PT Percentage: 0<br>FT Percentage: 71.6</td></tr></table>","#00bfbf"
"977",39.2903848,-76.5971893,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Gary Neal</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Gary Neal+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Baltimore, MD, USA<br>Years: 3<br>PPG: 9.7<br>MPG: 21.4<br>FG: 43.3<br>APG: 1.7<br>RPG: 2.2<br>3PT Percentage: 39.8<br>FT Percentage: 81.8</td></tr></table>","#00bfbf"
"978",40.7281575,-74.0773417,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Mike O'Koren</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Mike O'Koren+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Jersey City, NJ, USA<br>Years: 8<br>PPG: 8.2<br>MPG: 21.6<br>FG: 49<br>APG: 2.1<br>RPG: 3.4<br>3PT Percentage: 27.1<br>FT Percentage: 65.1</td></tr></table>","#00bfbf"
"979",41.9847504,-88.0797933,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Don Sunderlage</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Don Sunderlage+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Roselle, IL, USA<br>Years: 2<br>PPG: 7.7<br>MPG: 23.3<br>FG: 32.6<br>APG: 2<br>RPG: 2.5<br>3PT Percentage: NA<br>FT Percentage: 73.2</td></tr></table>","#00bfbf"
"980",35.2737752,-76.5754808,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Bones McKinney</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Bones McKinney+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Lowlands, NC, USA<br>Years: 6<br>PPG: 9.4<br>MPG: 17.2<br>FG: 29.8<br>APG: 1.6<br>RPG: 3.5<br>3PT Percentage: NA<br>FT Percentage: 71.1</td></tr></table>","#00bfbf"
"981",30.8899124,-96.2946839,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Bill Closs</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Bill Closs+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Edge, TX, USA<br>Years: 3<br>PPG: 9<br>MPG: 19.6<br>FG: 31.5<br>APG: 1.9<br>RPG: 5<br>3PT Percentage: NA<br>FT Percentage: 71.8</td></tr></table>","#00bfbf"
"982",47.6776832,-116.7804664,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Luke Ridnour</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Luke Ridnour+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Coeur d'Alene, ID, USA<br>Years: 10<br>PPG: 10<br>MPG: 27.4<br>FG: 43.4<br>APG: 4.8<br>RPG: 2.4<br>3PT Percentage: 35.1<br>FT Percentage: 86.6</td></tr></table>","#00bfbf"
"983",40.705695,-73.8272029,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Ossie Schectman</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Ossie Schectman+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Kew Gardens, NY, USA<br>Years: 1<br>PPG: 8.1<br>MPG: NA<br>FG: 27.6<br>APG: 2<br>RPG: NA<br>3PT Percentage: NA<br>FT Percentage: 62</td></tr></table>","#00bfbf"
"984",28.5383355,-81.3782365,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Chucky Atkins</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Chucky Atkins+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Orlando, FL, USA<br>Years: 11<br>PPG: 9.9<br>MPG: 24.9<br>FG: 41.2<br>APG: 3.4<br>RPG: 1.7<br>3PT Percentage: 36.4<br>FT Percentage: 77.2</td></tr></table>","#00bfbf"
"985",40.486427,-86.1236033,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Jimmy Rayl</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Jimmy Rayl+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Kokomo, IN, USA<br>Years: 2<br>PPG: 11.1<br>MPG: 27.3<br>FG: 38.1<br>APG: 2.7<br>RPG: 3<br>3PT Percentage: 34.1<br>FT Percentage: 82.3</td></tr></table>","#00bfbf"
"986",41.8781136,-87.6443982,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Will Bynum</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Will Bynum+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Chicago, IL, USA<br>Years: 6<br>PPG: 8.1<br>MPG: 18.5<br>FG: 44.6<br>APG: 3.2<br>RPG: 1.5<br>3PT Percentage: 26.9<br>FT Percentage: 80</td></tr></table>","#00bfbf"
"987",32.6154278,-93.2858354,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Will Frazier</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Will Frazier+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Minden, LA, USA<br>Years: 3<br>PPG: 9.8<br>MPG: 22.9<br>FG: 41.5<br>APG: 1.1<br>RPG: 7.1<br>3PT Percentage: 50<br>FT Percentage: 61</td></tr></table>","#00bfbf"
"988",31.5654441,-91.4259495,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Mike Sanders</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Mike Sanders+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Vidalia, LA, USA<br>Years: 11<br>PPG: 8<br>MPG: 19.1<br>FG: 48.2<br>APG: 1.4<br>RPG: 3<br>3PT Percentage: 22.1<br>FT Percentage: 76.9</td></tr></table>","#00bfbf"
"989",41.079273,-85.1389513,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Brad Miller</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Brad Miller+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Fort Wayne, IN, USA<br>Years: 14<br>PPG: 11.2<br>MPG: 28.3<br>FG: 48<br>APG: 2.8<br>RPG: 7.1<br>3PT Percentage: 33<br>FT Percentage: 80.4</td></tr></table>","#00bfbf"
"990",43.653226,-79.3821843,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Tristan Thompson</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Tristan Thompson+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Toronto, Canada<br>Years: 2<br>PPG: 10.2<br>MPG: 28.1<br>FG: 47.1<br>APG: 1<br>RPG: 8.2<br>3PT Percentage: 0<br>FT Percentage: 58.6</td></tr></table>","#00bfbf"
"991",36.5859718,-79.3950228,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Johnny Newman</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Johnny Newman+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Danville, VA, USA<br>Years: 16<br>PPG: 11<br>MPG: 24.5<br>FG: 46.1<br>APG: 1.5<br>RPG: 2.2<br>3PT Percentage: 33.6<br>FT Percentage: 81</td></tr></table>","#00bfbf"
"992",35.0432488,-79.2451149,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Larry McNeill</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Larry McNeill+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Hoke, NC, USA<br>Years: 6<br>PPG: 8.5<br>MPG: 17.2<br>FG: 46.6<br>APG: 0.8<br>RPG: 4.8<br>3PT Percentage: NA<br>FT Percentage: 77.9</td></tr></table>","#00bfbf"
"993",39.952335,-75.148289,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Danny Fortson</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Danny Fortson+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Philadelphia, PA, USA<br>Years: 10<br>PPG: 8.2<br>MPG: 20.1<br>FG: 47.2<br>APG: 0.7<br>RPG: 7.2<br>3PT Percentage: 16.7<br>FT Percentage: 78.5</td></tr></table>","#00bfbf"
"994",42.6389216,-83.2900468,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Guy Sparrow</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Guy Sparrow+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Pontiac, MI, USA<br>Years: 3<br>PPG: 7.8<br>MPG: 17.2<br>FG: 35.8<br>APG: 0.9<br>RPG: 4.9<br>3PT Percentage: NA<br>FT Percentage: 60.8</td></tr></table>","#00bfbf"
"995",41.0814447,-81.5160053,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Claude Virden</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Claude Virden+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Akron, OH, USA<br>Years: 1<br>PPG: 9.9<br>MPG: 26.6<br>FG: 39.8<br>APG: 2.4<br>RPG: 5<br>3PT Percentage: 0<br>FT Percentage: 78</td></tr></table>","#00bfbf"
"996",30.5182727,-82.94819,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Marquis Daniels</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Marquis Daniels+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Jasper, FL, USA<br>Years: 10<br>PPG: 7.9<br>MPG: 21.4<br>FG: 45.1<br>APG: 1.8<br>RPG: 2.8<br>3PT Percentage: 23.5<br>FT Percentage: 72.1</td></tr></table>","#00bfbf"
"997",43.0481221,-76.1424244,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Danny Schayes</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Danny Schayes+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Syracuse, NY, USA<br>Years: 18<br>PPG: 7.7<br>MPG: 19.3<br>FG: 48.1<br>APG: 1.1<br>RPG: 5<br>3PT Percentage: 13.3<br>FT Percentage: 80.6</td></tr></table>","#00bfbf"
"998",39.952335,-75.117289,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Bill Melchionni</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Bill Melchionni+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Philadelphia, PA, USA<br>Years: 9<br>PPG: 10.6<br>MPG: 26<br>FG: 45.9<br>APG: 5<br>RPG: 2<br>3PT Percentage: 23.6<br>FT Percentage: 80.9</td></tr></table>","#00bfbf"
"999",34.0007104,-81.0288144,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Tyrone Corbin</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Tyrone Corbin+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Columbia, SC, USA<br>Years: 16<br>PPG: 9.2<br>MPG: 26<br>FG: 45.6<br>APG: 1.8<br>RPG: 4.7<br>3PT Percentage: 29.9<br>FT Percentage: 79.1</td></tr></table>","#00bfbf"
"1000",33.4483771,-112.0730373,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Jerryd Bayless</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Jerryd Bayless+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Phoenix, AZ, USA<br>Years: 5<br>PPG: 8.3<br>MPG: 19.2<br>FG: 41.4<br>APG: 2.9<br>RPG: 1.9<br>3PT Percentage: 35.1<br>FT Percentage: 82.4</td></tr></table>","#00bfbf"
"1001",39.1031182,-84.5070196,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Tyrone Hill</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Tyrone Hill+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Cincinnati, OH, USA<br>Years: 14<br>PPG: 9.4<br>MPG: 28<br>FG: 50.2<br>APG: 0.8<br>RPG: 8.6<br>3PT Percentage: 0<br>FT Percentage: 64.3</td></tr></table>","#00bfbf"
"1002",47.6062095,-122.3230708,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Doug Christie</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Doug Christie+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Seattle, WA, USA<br>Years: 15<br>PPG: 11.2<br>MPG: 31.5<br>FG: 42.6<br>APG: 3.6<br>RPG: 4.1<br>3PT Percentage: 35.4<br>FT Percentage: 82.1</td></tr></table>","#00bfbf"
"1003",41.0339862,-73.7629097,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Channing Frye</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Channing Frye+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: White Plains, NY, USA<br>Years: 7<br>PPG: 9.7<br>MPG: 23.9<br>FG: 44.5<br>APG: 1<br>RPG: 5.2<br>3PT Percentage: 39<br>FT Percentage: 81.4</td></tr></table>","#00bfbf"
"1004",39.114053,-94.6134636,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Leonard Gray</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Leonard Gray+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Kansas City, KS, USA<br>Years: 3<br>PPG: 10.8<br>MPG: 27<br>FG: 46.9<br>APG: 2.2<br>RPG: 5.2<br>3PT Percentage: NA<br>FT Percentage: 73.9</td></tr></table>","#00bfbf"
"1005",43.3665007,-124.2178903,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Mel Counts</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Mel Counts+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Coos Bay, OR, USA<br>Years: 12<br>PPG: 8.3<br>MPG: 17.4<br>FG: 43.5<br>APG: 1.4<br>RPG: 6<br>3PT Percentage: NA<br>FT Percentage: 76.4</td></tr></table>","#00bfbf"
"1006",40.124481,-87.6300207,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Keon Clark</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Keon Clark+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Danville, IL, USA<br>Years: 6<br>PPG: 8.2<br>MPG: 22.6<br>FG: 50<br>APG: 0.9<br>RPG: 5.9<br>3PT Percentage: 5.3<br>FT Percentage: 64.5</td></tr></table>","#00bfbf"
"1007",40.7684331,-73.5251253,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Mitch Kupchak</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Mitch Kupchak+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Hicksville, NY, USA<br>Years: 9<br>PPG: 10.2<br>MPG: 19.4<br>FG: 52.3<br>APG: 0.7<br>RPG: 5.4<br>3PT Percentage: 0<br>FT Percentage: 70.4</td></tr></table>","#00bfbf"
"1008",33.8883487,-118.3089624,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Tyus Edney</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Tyus Edney+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Gardena, CA, USA<br>Years: 4<br>PPG: 7.6<br>MPG: 21<br>FG: 40.5<br>APG: 4<br>RPG: 1.7<br>3PT Percentage: 32.2<br>FT Percentage: 80.6</td></tr></table>","#00bfbf"
"1009",40.3267407,-78.9119698,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>George Glamack</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=George Glamack+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Johnstown, PA, USA<br>Years: 1<br>PPG: 9.3<br>MPG: NA<br>FG: 24.8<br>APG: 1.7<br>RPG: NA<br>3PT Percentage: NA<br>FT Percentage: 76.4</td></tr></table>","#00bfbf"
"1010",35.2326725,-77.6077865,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Mitchell Wiggins</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Mitchell Wiggins+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Lenoir County, NC, USA<br>Years: 6<br>PPG: 10<br>MPG: 20.8<br>FG: 46<br>APG: 1.6<br>RPG: 3.2<br>3PT Percentage: 19.2<br>FT Percentage: 75.5</td></tr></table>","#00bfbf"
"1011",35.4675602,-97.5084276,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Antoine Carr</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Antoine Carr+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Oklahoma City, OK, USA<br>Years: 16<br>PPG: 9.3<br>MPG: 20<br>FG: 50.3<br>APG: 1.1<br>RPG: 3.4<br>3PT Percentage: 13<br>FT Percentage: 78</td></tr></table>","#00bfbf"
"1012",35.9940329,-78.878619,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Rodney Rogers</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Rodney Rogers+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Durham, NC, USA<br>Years: 12<br>PPG: 10.9<br>MPG: 25.3<br>FG: 45.1<br>APG: 2<br>RPG: 4.5<br>3PT Percentage: 34.7<br>FT Percentage: 69</td></tr></table>","#00bfbf"
"1013",38.9072309,-76.9964641,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Patrick Patterson</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Patrick Patterson+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Washington, DC, USA<br>Years: 3<br>PPG: 8.3<br>MPG: 22.1<br>FG: 49.5<br>APG: 0.9<br>RPG: 4.4<br>3PT Percentage: 37.2<br>FT Percentage: 72.8</td></tr></table>","#00bfbf"
"1014",38.9735752,-5.7997323,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Jose Calderon</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Jose Calderon+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Villanueva de la Serena, Spain<br>Years: 8<br>PPG: 10.1<br>MPG: 28.6<br>FG: 48.3<br>APG: 7.2<br>RPG: 2.5<br>3PT Percentage: 39.9<br>FT Percentage: 87.7</td></tr></table>","#00bfbf"
"1015",36.8507689,-76.2728726,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Joe Smith</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Joe Smith+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Norfolk, VA, USA<br>Years: 16<br>PPG: 10.9<br>MPG: 26.2<br>FG: 45.5<br>APG: 1<br>RPG: 6.4<br>3PT Percentage: 23.8<br>FT Percentage: 79</td></tr></table>","#00bfbf"
"1016",40.85,-73.852667,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Harold Pressley</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Harold Pressley+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Bronx, NY, USA<br>Years: 4<br>PPG: 9<br>MPG: 22.7<br>FG: 43.7<br>APG: 2.1<br>RPG: 4.5<br>3PT Percentage: 35.8<br>FT Percentage: 77.8</td></tr></table>","#00bfbf"
"1017",41.4994954,-81.6834088,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Charles Oakley</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Charles Oakley+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Cleveland, OH, USA<br>Years: 19<br>PPG: 9.7<br>MPG: 31.4<br>FG: 47.1<br>APG: 2.5<br>RPG: 9.5<br>3PT Percentage: 25.3<br>FT Percentage: 76.1</td></tr></table>","#00bfbf"
"1018",39.7589478,-84.1066069,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Al Tucker</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Al Tucker+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Dayton, OH, USA<br>Years: 5<br>PPG: 10.1<br>MPG: 21.2<br>FG: 45.6<br>APG: 1<br>RPG: 4.9<br>3PT Percentage: 37.1<br>FT Percentage: 72.7</td></tr></table>","#00bfbf"
"1019",40.65,-73.929,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Ray Lumpp</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Ray Lumpp+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Brooklyn, NY, USA<br>Years: 5<br>PPG: 8.2<br>MPG: 23.4<br>FG: 36.6<br>APG: 2.2<br>RPG: 2.2<br>3PT Percentage: NA<br>FT Percentage: 76.7</td></tr></table>","#00bfbf"
"1020",48.8272301,-100.4456984,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Duane Klueh</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Duane Klueh+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Bottineau, ND, USA<br>Years: 2<br>PPG: 8.2<br>MPG: NA<br>FG: 36.2<br>APG: 1.5<br>RPG: 3<br>3PT Percentage: NA<br>FT Percentage: 71.9</td></tr></table>","#00bfbf"
"1021",36.0217938,-81.9295579,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Tom Burleson</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Tom Burleson+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Crossnore, NC, USA<br>Years: 7<br>PPG: 9.4<br>MPG: 21.1<br>FG: 44.5<br>APG: 1.3<br>RPG: 6.3<br>3PT Percentage: 0<br>FT Percentage: 72.6</td></tr></table>","#00bfbf"
"1022",41.5933696,-87.3414271,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Winston Garland</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Winston Garland+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Gary, IN, USA<br>Years: 7<br>PPG: 9.4<br>MPG: 26.2<br>FG: 43<br>APG: 4.7<br>RPG: 2.8<br>3PT Percentage: 28.1<br>FT Percentage: 83</td></tr></table>","#00bfbf"
"1023",43.0125274,-83.6866562,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Morris Peterson</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Morris Peterson+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Flint, MI, USA<br>Years: 11<br>PPG: 10.7<br>MPG: 27.2<br>FG: 41.8<br>APG: 1.5<br>RPG: 3.5<br>3PT Percentage: 37.3<br>FT Percentage: 77.3</td></tr></table>","#00bfbf"
"1024",41.2758617,-91.1884837,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Murray Wier</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Murray Wier+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Grand View, IA, USA<br>Years: 1<br>PPG: 7.7<br>MPG: NA<br>FG: 32.7<br>APG: 1.9<br>RPG: NA<br>3PT Percentage: NA<br>FT Percentage: 69.3</td></tr></table>","#00bfbf"
"1025",42.2444833,-83.1457569,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>George Peeples</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=George Peeples+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Ecorse, MI, USA<br>Years: 6<br>PPG: 8.1<br>MPG: 22.4<br>FG: 44.1<br>APG: 1<br>RPG: 7.3<br>3PT Percentage: 0<br>FT Percentage: 63.9</td></tr></table>","#00bfbf"
"1026",38.4108801,-87.7614174,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Archie Dees</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Archie Dees+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Mt. Carmel, IL, USA<br>Years: 4<br>PPG: 8.1<br>MPG: 16.3<br>FG: 40.2<br>APG: 0.7<br>RPG: 4.8<br>3PT Percentage: NA<br>FT Percentage: 79.4</td></tr></table>","#00bfbf"
"1027",36.7468422,-119.7715868,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Bison Dele</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Bison Dele+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Fresno, CA, USA<br>Years: 8<br>PPG: 11<br>MPG: 24.2<br>FG: 52.8<br>APG: 1.1<br>RPG: 6.2<br>3PT Percentage: 14.3<br>FT Percentage: 69.1</td></tr></table>","#00bfbf"
"1028",40.7607793,-111.7910474,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Ariel Maughan</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Ariel Maughan+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Salt Lake City, UT, USA<br>Years: 5<br>PPG: 7.9<br>MPG: NA<br>FG: 28<br>APG: 1.2<br>RPG: 4<br>3PT Percentage: NA<br>FT Percentage: 71.2</td></tr></table>","#00bfbf"
"1029",41.611143,-86.7227195,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Scott Skiles</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Scott Skiles+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: LaPorte, IN, USA<br>Years: 10<br>PPG: 11.1<br>MPG: 28<br>FG: 43.5<br>APG: 6.5<br>RPG: 2.5<br>3PT Percentage: 37.9<br>FT Percentage: 88.9</td></tr></table>","#00bfbf"
